order_id,user_id,order_date,order_status,total_amount
O00000001,U01085,2025-03-13T13:25:42,pending,722.21
O00000002,U01047,2025-07-01T06:08:37,completed,465.83
O00000003,U01019,2025-10-03T17:20:30,pending,2751.05
O00000004,U01052,2025-02-21T04:14:50,pending,440.04
O00000005,U01059,2025-11-29T08:51:08,completed,2639.16
O00000006,U01045,2025-03-30T12:50:54,completed,1188.88
O00000007,U01040,2025-10-22T00:29:10,pending,1102.58
O00000008,U01084,2025-01-01T06:19:54,completed,2775.22
O00000009,U01044,2025-08-27T00:33:24,pending,356.81
O00000010,U01091,2026-03-09T11:01:52,pending,1563.15
O00000011,U01007,2026-01-25T15:59:52,completed,1992.1
O00000012,U01059,2026-03-14T04:44:29,completed,741.23
O00000013,U01005,2026-01-02T09:45:03,pending,1966.68
O00000014,U01070,2025-11-19T18:56:34,completed,697.96
O00000015,U01054,2025-06-08T00:11:17,pending,817.6
O00000016,U01048,2025-12-03T00:33:25,pending,2885.08
O00000017,U01098,2025-09-09T00:58:15,completed,1496.05
O00000018,U01092,2025-07-18T05:49:44,completed,525.19
O00000019,U01033,2025-11-24T01:15:46,completed,906.68
O00000020,U01051,2025-11-09T04:42:18,completed,2331.69
