product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Philips Desk,Home & Garden,Philips,499.62,2.0,47
P00002,Pearson Python Guide,Books,Pearson,255.78,2.6,9
P00003,Samsung Monitor,Electronics,Samsung,216.29,3.9,11
P00004,Penguin Data Science Handbook,Books,Penguin,383.02,4.8,55
P00005,Nike Sneakers,Clothing,Nike,94.86,4.9,55
P00006,Sony Smartphone,Electronics,Sony,416.83,3.8,13
P00007,Dell Smartphone,Electronics,Dell,92.13,2.7,45
P00008,Puma T-Shirt,Clothing,Puma,464.17,3.2,91
P00009,Apple Smartphone,Electronics,Apple,20.75,4.3,48
P00010,Penguin Python Guide,Books,Penguin,480.52,1.6,14
P00011,Nike Sneakers,Clothing,Nike,388.24,1.6,55
P00012,Adidas Hoodie,Clothing,Adidas,110.12,2.9,20
P00013,Sony Monitor,Electronics,Sony,36.81,3.1,92
P00014,Samsung Smartphone,Electronics,Samsung,32.45,1.3,70
P00015,Puma Jacket,Clothing,Puma,439.13,4.0,1
P00016,Penguin Python Guide,Books,Penguin,406.76,3.6,57
P00017,OReilly Machine Learning Book,Books,OReilly,450.47,2.5,99
P00018,Uniqlo Hoodie,Clothing,Uniqlo,357.69,4.5,13
P00019,Adidas Jacket,Clothing,Adidas,98.78,2.0,20
P00020,OReilly Data Science Handbook,Books,OReilly,108.02,2.9,42
P00021,Ikea Coffee Maker,Home & Garden,Ikea,242.61,3.6,77
P00022,Nike T-Shirt,Clothing,Nike,380.41,4.0,91
P00023,Philips Desk,Home & Garden,Philips,133.93,1.5,72
P00024,Ikea Lamp,Home & Garden,Ikea,307.83,1.9,63
P00025,Dell Monitor,Electronics,Dell,438.18,1.9,63
P00026,Sony Tablet,Electronics,Sony,274.99,4.2,96
P00027,Apple Headphones,Electronics,Apple,393.08,4.4,44
P00028,Philips Lamp,Home & Garden,Philips,62.99,3.2,47
P00029,Nike Sneakers,Clothing,Nike,26.35,4.6,48
P00030,HarperCollins Machine Learning Book,Books,HarperCollins,334.8,3.4,70
P00031,Penguin Machine Learning Book,Books,Penguin,287.28,4.4,78
P00032,Adidas Hoodie,Clothing,Adidas,315.36,4.4,11
P00033,Dell Headphones,Electronics,Dell,454.67,4.9,80
P00034,Uniqlo Sneakers,Clothing,Uniqlo,219.15,4.6,67
P00035,Philips Lamp,Home & Garden,Philips,233.25,3.1,89
