review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000054,U01057,2,Good product,2026-04-16T15:26:53
R00000002,O00000002,P000049,U01023,4,Good product,2025-11-16T08:30:19
R00000003,O00000003,P000085,U01034,1,Good product,2025-07-29T14:56:24
R00000004,O00000004,P000098,U01092,2,Good product,2026-04-27T20:20:15
R00000005,O00000005,P000073,U01051,1,Good product,2025-07-26T18:07:07
R00000006,O00000006,P000060,U01016,5,Good product,2026-02-16T17:59:28
R00000007,O00000007,P000047,U01034,1,Good product,2025-12-04T13:24:33
R00000008,O00000008,P000014,U01027,1,Good product,2025-09-26T03:12:29
R00000009,O00000009,P000053,U01067,2,Good product,2025-12-06T21:14:52
R00000010,O00000010,P000040,U01083,2,Good product,2026-02-04T17:12:59
R00000011,O00000011,P000040,U01053,1,Good product,2026-01-23T08:33:00
R00000012,O00000012,P000045,U01082,1,Good product,2025-07-07T17:03:44
R00000013,O00000013,P000004,U01091,5,Good product,2025-10-10T19:56:23
R00000014,O00000014,P000058,U01089,1,Good product,2026-01-20T10:38:37
R00000015,O00000015,P000046,U01095,1,Good product,2025-11-01T22:12:34
R00000016,O00000016,P000082,U01061,3,Good product,2025-09-27T11:35:45
R00000017,O00000017,P000044,U01009,5,Good product,2025-07-11T19:48:26
R00000018,O00000018,P000038,U01070,3,Good product,2026-01-29T15:00:15
R00000019,O00000019,P000044,U01054,4,Good product,2025-06-06T00:02:15
R00000020,O00000020,P000077,U01029,2,Good product,2025-04-19T18:48:57
R00000021,O00000021,P000079,U01019,3,Good product,2026-03-29T21:41:16
R00000022,O00000022,P000070,U01043,4,Good product,2026-04-25T05:27:21
R00000023,O00000023,P000015,U01081,3,Good product,2025-08-28T23:20:56
R00000024,O00000024,P000037,U01096,3,Good product,2025-02-05T19:00:54
R00000025,O00000025,P000009,U01089,1,Good product,2025-02-24T04:24:57
R00000026,O00000026,P000081,U01097,4,Good product,2025-09-04T17:33:09
R00000027,O00000027,P000086,U01032,5,Good product,2025-11-02T22:31:39
R00000028,O00000028,P000074,U01064,4,Good product,2025-07-30T05:54:37
R00000029,O00000029,P000077,U01043,1,Good product,2025-02-19T14:41:39
R00000030,O00000030,P000018,U01044,3,Good product,2025-06-27T02:04:33
R00000031,O00000031,P000041,U01093,2,Good product,2025-01-27T06:43:35
R00000032,O00000032,P000044,U01001,2,Good product,2025-03-16T00:29:00
R00000033,O00000033,P000030,U01023,3,Good product,2026-01-16T03:58:05
R00000034,O00000034,P000022,U01065,4,Good product,2025-08-17T18:51:39
R00000035,O00000035,P000032,U01075,2,Good product,2026-04-13T18:48:51
R00000036,O00000036,P000085,U01035,2,Good product,2025-05-07T15:40:32
R00000037,O00000037,P000010,U01001,1,Good product,2025-09-08T01:37:58
R00000038,O00000038,P000002,U01036,4,Good product,2025-07-21T20:09:29
R00000039,O00000039,P000065,U01041,2,Good product,2026-01-25T02:28:20
R00000040,O00000040,P000007,U01086,5,Good product,2025-08-18T04:06:01
R00000041,O00000041,P000090,U01027,4,Good product,2025-12-10T17:43:50
R00000042,O00000042,P000004,U01054,5,Good product,2025-03-06T19:25:49
R00000043,O00000043,P000023,U01082,2,Good product,2026-03-26T12:21:54
R00000044,O00000044,P000036,U01068,3,Good product,2026-04-29T19:50:42
R00000045,O00000045,P000022,U01008,5,Good product,2025-01-04T05:27:46
R00000046,O00000046,P000024,U01026,4,Good product,2025-08-06T17:48:41
R00000047,O00000047,P000091,U01086,5,Good product,2025-08-31T21:19:24
R00000048,O00000048,P000039,U01040,2,Good product,2025-05-15T00:09:15
R00000049,O00000049,P000030,U01067,5,Good product,2025-11-06T04:34:46
R00000050,O00000050,P000044,U01003,1,Good product,2026-02-21T03:34:02
R00000051,O00000051,P000099,U01011,3,Good product,2025-05-21T20:45:40
R00000052,O00000052,P000077,U01023,1,Good product,2026-01-03T22:51:00
R00000053,O00000053,P000012,U01018,3,Good product,2026-02-06T00:08:25
R00000054,O00000054,P000007,U01046,5,Good product,2025-06-11T01:17:58
R00000055,O00000055,P000054,U01008,4,Good product,2026-02-17T00:21:47
R00000056,O00000056,P000040,U01087,4,Good product,2025-02-09T23:00:28
R00000057,O00000057,P000032,U01051,4,Good product,2025-08-25T03:51:54
R00000058,O00000058,P000098,U01014,3,Good product,2025-02-12T07:16:37
R00000059,O00000059,P000050,U01063,5,Good product,2026-04-07T17:56:31
R00000060,O00000060,P000029,U01092,5,Good product,2025-03-01T20:33:11
R00000061,O00000061,P000004,U01035,1,Good product,2025-06-23T23:09:04
R00000062,O00000062,P000099,U01040,4,Good product,2026-03-17T12:25:48
R00000063,O00000063,P000027,U01060,3,Good product,2025-08-27T16:58:03
R00000064,O00000064,P000045,U01076,5,Good product,2026-04-23T10:18:12
R00000065,O00000065,P000037,U01081,1,Good product,2025-05-02T21:32:20
R00000066,O00000066,P000033,U01016,2,Good product,2025-08-07T14:23:50
R00000067,O00000067,P000044,U01009,4,Good product,2025-08-08T22:46:10
R00000068,O00000068,P000071,U01060,2,Good product,2025-07-04T21:13:36
R00000069,O00000069,P000020,U01064,4,Good product,2026-02-01T06:39:38
R00000070,O00000070,P000053,U01009,3,Good product,2025-12-01T17:53:42
R00000071,O00000071,P000084,U01095,5,Good product,2025-08-13T05:02:31
R00000072,O00000072,P000059,U01018,5,Good product,2026-02-11T22:25:46
R00000073,O00000073,P000014,U01007,2,Good product,2025-01-23T04:54:39
R00000074,O00000074,P000006,U01040,4,Good product,2025-10-29T01:39:09
R00000075,O00000075,P000027,U01096,3,Good product,2026-04-16T22:03:32
R00000076,O00000076,P000092,U01099,4,Good product,2025-05-31T00:41:46
R00000077,O00000077,P000093,U01025,5,Good product,2026-02-08T01:39:35
R00000078,O00000078,P000050,U01057,4,Good product,2025-03-12T00:39:04
R00000079,O00000079,P000040,U01018,5,Good product,2026-01-02T19:44:21
