order_id,user_id,order_date,order_status,total_amount
O00000001,U01063,2025-07-01T21:51:34,completed,2050.88
O00000002,U01075,2026-04-30T11:43:44,completed,2894.04
O00000003,U01041,2025-05-07T11:26:16,completed,2645.13
O00000004,U01084,2025-08-08T03:49:00,completed,499.16
O00000005,U01079,2025-10-25T21:08:53,completed,1670.4
O00000006,U01043,2025-08-17T08:44:24,completed,1540.3
O00000007,U01012,2026-04-08T13:51:08,completed,2847.29
O00000008,U01067,2026-04-23T05:39:04,pending,2620.48
O00000009,U01087,2025-07-28T21:06:58,completed,2610.01
O00000010,U01057,2025-02-11T12:34:08,pending,357.23
O00000011,U01086,2026-04-26T05:24:24,completed,1708.35
O00000012,U01018,2025-06-15T17:25:41,pending,2671.88
O00000013,U01042,2025-02-07T12:43:41,completed,2449.04
O00000014,U01068,2025-01-02T09:34:17,completed,1897.94
O00000015,U01075,2026-02-11T08:43:25,completed,1237.26
O00000016,U01060,2026-03-08T04:15:57,completed,265.45
O00000017,U01065,2025-04-14T12:13:14,completed,1428.98
O00000018,U01019,2025-09-02T16:52:09,pending,613.83
O00000019,U01059,2025-01-11T09:35:29,completed,331.37
O00000020,U01037,2025-05-27T15:11:43,completed,2937.06
O00000021,U01019,2025-10-17T05:18:21,completed,1047.59
O00000022,U01017,2025-01-25T15:26:45,completed,2822.21
O00000023,U01053,2025-07-07T22:45:57,completed,437.1
O00000024,U01019,2025-09-02T11:44:11,completed,689.57
O00000025,U01012,2025-07-23T05:52:39,completed,964.23
O00000026,U01088,2025-05-02T13:54:40,completed,2025.38
O00000027,U01040,2025-10-17T05:21:39,completed,1919.82
O00000028,U01066,2025-01-25T12:29:46,completed,1716.57
O00000029,U01099,2025-01-13T14:40:50,pending,905.4
O00000030,U01067,2025-10-10T16:41:24,completed,2573.52
O00000031,U01022,2025-04-24T15:31:04,completed,2666.39
O00000032,U01059,2025-07-20T13:43:14,completed,1165.39
O00000033,U01010,2025-03-11T13:36:26,completed,2518.77
O00000034,U01052,2025-07-07T01:09:55,completed,1713.83
O00000035,U01051,2025-08-15T10:19:40,completed,2617.43
O00000036,U01068,2026-03-26T03:14:13,pending,2385.55
O00000037,U01082,2025-09-16T22:26:24,pending,2660.96
O00000038,U01058,2025-10-08T01:12:15,pending,2210.17
O00000039,U01032,2025-05-06T09:58:29,completed,1790.6
O00000040,U01069,2025-11-01T19:32:56,completed,2396.27
O00000041,U01062,2025-03-13T10:03:25,completed,1505.07
O00000042,U01058,2025-12-08T18:57:02,pending,657.13
O00000043,U01086,2025-04-18T13:52:24,pending,1810.19
O00000044,U01034,2025-10-16T10:57:28,pending,2772.23
O00000045,U01013,2025-07-31T23:19:20,pending,1299.43
O00000046,U01091,2026-03-04T19:47:59,completed,700.68
O00000047,U01008,2025-11-07T01:30:55,completed,2488.19
O00000048,U01066,2025-05-28T10:47:50,pending,785.68
O00000049,U01011,2026-03-08T04:29:14,pending,914.85
O00000050,U01044,2026-01-26T22:10:36,pending,2671.3
O00000051,U01030,2026-02-17T03:55:21,completed,2331.49
O00000052,U01025,2025-01-07T00:03:32,pending,1080.71
O00000053,U01037,2026-01-26T10:11:50,completed,829.91
O00000054,U01071,2026-01-29T21:25:41,completed,1397.75
O00000055,U01021,2025-09-08T16:19:58,pending,79.49
O00000056,U01099,2025-01-27T14:38:54,pending,472.39
O00000057,U01095,2025-09-10T03:30:36,pending,1163.66
O00000058,U01099,2025-03-05T13:27:14,pending,2237.44
O00000059,U01033,2025-11-23T23:14:40,completed,1878.37
O00000060,U01002,2025-10-25T14:57:26,completed,438.95
O00000061,U01000,2025-12-31T05:37:44,pending,1498.06
O00000062,U01052,2025-08-24T18:08:01,pending,846.98
O00000063,U01067,2025-03-30T20:28:29,completed,1655.34
O00000064,U01068,2025-12-23T11:36:40,completed,2607.05
O00000065,U01038,2025-11-10T13:25:21,completed,782.19
O00000066,U01098,2026-04-26T21:05:43,completed,115.22
O00000067,U01093,2025-10-28T08:07:14,pending,968.04
O00000068,U01002,2025-08-14T18:50:27,pending,460.79
O00000069,U01026,2025-07-10T15:15:44,pending,2940.44
O00000070,U01020,2025-08-18T03:56:33,pending,2120.01
O00000071,U01059,2025-08-23T20:44:09,pending,2958.65
O00000072,U01001,2025-03-03T01:45:49,completed,1771.35
O00000073,U01067,2025-01-02T11:02:29,pending,2784.46
O00000074,U01076,2025-06-22T07:13:59,pending,1653.6
O00000075,U01032,2025-09-22T22:44:37,completed,2800.43
O00000076,U01035,2025-09-25T22:00:52,completed,203.27
O00000077,U01087,2026-02-14T12:53:59,pending,2165.65
O00000078,U01070,2026-01-11T15:30:34,pending,2112.68
O00000079,U01070,2025-07-11T11:45:44,pending,594.76
O00000080,U01064,2025-05-27T05:11:37,completed,2622.73
O00000081,U01033,2025-02-27T09:50:27,completed,819.83
O00000082,U01055,2025-02-01T02:22:39,pending,809.09
O00000083,U01086,2025-10-15T14:15:42,pending,1514.01
O00000084,U01099,2025-10-24T00:26:05,completed,2440.4
O00000085,U01090,2026-04-24T10:35:31,completed,1748.32
O00000086,U01004,2025-01-28T10:52:38,completed,2578.06
O00000087,U01013,2025-01-22T14:50:24,completed,2566.44
O00000088,U01065,2025-10-10T09:22:58,pending,2749.16
O00000089,U01031,2025-12-09T14:00:54,completed,1928.62
O00000090,U01032,2026-02-19T23:36:41,pending,1085.48
O00000091,U01058,2025-05-30T07:25:12,pending,2956.9
O00000092,U01023,2025-10-28T06:07:36,completed,2785.24
O00000093,U01096,2025-06-19T17:45:35,pending,2785.79
O00000094,U01059,2026-02-14T04:57:17,completed,2814.33
O00000095,U01058,2025-12-05T10:24:46,pending,132.77
O00000096,U01071,2025-11-13T15:04:05,completed,591.15
O00000097,U01059,2026-03-20T11:29:45,pending,2240.39
O00000098,U01056,2025-05-14T19:27:36,completed,1156.04
O00000099,U01026,2025-09-11T19:04:46,pending,520.63
O00000100,U01072,2026-01-13T10:36:55,pending,2749.92
