product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Pearson SQL Fundamentals,Books,Pearson,262.56,4.2,57
P00002,Dyson Air Purifier,Home & Garden,Dyson,413.31,4.9,65
P00003,Adidas Hoodie,Clothing,Adidas,170.81,3.9,15
P00004,KitchenAid Lamp,Home & Garden,KitchenAid,234.52,1.0,10
P00005,HarperCollins SQL Fundamentals,Books,HarperCollins,282.34,1.5,0
P00006,Philips Air Purifier,Home & Garden,Philips,22.03,1.7,27
P00007,HP Monitor,Electronics,HP,193.67,2.7,63
P00008,Philips Vacuum,Home & Garden,Philips,38.79,2.6,75
P00009,Sony Laptop,Electronics,Sony,98.01,4.0,99
P00010,Ikea Lamp,Home & Garden,Ikea,322.45,2.7,88
P00011,Puma Sneakers,Clothing,Puma,308.78,1.7,94
P00012,OReilly Data Science Handbook,Books,OReilly,262.44,4.9,27
P00013,Samsung Tablet,Electronics,Samsung,452.18,4.5,63
P00014,Puma Jacket,Clothing,Puma,236.35,4.3,22
P00015,Philips Desk,Home & Garden,Philips,252.89,2.1,81
P00016,Sony Monitor,Electronics,Sony,171.7,1.1,47
P00017,Pearson Data Science Handbook,Books,Pearson,452.1,4.2,14
P00018,OReilly Machine Learning Book,Books,OReilly,205.83,2.3,69
P00019,Whirlpool Lamp,Home & Garden,Whirlpool,344.05,3.9,17
P00020,Philips Desk,Home & Garden,Philips,42.76,2.5,57
P00021,HarperCollins Data Science Handbook,Books,HarperCollins,107.77,2.8,79
P00022,Levis Hoodie,Clothing,Levis,343.14,2.8,68
P00023,Puma Jacket,Clothing,Puma,354.05,3.2,82
P00024,Uniqlo T-Shirt,Clothing,Uniqlo,270.38,3.1,92
P00025,Adidas Sneakers,Clothing,Adidas,359.77,3.4,29
P00026,HarperCollins Python Guide,Books,HarperCollins,334.11,2.4,88
P00027,Levis Jeans,Clothing,Levis,174.42,3.4,0
P00028,Uniqlo Hoodie,Clothing,Uniqlo,371.07,4.6,78
P00029,Pearson Data Science Handbook,Books,Pearson,375.89,1.4,85
P00030,HP Headphones,Electronics,HP,395.74,1.3,46
P00031,Sony Tablet,Electronics,Sony,393.12,2.0,56
P00032,Pearson Python Guide,Books,Pearson,474.61,2.0,0
P00033,OReilly Python Guide,Books,OReilly,82.41,3.3,22
P00034,Uniqlo Sneakers,Clothing,Uniqlo,154.68,1.1,7
P00035,Adidas Jeans,Clothing,Adidas,276.44,4.8,22
P00036,Philips Coffee Maker,Home & Garden,Philips,158.7,4.6,99
P00037,Nike Hoodie,Clothing,Nike,11.26,2.8,63
P00038,Philips Desk,Home & Garden,Philips,294.82,2.2,56
P00039,Dyson Air Purifier,Home & Garden,Dyson,450.0,3.0,47
P00040,Ikea Air Purifier,Home & Garden,Ikea,25.6,2.7,31
P00041,Pearson Python Guide,Books,Pearson,348.8,3.9,36
P00042,Samsung Smartphone,Electronics,Samsung,355.82,2.0,83
P00043,Levis Jeans,Clothing,Levis,257.79,4.1,4
P00044,Pearson Machine Learning Book,Books,Pearson,159.37,3.1,88
P00045,Apple Tablet,Electronics,Apple,103.44,3.5,28
P00046,KitchenAid Air Purifier,Home & Garden,KitchenAid,296.79,4.7,58
P00047,Samsung Tablet,Electronics,Samsung,494.6,3.7,43
P00048,Apple Tablet,Electronics,Apple,464.5,3.7,46
P00049,Pearson Python Guide,Books,Pearson,127.92,2.0,53
P00050,Penguin Data Science Handbook,Books,Penguin,352.97,3.1,49
P00051,HP Smartphone,Electronics,HP,297.35,2.2,79
P00052,Dyson Desk,Home & Garden,Dyson,386.14,1.2,1
P00053,OReilly SQL Fundamentals,Books,OReilly,456.32,4.8,15
P00054,Sony Monitor,Electronics,Sony,272.39,2.2,15
P00055,Dell Smartphone,Electronics,Dell,16.99,3.5,68
P00056,HarperCollins SQL Fundamentals,Books,HarperCollins,70.47,4.4,48
P00057,Pearson SQL Fundamentals,Books,Pearson,101.72,3.7,72
P00058,Adidas Jacket,Clothing,Adidas,258.08,3.5,53
P00059,Dell Smartphone,Electronics,Dell,155.98,4.4,85
P00060,Sony Monitor,Electronics,Sony,335.6,2.8,41
P00061,Dell Headphones,Electronics,Dell,293.58,1.5,84
P00062,HarperCollins Machine Learning Book,Books,HarperCollins,234.01,3.5,33
P00063,Apple Monitor,Electronics,Apple,302.66,4.1,82
P00064,Ikea Lamp,Home & Garden,Ikea,387.93,4.2,26
P00065,Uniqlo Jacket,Clothing,Uniqlo,458.59,3.6,43
P00066,Penguin Machine Learning Book,Books,Penguin,10.45,5.0,99
P00067,Sony Laptop,Electronics,Sony,263.71,4.3,53
P00068,Levis Jacket,Clothing,Levis,155.88,4.5,81
P00069,Ikea Lamp,Home & Garden,Ikea,18.33,3.7,62
P00070,Apple Headphones,Electronics,Apple,305.41,4.6,41
P00071,Levis Sneakers,Clothing,Levis,239.91,4.4,46
P00072,Philips Coffee Maker,Home & Garden,Philips,462.88,3.3,98
P00073,Dyson Air Purifier,Home & Garden,Dyson,292.11,4.4,0
P00074,Penguin Python Guide,Books,Penguin,475.56,1.1,76
P00075,Sony Tablet,Electronics,Sony,71.38,1.6,14
P00076,Adidas T-Shirt,Clothing,Adidas,73.51,1.4,69
P00077,KitchenAid Desk,Home & Garden,KitchenAid,440.65,5.0,7
P00078,Adidas T-Shirt,Clothing,Adidas,28.44,2.2,70
P00079,Nike Hoodie,Clothing,Nike,164.96,2.8,73
P00080,Pearson Machine Learning Book,Books,Pearson,420.34,3.7,64
P00081,Whirlpool Desk,Home & Garden,Whirlpool,418.76,4.7,91
P00082,OReilly Data Science Handbook,Books,OReilly,108.98,4.1,80
P00083,Whirlpool Coffee Maker,Home & Garden,Whirlpool,414.93,1.4,93
P00084,Dell Laptop,Electronics,Dell,345.11,4.1,73
P00085,Sony Monitor,Electronics,Sony,429.28,3.8,47
P00086,Penguin SQL Fundamentals,Books,Penguin,312.7,3.3,57
P00087,Dyson Vacuum,Home & Garden,Dyson,440.89,3.0,45
P00088,HP Laptop,Electronics,HP,89.73,2.0,96
P00089,OReilly Data Science Handbook,Books,OReilly,187.65,1.6,92
P00090,Pearson Python Guide,Books,Pearson,324.45,1.4,4
P00091,Samsung Monitor,Electronics,Samsung,89.06,4.6,16
P00092,Samsung Headphones,Electronics,Samsung,87.26,3.9,13
P00093,Dell Laptop,Electronics,Dell,395.52,1.0,12
P00094,Ikea Desk,Home & Garden,Ikea,187.73,4.9,59
P00095,HP Headphones,Electronics,HP,456.08,2.7,100
P00096,Apple Smartphone,Electronics,Apple,279.17,1.1,4
P00097,Apple Smartphone,Electronics,Apple,198.93,1.3,87
P00098,Apple Smartphone,Electronics,Apple,278.11,4.5,69
P00099,Puma T-Shirt,Clothing,Puma,220.94,3.7,16
P00100,OReilly SQL Fundamentals,Books,OReilly,496.42,4.6,7
