review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000042,U01025,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-09T22:51:25
R00000002,O00000002,P000078,U01078,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-18T03:58:37
R00000003,O00000003,P000077,U01072,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-30T16:29:03
R00000004,O00000004,P000047,U01069,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-29T16:05:08
R00000005,O00000005,P000085,U01085,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-07-15T07:46:22
R00000006,O00000006,P000039,U01050,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-05-23T07:33:35
R00000007,O00000007,P000029,U01014,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-04-16T22:40:54
R00000008,O00000008,P000036,U01044,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-18T03:50:28
R00000009,O00000009,P000077,U01090,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-02-18T17:07:42
R00000010,O00000010,P000051,U01067,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-07T20:18:45
R00000011,O00000011,P000059,U01028,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-12-04T14:18:18
R00000012,O00000012,P000080,U01000,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-11-05T07:03:25
R00000013,O00000013,P000095,U01084,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-03-29T12:34:50
R00000014,O00000014,P000041,U01076,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-09-21T21:50:56
R00000015,O00000015,P000011,U01033,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-02-14T22:59:09
R00000016,O00000016,P000086,U01002,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-02-01T18:21:28
R00000017,O00000017,P000056,U01038,1,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-01-05T20:55:02
R00000018,O00000018,P000082,U01032,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2026-01-13T05:49:09
R00000019,O00000019,P000048,U01013,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-12-22T05:57:57
R00000020,O00000020,P000003,U01000,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-02-20T04:13:03
R00000021,O00000021,P000003,U01004,5,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-10-09T07:31:58
R00000022,O00000022,P000076,U01058,3,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-08T06:34:55
R00000023,O00000023,P000089,U01027,2,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-11-10T15:39:25
R00000024,O00000024,P000038,U01081,4,"['Good product will buy again', 'Not good wont buy at all', 'Highly recommend this brand', 'Color was different from images.', 'Not as expected, quality is poor.', 'Fast shipping and good packaging']",2025-06-01T00:53:10
