review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000002,O00000002,P000060,U01085,5,Exceeded my expectations!,2026-04-29T09:35:24
R00000003,O00000003,P000025,U01005,1,"Terrible quality, returned immediately.",2025-07-26T21:46:10
R00000004,O00000004,P000053,U01051,1,Not good wont buy at all,2025-03-11T15:54:49
R00000009,O00000009,P000092,U01055,2,Color was different from images.,2025-01-26T19:58:01
R00000010,O00000010,P000099,U01038,5,Exceeded my expectations!,2025-03-19T02:53:56
R00000011,O00000011,P000041,U01061,5,Fast shipping and good packaging,2025-10-21T00:20:01
R00000015,O00000015,P000032,U01071,5,Highly recommend this brand,2025-09-24T20:21:07
R00000018,O00000018,P000005,U01090,3,Decent product but overpriced.,2025-07-20T05:29:59
R00000019,O00000019,P000021,U01010,5,Fast shipping and good packaging,2026-04-13T19:51:53
R00000020,O00000020,P000003,U01055,4,"Value for money, satisfied with purchase.",2025-12-30T10:32:38
R00000021,O00000021,P000033,U01060,3,Decent product but overpriced.,2025-09-14T20:31:07
R00000022,O00000022,P000043,U01088,3,Decent product but overpriced.,2026-02-06T09:47:36
R00000023,O00000023,P000062,U01096,3,Decent product but overpriced.,2025-11-29T09:29:59
R00000024,O00000024,P000075,U01023,5,Exceeded my expectations!,2026-01-19T03:40:39
R00000027,O00000027,P000049,U01008,4,"Value for money, satisfied with purchase.",2025-03-30T13:58:56
R00000030,O00000030,P000004,U01006,5,Highly recommend this brand,2025-07-15T03:43:47
R00000032,O00000032,P000038,U01084,2,"Not as expected, quality is poor.",2025-03-03T09:46:20
R00000035,O00000035,P000036,U01026,5,Highly recommend this brand,2026-03-25T10:59:08
R00000036,O00000036,P000080,U01006,2,"Not as expected, quality is poor.",2025-10-09T07:58:43
R00000038,O00000038,P000056,U01078,2,"Not as expected, quality is poor.",2026-01-17T06:23:01
R00000039,O00000039,P000050,U01078,5,Fast shipping and good packaging,2025-12-29T08:55:51
R00000044,O00000044,P000032,U01019,1,Not good wont buy at all,2025-12-25T18:33:09
R00000045,O00000045,P000055,U01059,5,Highly recommend this brand,2025-03-29T05:28:38
R00000047,O00000047,P000100,U01049,4,"Value for money, satisfied with purchase.",2025-10-04T05:55:14
R00000048,O00000048,P000071,U01086,4,"Value for money, satisfied with purchase.",2025-03-09T23:30:20
R00000049,O00000049,P000094,U01021,1,Not good wont buy at all,2025-01-07T23:31:48
R00000052,O00000052,P000093,U01089,4,Good product will buy again,2025-06-25T22:08:20
R00000054,O00000054,P000094,U01025,2,Color was different from images.,2026-04-19T03:51:55
R00000055,O00000055,P000027,U01029,2,Color was different from images.,2025-04-18T01:28:37
R00000057,O00000057,P000015,U01039,1,Not good wont buy at all,2025-05-14T01:27:04
R00000060,O00000060,P000058,U01092,5,Highly recommend this brand,2025-02-04T01:08:24
R00000061,O00000061,P000049,U01062,5,Highly recommend this brand,2025-08-13T11:16:48
R00000062,O00000062,P000008,U01082,2,Color was different from images.,2025-06-08T20:20:45
R00000064,O00000064,P000084,U01075,1,"Terrible quality, returned immediately.",2026-04-12T08:09:49
R00000065,O00000065,P000012,U01028,2,"Not as expected, quality is poor.",2026-02-01T19:51:06
R00000066,O00000066,P000070,U01081,2,"Not as expected, quality is poor.",2025-09-30T02:55:21
R00000067,O00000067,P000041,U01084,5,Fast shipping and good packaging,2025-09-24T08:49:08
R00000069,O00000069,P000073,U01057,4,Good product will buy again,2025-04-10T05:46:14
R00000070,O00000070,P000015,U01014,1,"Terrible quality, returned immediately.",2025-10-10T05:46:29
R00000072,O00000072,P000051,U01060,2,Color was different from images.,2026-03-02T19:02:08
R00000075,O00000075,P000022,U01013,2,Color was different from images.,2025-03-02T09:06:45
R00000078,O00000078,P000082,U01074,5,Exceeded my expectations!,2026-02-07T20:51:20
R00000080,O00000080,P000050,U01000,2,Color was different from images.,2026-01-16T04:34:39
R00000081,O00000081,P000016,U01053,5,Exceeded my expectations!,2026-01-28T19:56:12
R00000085,O00000085,P000061,U01021,4,"Value for money, satisfied with purchase.",2025-05-13T11:28:32
R00000090,O00000090,P000052,U01017,1,"Terrible quality, returned immediately.",2026-02-15T18:55:11
R00000091,O00000091,P000050,U01025,5,Highly recommend this brand,2025-08-25T19:17:54
R00000094,O00000094,P000084,U01029,2,Color was different from images.,2025-12-29T04:33:06
R00000096,O00000096,P000019,U01076,2,Color was different from images.,2025-10-08T13:43:05
R00000098,O00000098,P000078,U01095,4,Good product will buy again,2025-09-25T08:27:59
R00000099,O00000099,P000014,U01016,5,Exceeded my expectations!,2025-01-18T08:16:07
