product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,HarperCollins Machine Learning Book,Books,HarperCollins,201.23,2.8,83,-0.2054892470010287,0
P00002,Samsung Headphones,Electronics,Samsung,345.49,1.7,79,0.7266223154357782,2
P00003,Uniqlo Hoodie,Clothing,Uniqlo,236.25,2.9,27,0.020786553058149065,1
P00004,Puma T-Shirt,Clothing,Puma,32.25,3.7,57,-1.297324903597255,1
P00005,Uniqlo Hoodie,Clothing,Uniqlo,446.69,3.8,60,1.3805089792275766,1
P00006,Adidas T-Shirt,Unknown,Adidas,378.58,4.7,32,0.9404277473020884,4
P00007,Pearson Data Science Handbook,Books,Pearson,0.0,4.0,42,-1.5057028177008667,0
P00008,HarperCollins Data Science Handbook,Books,HarperCollins,484.99,4.2,91,1.6279779438839588,0
P00009,Pearson SQL Fundamentals,Unknown,Pearson,384.51,3.0,20,0.9787434381744735,4
P00010,Adidas Jacket,Unknown,Adidas,83.27,3.2,32,-0.9676678128200062,4
P00011,OReilly Data Science Handbook,Books,OReilly,309.89,1.4,86,0.4965989435880703,0
P00012,OReilly Python Guide,Books,OReilly,331.4,1.8,67,0.6355821662971768,0
P00013,HarperCollins Data Science Handbook,Books,HarperCollins,183.89,1.3,28,-0.31752872081673805,0
P00014,Pearson Python Guide,Books,Pearson,154.77,2.7,28,-0.505682669923627,0
P00015,Penguin Data Science Handbook,Books,Penguin,121.94,3.7,77,-0.7178081558157687,0
P00016,Pearson Python Guide,Books,Pearson,126.03,2.6,30,-0.6913813133759619,0
P00017,Nike Sneakers,Clothing,Nike,225.83,1.9,9,-0.04654051252199453,1
P00018,Whirlpool Lamp,Home & Garden,Whirlpool,351.45,3.9,6,0.7651318462282595,3
P00019,Philips Vacuum,Home & Garden,Philips,419.21,3.5,29,1.2029516124192896,3
P00020,Apple Headphones,Electronics,Apple,50.27,1.2,89,-1.1808917249260276,2
P00021,Sony Smartphone,Electronics,Sony,408.2,4.4,24,1.1318123617439173,2
P00022,Dell Laptop,Electronics,Dell,251.61,1.6,96,0.12003259214749722,2
P00023,Nike Jacket,Clothing,Nike,0.0,5.0,76,-1.5057028177008667,1
P00024,Whirlpool Coffee Maker,Home & Garden,Whirlpool,254.07,2.5,41,0.13592746559540048,3
P00025,Pearson SQL Fundamentals,Books,Pearson,114.94,4.7,71,-0.7630374705049248,0
P00026,Dell Monitor,Electronics,Dell,451.28,1.8,53,1.410166487002323,2
P00027,Samsung Monitor,Unknown,Samsung,393.02,4.5,37,1.0337293621751473,4
P00028,Nike Sneakers,Clothing,Nike,231.51,4.3,97,-0.009840154317079497,1
P00029,Dell Smartphone,Electronics,Dell,442.88,1.9,8,1.355891309375336,2
P00030,HarperCollins SQL Fundamentals,Books,HarperCollins,164.59,3.2,90,-0.442232402745411,0
P00031,Dyson Lamp,Home & Garden,Dyson,285.97,2.1,83,0.3420439139645546,3
P00032,OReilly Data Science Handbook,Books,OReilly,104.82,3.9,95,-0.8284261368841046,0
P00033,HP Smartphone,Electronics,HP,38.09,3.7,42,-1.259590732485159,2
P00034,Dell Monitor,Unknown,Dell,103.97,2.7,57,-0.8339182679535021,4
P00035,Uniqlo T-Shirt,Clothing,Uniqlo,0.0,2.9,17,-1.5057028177008667,1
P00036,Levis Jacket,Clothing,Levis,359.85,2.0,79,0.8194070238552469,1
P00037,OReilly Data Science Handbook,Books,OReilly,433.33,1.2,23,1.2941856014779873,0
P00038,Sony Monitor,Electronics,Sony,197.41,3.5,53,-0.23017153015996808,2
P00039,Levis Hoodie,Clothing,Levis,264.7,4.5,41,0.20461141061621882,1
P00040,HarperCollins SQL Fundamentals,Books,HarperCollins,165.43,2.6,37,-0.4368048849827122,0
P00041,Penguin Machine Learning Book,Books,Penguin,327.75,1.0,91,0.6119983093521171,0
P00042,HarperCollins Data Science Handbook,Books,HarperCollins,203.73,3.9,8,-0.1893359203263301,0
P00043,Philips Lamp,Home & Garden,Philips,0.0,2.1,70,-1.5057028177008667,3
P00044,Pearson Python Guide,Books,Pearson,73.59,4.7,13,-1.0302134937044392,0
P00045,OReilly Python Guide,Books,OReilly,0.0,3.1,45,-1.5057028177008667,0
P00046,KitchenAid Coffee Maker,Home & Garden,KitchenAid,427.6,4.6,70,1.2571621767395784,3
P00047,Pearson SQL Fundamentals,Books,Pearson,319.03,1.9,53,0.5556555059107682,0
P00048,Pearson Python Guide,Books,Pearson,0.0,2.0,50,-1.5057028177008667,0
P00049,Samsung Tablet,Electronics,Samsung,72.96,1.7,37,-1.0342841320264633,2
P00050,Samsung Headphones,Electronics,Samsung,442.42,1.7,21,1.3529190972671916,2
P00051,Samsung Laptop,Electronics,Samsung,290.9,4.8,55,0.37389827416705984,2
P00052,Penguin Data Science Handbook,Books,Penguin,490.78,1.7,46,1.6653890484625606,0
P00053,Apple Laptop,Electronics,Apple,184.18,1.6,42,-0.3156549349224729,2
P00054,Dell Headphones,Electronics,Dell,0.0,1.6,3,-1.5057028177008667,2
P00055,Apple Smartphone,Electronics,Apple,132.47,2.5,30,-0.6497703438619383,2
P00056,Philips Coffee Maker,Home & Garden,Philips,461.74,2.4,62,1.4777520058092621,3
P00057,Whirlpool Air Purifier,Home & Garden,Whirlpool,215.76,4.5,60,-0.11160611236768055,3
P00058,Dyson Air Purifier,Home & Garden,Dyson,0.0,4.8,94,-1.5057028177008667,3
P00059,Nike T-Shirt,Clothing,Nike,144.95,4.2,54,-0.5691329371018431,1
P00060,Samsung Headphones,Electronics,Samsung,0.0,1.4,39,-1.5057028177008667,2
P00061,Samsung Headphones,Electronics,Samsung,0.0,3.0,54,-1.5057028177008667,2
P00062,HP Smartphone,Electronics,HP,454.73,4.0,16,1.4324580778134073,2
P00063,HP Tablet,Electronics,HP,159.41,4.9,42,-0.47570209561538646,2
P00064,HP Monitor,Electronics,HP,304.58,3.3,70,0.46228927773101053,2
P00065,Levis Sneakers,Clothing,Levis,180.51,3.0,98,-0.3393680184809305,1
P00066,OReilly SQL Fundamentals,Books,OReilly,460.99,1.2,78,1.4729060078068525,0
P00067,KitchenAid Coffee Maker,Home & Garden,KitchenAid,0.0,1.0,14,-1.5057028177008667,3
P00068,Samsung Monitor,Electronics,Samsung,37.04,1.1,62,-1.2663751296885324,2
P00069,KitchenAid Coffee Maker,Home & Garden,KitchenAid,271.04,4.4,10,0.24557624706325462,3
P00070,Levis Jacket,Clothing,Levis,215.36,4.9,85,-0.11419064463563217,1
P00071,Dyson Air Purifier,Home & Garden,Dyson,477.72,2.2,50,1.5810040699139356,3
P00072,Philips Lamp,Unknown,Philips,0.0,4.6,47,-1.5057028177008667,4
