review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000088,U01009,2,Good product,2025-10-09T16:23:43
R00000002,O00000002,P000032,U01046,1,Good product,2025-05-28T00:30:59
R00000003,O00000003,P000040,U01091,4,Good product,2025-07-24T12:06:31
R00000004,O00000004,P000083,U01056,3,Good product,2026-01-18T11:08:45
R00000005,O00000005,P000088,U01036,2,Good product,2025-07-07T17:11:06
R00000006,O00000006,P000081,U01018,2,Good product,2025-05-02T23:50:34
R00000007,O00000007,P000079,U01096,5,Good product,2026-04-06T02:19:53
R00000008,O00000008,P000086,U01064,5,Good product,2025-11-19T09:30:43
R00000009,O00000009,P000038,U01026,4,Good product,2025-05-25T09:39:25
R00000010,O00000010,P000029,U01088,5,Good product,2025-10-14T11:09:18
R00000011,O00000011,P000032,U01093,4,Good product,2025-01-05T16:03:01
R00000012,O00000012,P000091,U01072,3,Good product,2025-04-03T02:24:00
R00000013,O00000013,P000042,U01021,2,Good product,2025-02-20T10:13:50
R00000014,O00000014,P000020,U01070,1,Good product,2025-03-02T17:56:37
R00000015,O00000015,P000013,U01063,4,Good product,2025-04-18T01:00:15
R00000016,O00000016,P000095,U01074,2,Good product,2026-03-09T13:07:49
R00000017,O00000017,P000087,U01025,4,Good product,2025-09-02T06:47:36
R00000018,O00000018,P000016,U01079,1,Good product,2025-05-22T19:46:17
R00000019,O00000019,P000017,U01065,2,Good product,2026-03-18T23:34:34
R00000020,O00000020,P000074,U01045,1,Good product,2025-09-11T07:09:15
