order_id,user_id,order_date,order_status,total_amount
O00000001,U01092,2025-11-04T01:28:32,pending,1710.41
O00000002,U01031,2025-07-17T05:03:27,completed,2960.25
O00000003,U01060,2025-03-01T10:23:33,pending,576.95
O00000004,U01024,2026-03-15T14:29:46,pending,466.03
O00000005,U01041,2025-01-06T02:43:45,completed,1736.83
O00000006,U01026,2026-02-20T07:01:32,completed,2535.35
O00000007,U01096,2025-05-20T09:12:30,pending,181.93
O00000008,U01098,2026-01-12T11:11:04,pending,165.31
O00000009,U01035,2026-04-01T09:14:05,pending,2058.16
O00000010,U01095,2025-01-15T06:28:56,completed,193.16
O00000011,U01003,2026-01-19T20:17:03,completed,735.43
O00000012,U01054,2025-05-27T23:59:54,pending,2713.24
O00000013,U01058,2025-09-04T17:27:56,completed,2811.58
O00000014,U01036,2025-09-16T03:27:49,completed,2383.28
O00000015,U01061,2025-01-01T01:25:25,completed,208.23
O00000016,U01004,2025-09-25T01:52:35,pending,2229.81
O00000017,U01061,2025-02-20T23:27:21,completed,1250.69
O00000018,U01016,2026-03-16T19:24:47,completed,1896.66
O00000019,U01067,2025-09-28T08:32:56,pending,1208.96
O00000020,U01062,2025-01-14T09:19:37,pending,822.91
O00000021,U01007,2025-08-12T17:10:11,pending,491.74
O00000022,U01001,2025-03-06T04:45:43,completed,224.76
O00000023,U01059,2025-06-25T04:35:12,completed,1934.75
O00000024,U01047,2025-04-24T19:38:46,completed,463.84
O00000025,U01049,2025-10-09T00:00:59,completed,129.72
O00000026,U01066,2025-11-29T08:40:06,pending,254.74
O00000027,U01045,2025-10-22T09:24:02,pending,2955.79
O00000028,U01062,2025-04-19T06:04:29,completed,2166.11
O00000029,U01092,2026-02-16T13:00:20,pending,289.98
O00000030,U01030,2025-05-26T11:52:16,completed,1735.02
O00000031,U01025,2025-07-20T18:56:16,completed,2412.84
O00000032,U01054,2025-07-11T15:32:48,pending,2207.06
O00000033,U01088,2026-04-26T13:56:31,completed,2225.77
O00000034,U01010,2025-07-27T18:21:10,pending,2467.36
O00000035,U01080,2026-03-12T15:48:18,completed,2763.3
O00000036,U01048,2025-09-26T20:58:00,completed,2658.24
O00000037,U01089,2025-08-30T14:34:33,pending,613.57
O00000038,U01060,2025-08-26T21:12:33,pending,361.34
O00000039,U01037,2026-02-15T11:06:38,completed,1760.49
O00000040,U01009,2025-09-16T11:14:39,pending,2209.29
O00000041,U01076,2025-01-15T08:29:47,pending,1898.37
O00000042,U01071,2025-01-16T11:57:19,completed,1560.8
O00000043,U01015,2025-08-11T19:38:08,pending,23.41
O00000044,U01055,2025-02-11T08:28:59,pending,1182.6
O00000045,U01073,2025-05-30T13:13:26,pending,2786.91
O00000046,U01013,2026-04-05T03:17:03,completed,1276.45
O00000047,U01051,2026-02-09T13:11:46,pending,2607.87
O00000048,U01030,2025-09-21T22:32:55,completed,2525.01
O00000049,U01021,2025-06-04T22:45:46,pending,2519.75
O00000050,U01052,2025-08-30T07:09:21,pending,525.97
O00000051,U01083,2025-11-24T02:30:21,completed,536.78
O00000052,U01026,2026-01-28T03:10:01,completed,1227.41
O00000053,U01045,2025-12-30T14:53:16,completed,2744.35
O00000054,U01083,2025-05-02T00:45:52,completed,2220.05
O00000055,U01003,2025-04-08T12:54:10,completed,1072.08
O00000056,U01044,2025-03-11T04:03:05,pending,1748.16
O00000057,U01046,2025-03-30T15:37:54,completed,2151.8
O00000058,U01036,2025-05-04T20:11:26,pending,1795.83
O00000059,U01085,2025-05-03T13:39:08,completed,1454.47
O00000060,U01076,2025-02-12T06:49:25,pending,1030.1
O00000061,U01015,2025-09-14T18:10:15,pending,1773.33
O00000062,U01028,2025-12-02T22:40:10,completed,2538.73
O00000063,U01037,2026-03-10T06:27:24,completed,358.1
O00000064,U01060,2025-11-11T21:19:04,pending,1819.88
O00000065,U01018,2025-10-28T16:57:26,pending,1604.31
O00000066,U01092,2026-01-05T15:45:31,pending,331.22
O00000067,U01003,2025-04-30T07:16:29,completed,1580.84
O00000068,U01072,2025-09-13T23:49:24,completed,2218.49
O00000069,U01058,2026-03-20T19:34:19,pending,640.46
O00000070,U01033,2025-10-22T12:27:11,completed,193.01
O00000071,U01095,2025-06-11T12:17:44,completed,2977.52
O00000072,U01002,2025-12-14T05:01:00,pending,1000.83
O00000073,U01041,2025-11-17T00:07:00,pending,1568.14
O00000074,U01087,2026-01-22T16:18:55,pending,2759.08
O00000075,U01024,2026-02-21T05:20:44,pending,1428.72
O00000076,U01060,2026-04-23T14:28:28,pending,1398.16
O00000077,U01064,2025-01-04T14:07:44,completed,2431.83
O00000078,U01089,2025-01-06T13:54:17,pending,1415.34
O00000079,U01045,2025-12-08T01:11:59,pending,2492.76
O00000080,U01037,2026-03-26T01:26:37,pending,975.55
O00000081,U01057,2025-05-17T06:33:42,pending,1024.89
O00000082,U01018,2026-04-25T19:41:36,completed,2669.5
O00000083,U01052,2025-06-01T14:17:55,completed,2193.97
O00000084,U01001,2025-11-24T04:43:35,pending,2509.82
O00000085,U01019,2026-01-31T17:01:52,completed,676.9
O00000086,U01050,2026-02-09T04:19:18,pending,2385.49
O00000087,U01051,2025-05-01T03:37:11,pending,2211.79
O00000088,U01081,2025-10-20T10:59:51,pending,852.04
O00000089,U01016,2026-04-30T00:35:19,completed,480.66
O00000090,U01094,2025-03-23T01:46:35,pending,453.54
O00000091,U01039,2025-05-12T00:40:57,completed,2635.13
O00000092,U01020,2026-02-01T04:56:09,completed,1513.69
O00000093,U01024,2025-07-29T12:17:49,pending,2148.35
O00000094,U01090,2026-03-03T21:44:21,pending,802.77
O00000095,U01049,2026-01-06T07:31:55,pending,2525.22
O00000096,U01069,2025-10-20T04:14:01,completed,2306.55
O00000097,U01062,2026-01-15T07:32:18,pending,2057.88
O00000098,U01029,2025-03-21T07:23:36,completed,222.83
O00000099,U01033,2025-09-06T15:08:28,completed,1637.04
O00000100,U01074,2025-09-02T04:55:31,pending,492.07
