review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000002,O00000002,P01837,U001925,1.0,"Terrible quality, returned immediately.",2025-04-29T12:38:03
R00000003,O00000003,P01757,U000925,1.0,Decent product but overpriced.,2025-11-13T18:20:58
R00000004,O00000004,P00146,U001051,2.0,"Not as expected, quality is poor.",2025-09-06T07:33:44
R00000006,O00000006,P00814,U000386,4.0,Good product will buy again,2025-03-07T15:10:48
R00000007,O00000007,P00342,U000186,2.0,Color was different from images.,2025-07-06T09:13:31
R00000008,O00000008,P00554,U000816,5.0,Fast shipping and good packaging,2026-02-07T12:49:48
R00000009,O00000009,P00736,U001730,4.0,"Value for money, satisfied with purchase.",2025-11-02T09:47:41
R00000010,O00000010,P00411,U000320,4.0,Good product will buy again,2025-10-27T19:16:34
R00000012,O00000012,P00009,U001011,3.0,Decent product but overpriced.,2026-04-02T10:45:03
R00000013,O00000013,P00950,U000748,1.0,Fast shipping and good packaging,2026-01-31T21:34:44
R00000015,O00000015,P01879,U001084,1.0,Fast shipping and good packaging,2025-05-31T15:49:51
R00000016,O00000016,P00602,U000258,5.0,Exceeded my expectations!,2025-04-04T15:36:45
R00000017,O00000017,P00354,U001922,5.0,Fast shipping and good packaging,2025-04-14T15:51:39
R00000018,O00000018,P01994,U001316,1.0,Not good wont buy at all,2026-01-09T00:37:50
R00000019,O00000019,P00633,,5.0,Exceeded my expectations!,2025-10-27T19:59:17
R00000020,O00000020,P00900,U000453,2.0,Color was different from images.,2025-07-08T15:23:01
R00000021,O00000021,P01015,U000764,2.0,Color was different from images.,2025-03-12T15:13:03
R00000023,O00000023,P01424,,4.0,"Value for money, satisfied with purchase.",2025-09-22T18:29:39
R00000024,O00000024,P01488,U001864,5.0,Fast shipping and good packaging,2025-08-15T13:32:09
R00000025,O00000025,P01753,U001361,2.0,Color was different from images.,2026-02-15T17:33:19
R00000026,O00000026,P00864,U001654,3.0,Decent product but overpriced.,2026-01-16T14:43:06
R00000027,O00000027,P01105,U001162,5.0,Fast shipping and good packaging,2025-06-27T01:24:34
R00000030,O00000030,P00158,U001887,2.0,"Not as expected, quality is poor.",2025-06-17T09:37:06
R00000031,O00000031,P00376,,1.0,Not good wont buy at all,2025-08-26T10:50:21
R00000032,O00000032,P00664,U000529,5.0,Exceeded my expectations!,2026-03-30T03:03:18
R00000033,O00000033,P01663,U000867,4.0,"Value for money, satisfied with purchase.",2026-02-11T06:52:02
R00000034,O00000034,P01557,U000881,2.0,Color was different from images.,2025-03-30T09:34:28
R00000039,O00000039,P01554,U001992,2.0,"Not as expected, quality is poor.",2025-05-27T00:35:40
R00000040,O00000040,P01499,,5.0,Fast shipping and good packaging,2025-12-16T00:07:41
R00000041,O00000041,P00696,,2.0,"Not as expected, quality is poor.",2026-02-15T04:50:28
R00000043,O00000043,P01223,U001548,4.0,"Value for money, satisfied with purchase.",2025-02-20T00:06:41
R00000044,O00000044,P01509,,4.0,Good product will buy again,2026-02-07T15:18:56
R00000045,O00000045,P00981,U001259,5.0,Fast shipping and good packaging,2025-11-22T01:18:50
R00000048,O00000048,P01547,U000826,5.0,Fast shipping and good packaging,2025-05-15T18:52:27
R00000050,O00000050,P00878,U001418,5.0,Fast shipping and good packaging,2025-06-07T12:58:00
R00000051,O00000051,P00542,U001841,1.0,Not good wont buy at all,2026-03-20T16:07:41
R00000052,O00000052,P01808,U000479,2.0,,2025-09-13T08:33:25
R00000054,O00000054,P01151,U001715,1.0,Not good wont buy at all,2025-03-22T03:12:49
R00000055,O00000055,P01633,U001086,5.0,Fast shipping and good packaging,2025-12-17T19:57:03
R00000057,O00000057,P00198,U000819,1.0,"Terrible quality, returned immediately.",2025-04-29T17:41:09
R00000059,O00000059,P01844,U000755,2.0,"Not as expected, quality is poor.",2025-12-21T20:10:26
R00000061,O00000061,P00113,U001901,2.0,"Not as expected, quality is poor.",2026-04-28T05:53:48
R00000063,O00000063,P01137,U001646,1.0,"Terrible quality, returned immediately.",2025-05-06T02:47:02
R00000064,O00000064,P00502,U000514,5.0,Highly recommend this brand,2025-02-04T05:53:38
R00000066,O00000066,P00494,U000794,5.0,Exceeded my expectations!,2025-02-23T03:42:15
R00000067,O00000067,P01067,U001434,4.0,,2026-01-06T05:36:55
R00000068,O00000068,P00835,U001811,1.0,Not good wont buy at all,2025-07-28T12:16:52
R00000070,O00000070,P01648,U001929,5.0,Highly recommend this brand,2025-05-24T09:52:30
R00000071,O00000071,P01631,U001307,1.0,"Terrible quality, returned immediately.",2025-04-10T01:43:56
R00000072,O00000072,P00225,U000023,2.0,"Not as expected, quality is poor.",2025-09-15T16:13:32
R00000073,O00000073,P01307,U001180,5.0,Highly recommend this brand,2025-06-30T19:03:24
R00000074,O00000074,P00017,U001245,4.0,"Value for money, satisfied with purchase.",2026-02-08T01:03:20
R00000076,O00000076,P01997,U001282,2.0,Color was different from images.,2026-02-06T04:35:35
R00000079,O00000079,P01495,U000724,5.0,Exceeded my expectations!,2025-10-14T22:11:38
R00000082,O00000082,P00038,U000277,1.0,,2025-10-27T11:48:53
R00000087,O00000087,P00148,U001232,5.0,Exceeded my expectations!,2025-12-06T07:07:26
R00000090,O00000090,P01147,U000601,5.0,Fast shipping and good packaging,2025-09-10T22:04:32
R00000091,O00000091,P01744,U001077,5.0,Highly recommend this brand,2025-11-25T21:52:41
R00000093,O00000093,P01616,U000495,4.0,"Value for money, satisfied with purchase.",2025-08-08T16:41:27
R00000094,O00000094,P01387,U000086,2.0,"Not as expected, quality is poor.",2025-06-14T19:18:30
R00000095,O00000095,P00116,,1.0,"Terrible quality, returned immediately.",2025-04-07T11:47:48
R00000096,O00000096,P00742,U001163,4.0,"Value for money, satisfied with purchase.",2026-01-30T07:47:16
R00000097,O00000097,P00864,U001944,5.0,,2025-11-08T11:16:44
R00000098,O00000098,P00516,U001997,1.0,"Terrible quality, returned immediately.",2025-09-06T07:30:46
R00000099,O00000099,P00786,U001469,1.0,Not good wont buy at all,2025-05-17T13:16:12
R00000100,O00000100,P00110,U000516,2.0,"Not as expected, quality is poor.",2025-07-28T04:23:48
R00000102,O00000102,P01174,U001890,3.0,Decent product but overpriced.,2026-04-01T01:16:59
R00000103,O00000103,P01788,U000878,1.0,Not good wont buy at all,2025-11-28T08:47:03
R00000105,O00000105,P00115,U001562,5.0,Highly recommend this brand,2026-03-22T21:45:34
R00000106,O00000106,P01930,U001737,2.0,"Not as expected, quality is poor.",2025-09-20T03:52:21
R00000109,O00000109,P01749,U000428,1.0,Good product will buy again,2025-09-24T05:57:38
R00000111,O00000111,P01351,U000263,5.0,Fast shipping and good packaging,2025-06-27T04:11:14
R00000112,O00000112,P01592,U001767,5.0,Fast shipping and good packaging,2026-03-18T02:39:40
R00000113,O00000113,P00461,U001781,3.0,,2025-08-16T19:47:14
R00000114,O00000114,P00319,,5.0,Fast shipping and good packaging,2025-06-30T16:44:51
R00000115,O00000115,P00831,U000763,5.0,Exceeded my expectations!,2025-06-17T15:48:47
R00000117,O00000117,P01839,U001395,5.0,Exceeded my expectations!,2026-03-20T18:17:51
R00000119,O00000119,P01132,U001021,5.0,,2025-02-01T11:56:55
R00000122,O00000122,P01030,U001622,3.0,Decent product but overpriced.,2025-10-14T00:19:43
R00000123,O00000123,P01803,,1.0,"Terrible quality, returned immediately.",2025-04-09T00:53:08
R00000124,O00000124,P01824,U001850,1.0,Not good wont buy at all,2025-03-26T22:00:26
R00000126,O00000126,P00178,U000528,5.0,Highly recommend this brand,2025-04-27T20:52:37
R00000127,O00000127,P00941,U000033,4.0,Good product will buy again,2025-04-14T19:16:03
R00000128,O00000128,P01501,U000972,5.0,,2026-01-31T17:04:12
R00000130,O00000130,P00243,U001030,1.0,"Terrible quality, returned immediately.",2025-12-07T08:58:44
R00000131,O00000131,P00791,U001960,2.0,Color was different from images.,2025-01-19T03:29:46
R00000132,O00000132,P00416,U001525,2.0,Color was different from images.,2025-11-15T03:15:21
R00000134,O00000134,P01718,U000625,2.0,"Not as expected, quality is poor.",2025-06-09T19:51:26
R00000135,O00000135,P01065,U001126,1.0,Not good wont buy at all,2025-10-05T06:05:55
R00000136,O00000136,P00475,U000181,1.0,Not good wont buy at all,2025-03-30T14:23:54
R00000139,O00000139,P01403,U000226,5.0,Exceeded my expectations!,2025-09-25T17:05:31
R00000140,O00000140,P00996,U000960,5.0,Exceeded my expectations!,2025-01-26T18:51:59
R00000141,O00000141,P01576,U000658,5.0,Exceeded my expectations!,2025-07-22T01:54:34
R00000142,O00000142,P00368,U000006,5.0,,2025-08-21T02:18:21
R00000144,O00000144,P01935,U000544,5.0,Fast shipping and good packaging,2025-02-05T16:09:13
R00000145,O00000145,P01237,U001246,4.0,Good product will buy again,2025-04-20T03:55:56
R00000147,O00000147,P01931,U001265,5.0,Highly recommend this brand,2026-02-21T16:47:58
R00000148,O00000148,P00506,U000444,1.0,,2025-10-08T16:03:59
R00000149,O00000149,P01021,U000699,5.0,,2025-04-26T21:19:14
R00000152,O00000152,P00710,,5.0,,2025-01-30T05:53:08
R00000155,O00000155,P01790,,1.0,Not good wont buy at all,2026-01-21T07:16:21
R00000157,O00000157,P01640,U001764,1.0,"Terrible quality, returned immediately.",2026-04-16T20:57:20
R00000159,O00000159,P00168,U001450,5.0,Fast shipping and good packaging,2025-10-09T12:22:42
R00000160,O00000160,P01874,U001568,1.0,Not good wont buy at all,2025-09-14T02:53:40
R00000161,O00000161,P00765,U000285,2.0,"Not as expected, quality is poor.",2025-02-09T09:36:36
R00000166,O00000166,P00047,U000387,5.0,Exceeded my expectations!,2026-01-26T15:56:22
R00000169,O00000169,P00576,U000609,5.0,Fast shipping and good packaging,2026-01-14T21:14:17
R00000170,O00000170,P00572,U001704,4.0,"Value for money, satisfied with purchase.",2026-01-11T23:52:21
R00000171,O00000171,P01510,U000696,1.0,Exceeded my expectations!,2026-04-02T08:44:13
R00000172,O00000172,P00024,U001772,3.0,Decent product but overpriced.,2026-02-16T11:46:40
R00000175,O00000175,P00827,U001144,4.0,"Value for money, satisfied with purchase.",2025-03-26T23:37:52
R00000176,O00000176,P00248,U001838,4.0,"Value for money, satisfied with purchase.",2026-02-05T16:50:13
R00000177,O00000177,P01914,U001194,5.0,Fast shipping and good packaging,2025-12-30T12:38:59
R00000178,O00000178,P01221,U000447,2.0,Color was different from images.,2025-05-27T02:17:55
R00000179,O00000179,P00459,U000039,5.0,Exceeded my expectations!,2025-06-29T16:12:04
