product_id,product_name,category,brand,price,rating,stock_quantity
P00001,HarperCollins Machine Learning Book,Books,HarperCollins,103.55,2.4,8
P00002,Ikea Lamp,Home & Garden,Ikea,182.75,3.3,58
P00003,Ikea Coffee Maker,Home & Garden,Ikea,498.43,3.2,64
P00004,KitchenAid Desk,Home & Garden,KitchenAid,470.93,1.3,39
P00005,OReilly Machine Learning Book,Books,OReilly,350.87,3.7,100
P00006,Adidas Sneakers,Clothing,Adidas,35.62,2.0,52
P00007,HP Headphones,Electronics,HP,391.2,4.2,35
P00008,Philips Lamp,Home & Garden,Philips,120.34,3.7,13
P00009,OReilly Data Science Handbook,Books,OReilly,270.94,4.8,22
P00010,Whirlpool Desk,Home & Garden,Whirlpool,316.31,1.3,59
P00011,OReilly SQL Fundamentals,Books,OReilly,58.51,2.0,33
P00012,OReilly Python Guide,Books,OReilly,406.67,2.1,64
P00013,HP Laptop,Electronics,HP,323.32,1.9,61
P00014,Puma Hoodie,Clothing,Puma,268.0,4.2,52
P00015,Levis Jeans,Clothing,Levis,436.22,1.3,25
P00016,OReilly Python Guide,Books,OReilly,306.55,1.3,71
P00017,Ikea Air Purifier,Home & Garden,Ikea,45.95,2.9,30
P00018,Samsung Monitor,Electronics,Samsung,405.9,1.6,15
P00019,Puma T-Shirt,Clothing,Puma,386.39,4.6,82
P00020,Penguin Machine Learning Book,Books,Penguin,391.7,2.0,15
P00021,Whirlpool Air Purifier,Home & Garden,Whirlpool,307.57,2.1,86
P00022,Philips Desk,Home & Garden,Philips,22.91,2.4,57
P00023,Whirlpool Desk,Home & Garden,Whirlpool,164.11,4.0,18
P00024,Sony Laptop,Electronics,Sony,304.87,4.8,17
P00025,OReilly Python Guide,Books,OReilly,260.98,1.3,94
P00026,OReilly Python Guide,Books,OReilly,219.16,2.1,40
P00027,Adidas Jacket,Clothing,Adidas,42.45,4.9,7
P00028,Whirlpool Lamp,Home & Garden,Whirlpool,146.63,2.0,94
P00029,Dyson Lamp,Home & Garden,Dyson,315.31,1.9,41
P00030,HarperCollins SQL Fundamentals,Books,HarperCollins,238.44,4.6,2
P00031,Apple Headphones,Electronics,Apple,238.96,2.4,19
P00032,Whirlpool Vacuum,Home & Garden,Whirlpool,157.82,4.8,12
P00033,Philips Desk,Home & Garden,Philips,302.72,1.6,94
P00034,KitchenAid Coffee Maker,Home & Garden,KitchenAid,406.0,3.5,87
P00035,Levis T-Shirt,Clothing,Levis,365.75,3.3,44
P00036,Dell Smartphone,Electronics,Dell,43.3,1.2,26
P00037,Nike Sneakers,Clothing,Nike,252.78,2.3,55
P00038,Apple Monitor,Electronics,Apple,41.27,3.1,94
P00039,OReilly Machine Learning Book,Books,OReilly,231.73,3.9,4
P00040,Ikea Vacuum,Home & Garden,Ikea,13.01,1.6,29
P00041,OReilly Python Guide,Books,OReilly,423.57,3.3,90
P00042,Whirlpool Air Purifier,Home & Garden,Whirlpool,426.64,4.2,34
P00043,Puma Jeans,Clothing,Puma,56.24,3.2,31
P00044,HarperCollins SQL Fundamentals,Books,HarperCollins,82.34,2.9,99
P00045,HP Smartphone,Electronics,HP,318.49,2.6,10
P00046,Apple Monitor,Electronics,Apple,418.86,3.2,83
P00047,Apple Tablet,Electronics,Apple,343.37,4.7,43
P00048,HP Monitor,Electronics,HP,102.19,3.2,59
P00049,Pearson SQL Fundamentals,Books,Pearson,209.04,4.9,39
P00050,Adidas Sneakers,Clothing,Adidas,393.4,3.7,15
P00051,Whirlpool Lamp,Home & Garden,Whirlpool,139.84,1.2,94
P00052,Apple Smartphone,Electronics,Apple,56.32,1.6,79
P00053,Penguin Python Guide,Books,Penguin,384.69,3.6,62
P00054,Puma T-Shirt,Clothing,Puma,171.22,3.4,16
P00055,Adidas Jacket,Clothing,Adidas,153.54,3.2,15
P00056,Pearson Python Guide,Books,Pearson,370.74,4.7,89
P00057,Samsung Smartphone,Electronics,Samsung,286.4,2.6,62
P00058,Samsung Laptop,Electronics,Samsung,150.42,1.2,68
P00059,HarperCollins SQL Fundamentals,Books,HarperCollins,487.09,3.5,95
P00060,Sony Headphones,Electronics,Sony,122.34,3.8,0
P00061,Levis Jacket,Clothing,Levis,490.93,3.3,45
P00062,Levis Hoodie,Clothing,Levis,126.07,3.5,71
P00063,OReilly Python Guide,Books,OReilly,44.1,3.0,85
P00064,Puma Hoodie,Clothing,Puma,77.14,2.2,95
P00065,Adidas T-Shirt,Clothing,Adidas,256.96,2.6,66
