order_id,user_id,order_date,order_status,total_amount
O00000001,U01089,2025-12-28T20:43:36,pending,2575.77
O00000002,U01057,2025-06-02T14:36:54,pending,1729.56
O00000003,U01038,2025-03-26T15:50:56,completed,2831.21
O00000004,U01067,2025-07-21T01:29:37,completed,1638.35
O00000005,U01021,2025-04-10T22:31:14,pending,625.29
O00000006,U01015,2026-03-25T11:08:09,pending,1414.45
O00000007,U01087,2025-08-15T20:14:17,completed,2587.92
O00000008,U01014,2025-04-05T23:43:21,pending,961.37
O00000009,U01095,2026-01-23T12:04:11,pending,1058.91
O00000010,U01028,2025-09-09T09:14:51,completed,138.8
O00000011,U01021,2025-09-24T19:36:16,completed,1947.97
O00000012,U01079,2025-05-09T01:10:47,completed,1298.09
O00000013,U01092,2026-02-24T04:58:25,pending,2876.35
O00000014,U01004,2025-10-09T11:38:37,pending,188.15
O00000015,U01041,2025-11-04T16:53:53,completed,126.63
O00000016,U01051,2025-02-03T08:41:24,pending,1308.41
O00000017,U01049,2025-12-12T06:34:16,pending,1076.6
O00000018,U01020,2026-01-06T12:18:07,pending,2089.06
O00000019,U01004,2026-03-05T15:27:12,completed,1433.85
O00000020,U01065,2025-06-02T22:55:10,pending,420.53
O00000021,U01008,2025-11-28T07:19:51,completed,1233.11
O00000022,U01024,2025-10-08T10:04:39,completed,1521.45
O00000023,U01056,2026-01-09T14:55:10,pending,2684.13
O00000024,U01065,2026-04-19T10:34:46,completed,332.34
O00000025,U01069,2025-02-12T14:18:20,pending,1054.88
O00000026,U01000,2026-01-17T00:08:29,completed,1421.22
O00000027,U01006,2026-02-28T01:52:27,pending,1041.5
O00000028,U01045,2025-09-20T19:28:49,completed,872.64
O00000029,U01030,2025-03-27T04:22:03,pending,2443.61
O00000030,U01063,2026-02-20T00:16:27,completed,1338.8
O00000031,U01070,2025-05-29T12:17:51,pending,394.26
O00000032,U01012,2025-06-27T18:32:41,pending,2468.07
O00000033,U01011,2026-04-16T14:53:24,completed,1938.03
O00000034,U01083,2025-12-08T01:46:18,completed,223.39
O00000035,U01005,2026-04-17T18:05:57,completed,1236.37
O00000036,U01020,2026-02-19T14:57:02,completed,2234.72
O00000037,U01019,2026-01-14T23:38:49,pending,2208.61
O00000038,U01000,2025-09-17T18:08:43,completed,10.97
O00000039,U01019,2026-02-06T09:05:59,completed,649.28
O00000040,U01008,2025-09-27T09:58:17,pending,1442.74
O00000041,U01096,2025-08-24T10:53:51,completed,53.55
O00000042,U01081,2025-05-17T18:06:19,completed,1026.0
O00000043,U01025,2025-02-16T11:23:22,pending,1886.82
O00000044,U01032,2025-03-24T01:54:38,pending,2123.57
O00000045,U01036,2025-06-18T22:26:42,completed,1085.07
O00000046,U01070,2025-08-12T16:07:24,completed,2903.82
O00000047,U01099,2026-01-23T12:40:20,pending,1918.53
O00000048,U01005,2025-09-21T02:57:56,completed,914.77
O00000049,U01028,2026-01-26T10:28:04,completed,1237.13
O00000050,U01081,2025-11-08T04:47:20,pending,825.31
O00000051,U01087,2025-03-10T10:53:39,pending,2869.37
O00000052,U01046,2025-10-20T12:51:41,completed,1166.83
O00000053,U01025,2025-01-26T18:57:54,completed,2245.02
