product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Dell Smartphone,Electronics,Dell,417.14,5.0,93
P00002,Philips Lamp,Home & Garden,Philips,156.27,4.2,67
P00003,Puma Sneakers,Clothing,Puma,137.38,4.0,3
P00004,KitchenAid Vacuum,Home & Garden,KitchenAid,89.47,4.3,12
P00005,Pearson Data Science Handbook,Books,Pearson,457.8,1.2,52
P00006,Adidas T-Shirt,Clothing,Adidas,451.56,4.3,45
P00007,KitchenAid Coffee Maker,Home & Garden,KitchenAid,401.67,4.2,35
P00008,Uniqlo Jeans,Clothing,Uniqlo,494.19,1.7,82
P00009,Puma Sneakers,Clothing,Puma,174.37,4.1,51
P00010,KitchenAid Lamp,Home & Garden,KitchenAid,165.57,1.8,88
P00011,Nike Hoodie,Clothing,Nike,200.95,2.2,77
P00012,Apple Smartphone,Electronics,Apple,44.05,2.9,80
P00013,Penguin Machine Learning Book,Books,Penguin,415.92,1.8,36
P00014,Uniqlo Sneakers,Clothing,Uniqlo,23.12,2.2,45
P00015,HarperCollins Machine Learning Book,Books,HarperCollins,77.41,2.6,6
P00016,Philips Desk,Home & Garden,Philips,84.99,2.3,10
P00017,HarperCollins Machine Learning Book,Books,HarperCollins,447.08,1.8,7
P00018,KitchenAid Vacuum,Home & Garden,KitchenAid,355.6,4.9,100
P00019,HarperCollins Python Guide,Books,HarperCollins,247.79,4.3,11
P00020,Apple Monitor,Electronics,Apple,125.17,1.4,34
P00021,Apple Tablet,Electronics,Apple,176.79,4.0,25
P00022,Puma Jeans,Clothing,Puma,400.68,2.9,33
P00023,Dell Headphones,Electronics,Dell,390.28,2.2,98
P00024,Sony Smartphone,Electronics,Sony,23.01,1.6,76
P00025,Adidas Sneakers,Clothing,Adidas,381.98,4.0,30
P00026,Puma T-Shirt,Clothing,Puma,89.36,4.2,59
P00027,Sony Tablet,Electronics,Sony,218.01,3.4,89
P00028,Puma Jeans,Clothing,Puma,396.94,1.6,31
P00029,Pearson Python Guide,Books,Pearson,328.23,1.8,13
P00030,Apple Tablet,Electronics,Apple,387.96,4.4,11
P00031,Puma Jeans,Clothing,Puma,372.97,3.1,30
P00032,Sony Tablet,Electronics,Sony,12.24,3.0,44
P00033,Levis Jacket,Clothing,Levis,347.03,2.4,91
P00034,Penguin Data Science Handbook,Books,Penguin,157.46,1.5,54
