product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Adidas Sneakers,Clothing,Adidas,395.62,2.4,28
P00002,OReilly Machine Learning Book,Books,OReilly,90.76,3.0,28
P00003,Levis Jeans,Clothing,Levis,372.62,3.9,90
P00004,OReilly SQL Fundamentals,Books,OReilly,50.83,1.8,53
P00005,Dell Smartphone,Electronics,Dell,103.99,3.9,59
P00006,Puma T-Shirt,Clothing,Puma,138.22,3.0,68
P00007,Sony Monitor,Electronics,Sony,291.85,2.1,89
P00008,Apple Laptop,Electronics,Apple,137.42,4.0,90
P00009,HarperCollins Python Guide,Books,HarperCollins,212.98,3.9,13
P00010,Apple Smartphone,Electronics,Apple,462.81,4.3,1
P00011,HarperCollins Python Guide,Books,HarperCollins,260.68,1.8,40
P00012,Ikea Coffee Maker,Home & Garden,Ikea,21.62,1.9,22
P00013,Samsung Smartphone,Electronics,Samsung,13.51,4.9,68
P00014,HP Headphones,Electronics,HP,304.43,2.6,25
P00015,Apple Laptop,Electronics,Apple,230.77,1.8,78
P00016,OReilly Data Science Handbook,Books,OReilly,424.69,1.9,49
P00017,Whirlpool Coffee Maker,Home & Garden,Whirlpool,371.32,2.8,100
P00018,Whirlpool Coffee Maker,Home & Garden,Whirlpool,319.62,2.7,58
P00019,Apple Laptop,Electronics,Apple,394.46,4.2,71
P00020,Samsung Tablet,Electronics,Samsung,299.4,4.9,2
P00021,Ikea Coffee Maker,Home & Garden,Ikea,329.39,1.3,96
P00022,Dyson Coffee Maker,Home & Garden,Dyson,215.63,2.1,23
P00023,Samsung Monitor,Electronics,Samsung,376.1,4.0,47
P00024,HP Monitor,Electronics,HP,317.75,1.5,63
P00025,Pearson Python Guide,Books,Pearson,110.89,4.2,51
P00026,Dyson Desk,Home & Garden,Dyson,263.39,4.2,43
P00027,KitchenAid Coffee Maker,Home & Garden,KitchenAid,176.96,3.6,81
P00028,OReilly Python Guide,Books,OReilly,15.0,3.4,34
P00029,Ikea Desk,Home & Garden,Ikea,248.69,4.1,23
P00030,Penguin Machine Learning Book,Books,Penguin,331.23,1.8,23
P00031,Puma Hoodie,Clothing,Puma,241.44,3.1,40
P00032,Whirlpool Vacuum,Home & Garden,Whirlpool,111.08,2.6,88
P00033,Uniqlo T-Shirt,Clothing,Uniqlo,243.86,1.6,22
P00034,Philips Desk,Home & Garden,Philips,326.98,4.4,73
P00035,Nike T-Shirt,Clothing,Nike,214.91,3.4,37
P00036,OReilly SQL Fundamentals,Books,OReilly,295.04,1.3,59
P00037,Dyson Vacuum,Home & Garden,Dyson,454.45,3.1,58
P00038,Philips Coffee Maker,Home & Garden,Philips,274.59,3.4,70
P00039,Nike Jacket,Clothing,Nike,463.86,2.4,65
P00040,Pearson Data Science Handbook,Books,Pearson,97.5,2.8,55
P00041,Uniqlo Jeans,Clothing,Uniqlo,147.24,3.5,53
P00042,Adidas Sneakers,Clothing,Adidas,263.25,3.3,1
P00043,Dell Tablet,Electronics,Dell,229.66,4.0,99
P00044,Sony Headphones,Electronics,Sony,497.46,3.5,27
P00045,Dyson Vacuum,Home & Garden,Dyson,41.46,1.5,28
P00046,Nike Sneakers,Clothing,Nike,46.16,1.9,18
P00047,Adidas Hoodie,Clothing,Adidas,497.44,4.1,64
P00048,Sony Headphones,Electronics,Sony,398.23,4.8,24
P00049,Nike Sneakers,Clothing,Nike,113.0,1.4,14
P00050,Whirlpool Vacuum,Home & Garden,Whirlpool,328.85,3.7,10
P00051,Penguin SQL Fundamentals,Books,Penguin,39.35,4.0,15
P00052,Sony Monitor,Electronics,Sony,350.97,2.9,62
P00053,Samsung Smartphone,Electronics,Samsung,354.67,2.8,90
P00054,Sony Monitor,Electronics,Sony,282.07,4.3,54
P00055,Adidas T-Shirt,Clothing,Adidas,369.86,2.2,95
P00056,Uniqlo Jeans,Clothing,Uniqlo,468.11,1.7,54
P00057,Nike T-Shirt,Clothing,Nike,75.8,4.4,18
P00058,Whirlpool Coffee Maker,Home & Garden,Whirlpool,400.87,2.5,38
P00059,Levis Jeans,Clothing,Levis,40.67,2.4,20
P00060,Uniqlo Jeans,Clothing,Uniqlo,203.2,4.7,37
P00061,Dyson Coffee Maker,Home & Garden,Dyson,107.03,2.0,74
P00062,Philips Lamp,Home & Garden,Philips,302.44,1.9,58
P00063,Philips Desk,Home & Garden,Philips,244.54,2.0,16
P00064,Apple Headphones,Electronics,Apple,96.22,3.1,65
P00065,Philips Vacuum,Home & Garden,Philips,481.54,2.6,70
P00066,Sony Headphones,Electronics,Sony,308.16,1.2,21
P00067,HP Laptop,Electronics,HP,223.55,4.2,72
P00068,Dell Monitor,Electronics,Dell,153.37,3.7,32
P00069,Apple Headphones,Electronics,Apple,142.99,3.2,94
P00070,HarperCollins Machine Learning Book,Books,HarperCollins,318.97,4.0,20
P00071,Levis Hoodie,Clothing,Levis,119.37,4.7,48
P00072,Pearson Machine Learning Book,Books,Pearson,109.2,4.0,15
P00073,Apple Tablet,Electronics,Apple,196.02,2.6,53
P00074,KitchenAid Air Purifier,Home & Garden,KitchenAid,405.46,4.2,14
P00075,OReilly Python Guide,Books,OReilly,398.92,2.9,11
P00076,HarperCollins Data Science Handbook,Books,HarperCollins,129.18,3.8,88
P00077,Nike Sneakers,Clothing,Nike,135.18,2.6,72
P00078,Uniqlo Hoodie,Clothing,Uniqlo,210.34,4.8,11
P00079,Levis Jacket,Clothing,Levis,32.94,4.5,84
P00080,Pearson Python Guide,Books,Pearson,42.1,3.5,65
P00081,Dyson Coffee Maker,Home & Garden,Dyson,147.75,2.5,37
P00082,Penguin Machine Learning Book,Books,Penguin,296.89,1.5,15
P00083,Dyson Desk,Home & Garden,Dyson,439.43,1.5,1
P00084,Ikea Vacuum,Home & Garden,Ikea,463.37,1.0,79
P00085,Ikea Vacuum,Home & Garden,Ikea,135.22,2.2,67
P00086,Ikea Air Purifier,Home & Garden,Ikea,40.17,4.2,98
P00087,Adidas Jeans,Clothing,Adidas,204.28,3.6,88
P00088,Nike Hoodie,Clothing,Nike,255.3,3.5,41
P00089,Puma Hoodie,Clothing,Puma,226.52,3.8,75
P00090,Dell Headphones,Electronics,Dell,30.44,4.5,77
P00091,Ikea Desk,Home & Garden,Ikea,80.81,4.2,90
P00092,Sony Laptop,Electronics,Sony,192.19,1.7,77
P00093,Pearson SQL Fundamentals,Books,Pearson,286.9,3.8,22
P00094,Puma Sneakers,Clothing,Puma,346.37,3.3,73
P00095,Levis Jacket,Clothing,Levis,167.75,1.8,64
P00096,Adidas Jacket,Clothing,Adidas,153.6,3.7,45
P00097,Dell Headphones,Electronics,Dell,61.9,2.7,14
P00098,OReilly SQL Fundamentals,Books,OReilly,49.15,1.6,60
P00099,Dell Headphones,Electronics,Dell,306.06,4.4,18
P00100,Sony Laptop,Electronics,Sony,76.68,1.0,9
