review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000016,U01099,2,"Not as expected, quality is poor.",2025-09-04T10:17:06
R00000004,O00000004,P000008,U01088,4,Good product will buy again,2026-03-07T15:25:13
R00000007,O00000007,P000045,U01093,4,"Value for money, satisfied with purchase.",2025-08-26T07:00:03
R00000011,O00000011,P000090,U01064,1,Not good wont buy at all,2025-07-29T12:24:07
R00000013,O00000013,P000045,U01029,1,"Terrible quality, returned immediately.",2026-03-27T22:58:08
R00000017,O00000017,P000056,U01062,2,"Not as expected, quality is poor.",2025-01-11T12:50:27
R00000018,O00000018,P000033,U01018,5,Highly recommend this brand,2025-06-19T11:24:33
R00000019,O00000019,P000074,U01001,5,Fast shipping and good packaging,2025-12-02T20:53:07
R00000020,O00000020,P000053,U01090,1,Not good wont buy at all,2026-03-02T17:05:40
R00000024,O00000024,P000008,U01019,5,Highly recommend this brand,2026-02-25T08:33:39
R00000025,O00000025,P000040,U01038,4,Good product will buy again,2025-05-10T04:52:37
R00000028,O00000028,P000099,U01092,1,"Terrible quality, returned immediately.",2026-01-08T09:10:37
R00000029,O00000029,P000081,U01029,5,Exceeded my expectations!,2025-07-05T08:42:50
R00000030,O00000030,P000015,U01077,2,"Not as expected, quality is poor.",2026-02-24T06:56:14
R00000031,O00000031,P000010,U01048,4,Good product will buy again,2026-02-22T00:29:04
R00000033,O00000033,P000026,U01008,1,Not good wont buy at all,2025-05-01T04:34:03
R00000034,O00000034,P000067,U01067,2,"Not as expected, quality is poor.",2025-12-03T12:51:33
R00000036,O00000036,P000079,U01006,5,Fast shipping and good packaging,2025-12-07T09:54:19
R00000038,O00000038,P000022,U01008,5,Highly recommend this brand,2025-09-09T11:08:31
R00000039,O00000039,P000083,U01086,5,Exceeded my expectations!,2025-10-11T23:19:21
R00000043,O00000043,P000041,U01078,5,Exceeded my expectations!,2025-10-05T12:54:03
R00000047,O00000047,P000011,U01042,3,Decent product but overpriced.,2025-02-01T17:07:02
R00000049,O00000049,P000025,U01061,5,Fast shipping and good packaging,2025-01-29T19:34:07
R00000052,O00000052,P000048,U01017,5,Highly recommend this brand,2025-08-02T21:33:23
R00000053,O00000053,P000091,U01066,5,Fast shipping and good packaging,2025-10-01T02:44:03
R00000054,O00000054,P000008,U01089,5,Exceeded my expectations!,2026-04-25T19:32:48
R00000055,O00000055,P000012,U01096,1,"Terrible quality, returned immediately.",2025-08-29T16:14:53
R00000056,O00000056,P000038,U01048,3,Decent product but overpriced.,2026-01-21T06:48:52
R00000058,O00000058,P000043,U01075,5,Exceeded my expectations!,2025-08-31T02:56:09
R00000059,O00000059,P000004,U01094,2,Color was different from images.,2025-11-27T11:57:51
R00000060,O00000060,P000035,U01001,1,"Terrible quality, returned immediately.",2026-04-05T05:16:28
R00000061,O00000061,P000031,U01036,3,Decent product but overpriced.,2025-10-31T12:38:30
R00000062,O00000062,P000088,U01089,2,"Not as expected, quality is poor.",2025-02-04T22:18:56
R00000064,O00000064,P000037,U01072,3,Decent product but overpriced.,2025-05-08T05:22:06
R00000072,O00000072,P000053,U01073,5,Highly recommend this brand,2026-02-09T09:23:54
R00000073,O00000073,P000062,U01026,1,"Terrible quality, returned immediately.",2025-10-13T03:13:00
R00000074,O00000074,P000024,U01096,1,Not good wont buy at all,2025-04-29T02:57:14
R00000075,O00000075,P000050,U01053,5,Exceeded my expectations!,2025-08-27T21:29:57
R00000076,O00000076,P000012,U01082,5,Exceeded my expectations!,2025-01-31T02:06:38
R00000078,O00000078,P000089,U01000,4,Good product will buy again,2025-03-05T18:03:28
R00000079,O00000079,P000004,U01069,5,Exceeded my expectations!,2026-01-23T07:18:56
R00000080,O00000080,P000020,U01014,5,Exceeded my expectations!,2025-04-07T21:10:33
R00000082,O00000082,P000024,U01087,5,Highly recommend this brand,2026-01-18T13:22:21
R00000086,O00000086,P000025,U01027,5,Exceeded my expectations!,2026-04-08T09:33:06
R00000088,O00000088,P000093,U01004,2,"Not as expected, quality is poor.",2025-04-30T04:06:26
R00000089,O00000089,P000057,U01089,5,Exceeded my expectations!,2025-02-22T22:55:32
R00000090,O00000090,P000046,U01017,1,Not good wont buy at all,2025-12-23T06:24:55
R00000091,O00000091,P000073,U01016,5,Highly recommend this brand,2026-04-15T15:30:27
R00000096,O00000096,P000081,U01055,4,Good product will buy again,2025-01-18T08:34:36
R00000100,O00000100,P000088,U01064,4,Good product will buy again,2025-08-12T11:37:44
