order_id,user_id,order_date,order_status,total_amount
O00000001,U01042,2026-01-09T09:59:57,pending,2045.38
O00000002,U01070,2025-11-27T03:41:02,pending,645.91
O00000003,U01065,2025-05-31T08:58:17,completed,77.86
O00000004,U01011,2025-03-08T21:35:48,pending,1167.68
O00000005,U01076,2026-01-26T06:41:59,pending,2712.3
O00000006,U01055,2025-04-15T07:11:36,completed,578.16
O00000007,U01074,2025-12-29T20:49:47,pending,924.21
O00000008,U01068,2026-01-19T16:22:45,completed,2498.02
O00000009,U01045,2025-04-28T01:12:39,pending,1025.63
O00000010,U01058,2025-04-01T22:08:25,pending,871.17
O00000011,U01066,2025-01-03T04:17:23,pending,992.53
O00000012,U01005,2025-10-22T19:05:39,pending,563.41
O00000013,U01011,2026-01-06T00:02:44,pending,2261.75
O00000014,U01033,2025-11-22T01:56:52,pending,1023.3
O00000015,U01073,2025-10-09T06:47:05,completed,58.62
O00000016,U01007,2025-12-02T11:37:07,pending,2887.07
O00000017,U01046,2025-03-31T16:35:35,completed,2259.42
O00000018,U01071,2025-08-27T20:41:13,completed,1945.91
O00000019,U01026,2026-01-06T10:04:32,completed,1742.78
O00000020,U01054,2025-02-18T00:13:23,pending,609.9
O00000021,U01003,2025-08-09T21:40:03,pending,2508.16
O00000022,U01067,2025-05-06T12:53:38,completed,2753.94
O00000023,U01086,2025-08-18T00:59:29,pending,1164.68
O00000024,U01023,2025-02-01T14:22:28,completed,1325.66
O00000025,U01002,2026-02-18T02:15:15,completed,2645.28
O00000026,U01079,2025-07-13T08:40:48,completed,2356.08
O00000027,U01094,2025-06-30T03:35:09,pending,2286.41
O00000028,U01063,2025-02-27T21:39:09,completed,707.51
O00000029,U01088,2026-03-29T14:23:13,completed,2273.48
O00000030,U01087,2025-12-04T08:47:08,completed,2515.13
O00000031,U01067,2026-01-03T05:54:24,completed,1997.21
O00000032,U01042,2025-07-27T08:52:45,pending,355.39
O00000033,U01087,2026-01-07T05:44:05,pending,351.87
O00000034,U01004,2025-02-12T22:10:04,pending,161.74
O00000035,U01006,2025-06-29T09:45:04,pending,1841.2
O00000036,U01088,2025-02-10T13:54:01,completed,2528.83
O00000037,U01074,2025-01-19T03:13:41,pending,2099.59
O00000038,U01064,2025-07-09T05:53:36,completed,842.55
O00000039,U01082,2026-02-12T05:56:08,pending,2549.91
O00000040,U01067,2025-08-06T22:37:51,pending,1594.46
O00000041,U01012,2025-03-31T07:27:23,pending,677.67
O00000042,U01059,2026-01-29T16:01:20,completed,2107.58
O00000043,U01077,2025-10-14T00:28:19,pending,2096.28
O00000044,U01057,2026-03-09T23:44:43,pending,1609.19
O00000045,U01027,2025-08-21T18:16:54,pending,1186.05
O00000046,U01042,2025-08-30T13:14:12,pending,1567.69
O00000047,U01003,2026-03-24T23:45:59,completed,479.1
O00000048,U01000,2026-01-02T15:30:55,pending,500.64
O00000049,U01037,2025-07-01T18:35:02,completed,2028.98
O00000050,U01060,2025-10-09T09:43:52,pending,1316.31
O00000051,U01069,2025-01-27T19:21:44,pending,1680.57
O00000052,U01048,2025-03-21T03:20:55,completed,1246.08
O00000053,U01010,2025-06-13T11:58:45,pending,1791.53
O00000054,U01046,2025-02-04T10:34:34,completed,1600.89
O00000055,U01064,2025-08-26T04:00:14,pending,2498.02
O00000056,U01057,2025-05-17T15:38:01,completed,490.16
O00000057,U01005,2025-02-11T13:03:04,completed,401.38
O00000058,U01001,2025-02-19T11:44:51,pending,349.98
O00000059,U01044,2025-11-23T09:08:14,pending,1856.43
O00000060,U01020,2025-09-08T04:23:08,pending,64.82
O00000061,U01064,2025-10-01T20:57:09,pending,2394.08
O00000062,U01021,2025-03-09T22:49:18,pending,155.14
O00000063,U01010,2025-09-17T19:42:17,pending,1670.53
O00000064,U01086,2025-09-14T00:17:28,completed,1678.76
O00000065,U01005,2025-10-03T22:01:56,completed,339.22
O00000066,U01049,2025-12-12T20:40:30,completed,1960.11
O00000067,U01074,2025-06-09T09:51:10,pending,731.33
O00000068,U01045,2025-07-26T06:51:42,completed,401.16
O00000069,U01025,2026-02-22T09:31:12,pending,360.35
O00000070,U01054,2025-02-07T12:01:00,completed,1545.86
O00000071,U01064,2025-03-14T16:11:11,pending,2495.44
O00000072,U01058,2025-10-08T17:43:36,pending,2257.39
O00000073,U01004,2025-03-18T12:39:14,completed,183.97
O00000074,U01078,2026-04-06T18:24:17,pending,2452.84
O00000075,U01095,2025-08-20T01:24:53,completed,2858.27
O00000076,U01072,2025-01-15T18:48:50,completed,2986.14
O00000077,U01089,2025-10-30T03:32:22,pending,101.59
O00000078,U01089,2025-05-11T15:01:22,pending,752.18
O00000079,U01091,2025-09-11T05:09:33,completed,2629.55
O00000080,U01051,2026-03-17T07:34:49,completed,2159.54
O00000081,U01012,2026-02-15T21:21:30,completed,2190.61
