product_id,product_name,category,brand,price,rating,stock_quantity
P00001,KitchenAid Vacuum,Home & Garden,KitchenAid,238.3,3.8,96
P00002,OReilly Python Guide,Books,OReilly,229.65,4.7,79
P00003,Puma Sneakers,Clothing,Puma,85.75,3.9,83
P00004,Penguin SQL Fundamentals,Books,Penguin,347.55,1.4,91
P00005,Penguin Python Guide,Books,Penguin,222.24,2.6,43
P00006,Puma T-Shirt,Clothing,Puma,75.22,2.5,95
P00007,Uniqlo Jacket,Clothing,Uniqlo,15.44,3.1,7
P00008,Samsung Laptop,Electronics,Samsung,81.96,2.4,85
P00009,Levis Hoodie,Clothing,Levis,376.34,3.9,62
P00010,Penguin SQL Fundamentals,Books,Penguin,105.73,1.2,88
P00011,OReilly Data Science Handbook,Books,OReilly,133.97,4.5,46
P00012,Puma T-Shirt,Clothing,Puma,308.18,3.3,20
P00013,Apple Headphones,Electronics,Apple,58.53,2.6,4
P00014,Pearson Machine Learning Book,Books,Pearson,445.48,4.2,57
P00015,Penguin SQL Fundamentals,Books,Penguin,126.6,1.7,37
P00016,OReilly Data Science Handbook,Books,OReilly,142.35,2.4,96
P00017,Philips Air Purifier,Home & Garden,Philips,27.31,1.9,8
P00018,Apple Smartphone,Electronics,Apple,175.75,2.8,56
P00019,Dyson Desk,Home & Garden,Dyson,104.01,4.9,86
P00020,HarperCollins SQL Fundamentals,Books,HarperCollins,210.85,4.4,17
P00021,Dell Smartphone,Electronics,Dell,212.94,2.2,92
P00022,Pearson Data Science Handbook,Books,Pearson,97.88,2.8,58
P00023,Pearson Machine Learning Book,Books,Pearson,206.11,5.0,61
P00024,HP Headphones,Electronics,HP,464.76,3.4,58
P00025,OReilly SQL Fundamentals,Books,OReilly,475.88,3.5,56
P00026,Nike Sneakers,Clothing,Nike,367.73,2.1,85
P00027,Uniqlo Jeans,Clothing,Uniqlo,357.88,2.8,80
P00028,Dyson Air Purifier,Home & Garden,Dyson,161.15,3.8,30
P00029,Dyson Coffee Maker,Home & Garden,Dyson,484.52,1.6,8
P00030,Pearson SQL Fundamentals,Books,Pearson,421.43,4.2,72
P00031,Nike Hoodie,Clothing,Nike,225.84,1.6,71
P00032,Puma Hoodie,Clothing,Puma,476.92,1.2,35
P00033,OReilly SQL Fundamentals,Books,OReilly,400.8,1.7,94
P00034,Apple Headphones,Electronics,Apple,352.82,2.3,96
P00035,Philips Desk,Home & Garden,Philips,120.02,2.5,16
P00036,Samsung Monitor,Electronics,Samsung,146.34,1.3,81
P00037,Levis T-Shirt,Clothing,Levis,110.59,2.2,98
P00038,Nike Sneakers,Clothing,Nike,82.61,1.3,2
P00039,HarperCollins SQL Fundamentals,Books,HarperCollins,86.16,4.7,74
P00040,Puma Jacket,Clothing,Puma,177.31,2.2,14
P00041,Whirlpool Coffee Maker,Home & Garden,Whirlpool,364.8,3.9,44
P00042,Pearson Data Science Handbook,Books,Pearson,303.02,2.5,43
P00043,Pearson Data Science Handbook,Books,Pearson,387.14,4.6,28
P00044,Apple Monitor,Electronics,Apple,326.38,1.3,11
P00045,Dyson Vacuum,Home & Garden,Dyson,143.17,2.3,64
P00046,Philips Desk,Home & Garden,Philips,344.48,4.7,6
P00047,Sony Tablet,Electronics,Sony,364.41,3.2,8
P00048,Dyson Lamp,Home & Garden,Dyson,263.87,2.9,5
P00049,Puma T-Shirt,Clothing,Puma,401.79,3.8,16
P00050,Whirlpool Lamp,Home & Garden,Whirlpool,411.03,4.0,17
P00051,Pearson Python Guide,Books,Pearson,473.66,4.3,11
P00052,Nike Hoodie,Clothing,Nike,498.85,2.3,44
P00053,HP Tablet,Electronics,HP,167.97,1.8,53
P00054,Pearson SQL Fundamentals,Books,Pearson,30.11,2.9,69
P00055,Apple Smartphone,Electronics,Apple,93.19,2.1,73
P00056,KitchenAid Desk,Home & Garden,KitchenAid,332.07,5.0,31
P00057,Puma Sneakers,Clothing,Puma,414.24,3.8,28
P00058,Nike Hoodie,Clothing,Nike,302.91,2.6,97
P00059,Dyson Air Purifier,Home & Garden,Dyson,403.7,3.6,100
P00060,KitchenAid Lamp,Home & Garden,KitchenAid,255.49,4.2,3
P00061,Whirlpool Desk,Home & Garden,Whirlpool,491.31,4.2,80
P00062,Apple Headphones,Electronics,Apple,55.4,2.1,83
P00063,Sony Headphones,Electronics,Sony,326.04,4.4,73
P00064,KitchenAid Vacuum,Home & Garden,KitchenAid,183.63,2.8,13
P00065,Dyson Coffee Maker,Home & Garden,Dyson,401.44,4.7,10
P00066,Penguin Python Guide,Books,Penguin,12.86,4.0,36
P00067,Dyson Air Purifier,Home & Garden,Dyson,495.66,3.1,11
