product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,Puma T-Shirt,Clothing,Puma,235.08,4.9,24,-0.28829604204463566,1
P00002,Dell Laptop,Electronics,Dell,221.58,3.1,64,-0.38908266961551474,2
P00003,Uniqlo Jacket,Clothing,Uniqlo,445.55,3.9,64,1.2830048101659506,1
P00004,Puma Hoodie,Clothing,Puma,73.52,2.7,48,-1.4944506754039855,1
P00005,Ikea Vacuum,Home & Garden,Ikea,247.33,4.2,97,-0.1968415096192084,3
P00006,Whirlpool Desk,Home & Garden,Whirlpool,338.76,2.3,31,0.48574525769971527,3
P00007,Penguin SQL Fundamentals,Books,Penguin,407.78,1.6,31,1.0010262232509797,0
P00008,Puma T-Shirt,Clothing,Puma,59.62,2.5,78,-1.598223573421409,1
P00009,OReilly Python Guide,Books,OReilly,184.02,2.5,4,-0.6694934645460493,0
P00010,Levis Jeans,Clothing,Levis,79.15,1.6,94,-1.4524189188688705,1
P00011,Levis Jeans,Clothing,Levis,188.74,1.5,61,-0.6342554732768235,1
P00012,Dell Monitor,Electronics,Dell,435.81,1.5,79,1.2102891247925902,2
P00013,Nike Jeans,Clothing,Nike,292.14,3.4,83,0.13769543715494625,1
P00014,Penguin SQL Fundamentals,Books,Penguin,360.52,4.8,50,0.6481983699917395,0
P00015,Philips Vacuum,Home & Garden,Philips,43.09,1.7,43,-1.721631199624863,3
P00016,Pearson Data Science Handbook,Books,Pearson,84.91,1.0,62,-1.4094166244386288,0
P00017,Uniqlo Hoodie,Clothing,Uniqlo,322.21,1.2,94,0.3621883179739338,1
P00018,HarperCollins SQL Fundamentals,Books,HarperCollins,12.43,2.1,7,-1.9505288293525038,0
P00019,Samsung Headphones,Electronics,Samsung,264.58,1.4,90,-0.06805859661197426,2
P00020,Nike T-Shirt,Clothing,Nike,180.82,2.5,94,-0.693383628118406,1
P00021,Apple Headphones,Electronics,Apple,240.8,2.3,1,-0.2455923746590484,2
P00022,HarperCollins Data Science Handbook,Books,HarperCollins,425.76,1.7,28,1.135259079823158,0
P00023,Ikea Coffee Maker,Home & Garden,Ikea,332.09,3.8,69,0.43594919800358456,3
P00024,Pearson SQL Fundamentals,Books,Pearson,442.0,4.4,14,1.2565016599528673,0
P00025,Sony Tablet,Electronics,Sony,256.57,3.2,52,-0.1278586623040291,2
P00026,Adidas Sneakers,Clothing,Adidas,249.43,3.6,59,-0.18116358977484948,1
P00027,OReilly Machine Learning Book,Books,OReilly,398.86,1.7,49,0.9344323922930362,0
P00028,Whirlpool Coffee Maker,Home & Garden,Whirlpool,345.15,2.3,38,0.5334509280832646,3
P00029,Dell Headphones,Electronics,Dell,360.24,2.7,3,0.6461079806791585,2
P00030,Ikea Vacuum,Home & Garden,Ikea,341.04,2.7,3,0.5027669992450196,3
P00031,Apple Tablet,Electronics,Apple,483.7,3.4,52,1.567820354005138,2
P00032,Nike Sneakers,Clothing,Nike,245.44,1.6,50,-0.21095163747913157,1
P00033,Uniqlo T-Shirt,Clothing,Uniqlo,136.93,4.2,26,-1.0210521528655083,1
P00034,HarperCollins Python Guide,Books,HarperCollins,192.22,4.9,97,-0.6082749203918859,0
P00035,Whirlpool Air Purifier,Home & Garden,Whirlpool,377.16,3.1,82,0.7724272205679937,3
P00036,Apple Smartphone,Electronics,Apple,194.79,2.0,83,-0.5890881327728371,2
P00037,OReilly Data Science Handbook,Books,OReilly,157.32,1.4,39,-0.8688270168528992,0
P00038,HarperCollins Python Guide,Books,HarperCollins,418.06,1.8,95,1.0777733737271753,0
P00039,OReilly Python Guide,Books,OReilly,440.78,1.2,94,1.2473935350909062,0
P00040,Uniqlo Sneakers,Clothing,Uniqlo,268.38,4.7,99,-0.03968902736980082,1
