order_id,user_id,order_date,order_status,total_amount
O00000001,U01098,2025-02-18T17:46:13,pending,104.05
O00000002,U01039,2026-04-08T08:40:33,pending,2488.39
O00000003,U01034,2025-02-12T06:59:28,pending,2789.85
O00000004,U01041,2026-02-02T00:44:07,pending,1561.59
O00000005,U01031,2026-01-14T21:56:22,pending,1721.33
O00000006,U01000,2025-06-20T17:54:51,pending,519.1
O00000007,U01058,2026-02-07T00:58:05,pending,1711.93
O00000008,U01063,2025-02-07T20:32:08,pending,593.95
O00000009,U01032,2025-02-14T22:51:18,pending,659.44
O00000010,U01054,2026-01-21T14:12:02,completed,2926.84
O00000011,U01050,2025-04-21T18:44:02,completed,2696.75
O00000012,U01089,2025-01-12T20:55:17,pending,1099.9
O00000013,U01067,2026-03-24T02:41:43,completed,2272.76
O00000014,U01050,2025-12-16T08:19:56,completed,148.56
O00000015,U01060,2025-11-09T20:55:16,pending,1756.05
O00000016,U01054,2025-08-25T09:41:24,pending,2400.15
O00000017,U01097,2025-12-15T04:33:21,pending,370.69
O00000018,U01024,2025-01-14T01:45:52,pending,837.26
O00000019,U01001,2025-09-04T16:10:04,completed,1423.31
O00000020,U01044,2025-01-12T01:12:35,completed,1001.89
O00000021,U01039,2026-02-07T16:55:29,pending,2370.94
O00000022,U01020,2025-02-06T22:22:36,pending,227.42
O00000023,U01060,2025-10-01T21:07:28,pending,1183.24
O00000024,U01082,2026-02-04T01:23:48,pending,1227.68
O00000025,U01030,2025-06-06T16:55:20,pending,64.46
O00000026,U01024,2026-04-16T18:57:30,pending,2285.0
O00000027,U01037,2025-12-25T02:31:06,completed,1160.39
O00000028,U01055,2025-11-23T13:54:57,completed,2173.47
O00000029,U01048,2025-06-23T00:48:12,completed,1490.72
O00000030,U01009,2025-10-17T17:46:49,completed,2304.85
O00000031,U01037,2025-02-17T02:26:00,completed,2888.24
O00000032,U01082,2025-10-16T15:29:22,completed,465.9
O00000033,U01019,2026-04-05T06:10:13,completed,1530.69
O00000034,U01066,2025-02-26T15:26:18,pending,266.16
O00000035,U01066,2025-01-22T10:01:42,pending,2419.18
O00000036,U01043,2026-04-01T15:04:57,completed,79.06
O00000037,U01000,2025-10-06T16:07:37,completed,2825.44
O00000038,U01066,2025-11-27T18:44:02,completed,2863.43
O00000039,U01069,2025-08-29T21:03:49,completed,2300.54
O00000040,U01087,2025-11-05T13:58:10,completed,1402.9
O00000041,U01016,2025-07-18T10:52:01,pending,172.28
O00000042,U01072,2025-07-16T11:44:58,pending,491.49
O00000043,U01040,2025-12-18T18:16:13,pending,1662.77
O00000044,U01077,2025-10-23T09:24:09,pending,583.59
O00000045,U01090,2026-04-21T09:42:19,completed,248.44
O00000046,U01077,2025-11-15T21:38:59,pending,680.65
O00000047,U01047,2025-05-06T12:19:00,pending,2672.94
O00000048,U01035,2025-11-04T14:46:47,pending,133.66
O00000049,U01083,2025-06-17T08:15:11,pending,773.26
O00000050,U01070,2025-04-19T11:01:02,completed,69.27
O00000051,U01066,2025-05-06T05:07:33,completed,838.81
O00000052,U01050,2025-10-07T15:22:31,completed,2901.01
O00000053,U01092,2026-04-10T04:14:05,completed,47.54
O00000054,U01075,2025-01-08T13:16:11,pending,1014.87
O00000055,U01061,2025-12-19T20:49:01,pending,506.02
