product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Samsung Laptop,Electronics,Samsung,162.13,2.1,40
P00002,Sony Headphones,Electronics,Sony,0.0,2.2,40
P00003,Philips Vacuum,Home & Garden,Philips,329.29,1.2,100
P00004,Pearson SQL Fundamentals,Books,Pearson,385.36,4.3,82
P00005,Sony Tablet,Electronics,Sony,37.54,2.6,45
P00006,HP Monitor,Electronics,HP,445.39,1.0,2
P00007,Pearson SQL Fundamentals,Books,Pearson,0.0,3.3,49
P00008,KitchenAid Lamp,Home & Garden,KitchenAid,41.86,1.3,22
P00009,Philips Air Purifier,Home & Garden,Philips,440.26,1.8,83
P00010,Adidas Hoodie,Clothing,Adidas,271.95,4.6,87
P00011,Dyson Desk,Home & Garden,Dyson,291.51,3.3,9
P00012,Penguin Data Science Handbook,Books,Penguin,0.0,2.9,52
P00013,Penguin Machine Learning Book,Books,Penguin,0.0,2.2,50
P00014,Penguin Data Science Handbook,Unknown,Penguin,458.42,1.2,44
P00015,Pearson Machine Learning Book,Books,Pearson,451.65,4.4,31
P00016,HarperCollins SQL Fundamentals,Books,HarperCollins,0.0,1.3,87
P00017,HP Laptop,Electronics,HP,26.43,2.9,96
P00018,KitchenAid Lamp,Home & Garden,KitchenAid,186.55,1.3,5
P00019,Levis Jacket,Clothing,Levis,194.7,2.0,43
P00020,Dyson Vacuum,Home & Garden,Dyson,218.17,2.6,42
P00021,Adidas T-Shirt,Clothing,Adidas,204.41,3.2,10
P00022,Penguin SQL Fundamentals,Books,Penguin,162.76,4.9,30
P00023,HP Smartphone,Electronics,HP,138.06,3.6,92
P00024,Apple Tablet,Electronics,Apple,292.1,3.9,28
P00025,OReilly Data Science Handbook,Unknown,OReilly,317.92,2.3,81
P00026,Whirlpool Lamp,Home & Garden,Whirlpool,460.75,4.0,97
P00027,KitchenAid Air Purifier,Home & Garden,KitchenAid,364.11,3.3,88
P00028,Nike Jeans,Clothing,Nike,114.49,1.4,78
P00029,Dell Laptop,Electronics,Dell,466.94,5.0,36
P00030,Uniqlo Sneakers,Clothing,Uniqlo,122.8,3.5,77
P00031,Sony Monitor,Electronics,Sony,10.59,2.3,29
P00032,Pearson SQL Fundamentals,Books,Pearson,288.26,2.6,50
P00033,Nike Sneakers,Clothing,Nike,287.55,3.4,29
P00034,HarperCollins Python Guide,Books,HarperCollins,319.44,1.0,64
P00035,Sony Laptop,Electronics,Sony,0.0,3.6,55
P00036,KitchenAid Coffee Maker,Unknown,KitchenAid,231.56,1.7,71
P00037,Pearson SQL Fundamentals,Unknown,Pearson,135.58,4.5,52
P00038,Philips Air Purifier,Home & Garden,Philips,27.23,3.9,90
P00039,OReilly Python Guide,Books,OReilly,333.91,3.9,37
P00040,OReilly Data Science Handbook,Books,OReilly,463.62,1.5,18
P00041,KitchenAid Coffee Maker,Home & Garden,KitchenAid,433.76,2.1,27
P00042,Levis Jacket,Clothing,Levis,481.74,1.9,60
P00043,HarperCollins Data Science Handbook,Books,HarperCollins,308.57,4.5,4
P00044,HarperCollins SQL Fundamentals,Books,HarperCollins,283.83,4.2,46
P00045,Uniqlo T-Shirt,Clothing,Uniqlo,396.23,4.1,29
P00046,Dyson Air Purifier,Home & Garden,Dyson,90.97,5.0,100
P00047,Penguin Machine Learning Book,Books,Penguin,0.0,1.6,22
P00048,Samsung Smartphone,Electronics,Samsung,329.08,4.8,64
P00049,OReilly Data Science Handbook,Unknown,OReilly,341.87,1.6,79
P00050,Pearson Python Guide,Books,Pearson,224.48,2.3,90
P00051,KitchenAid Lamp,Unknown,KitchenAid,348.47,2.4,75
P00052,Penguin SQL Fundamentals,Unknown,Penguin,77.37,3.4,2
P00053,Pearson Data Science Handbook,Books,Pearson,479.93,4.6,62
P00054,Whirlpool Lamp,Home & Garden,Whirlpool,15.12,1.4,10
P00055,Samsung Tablet,Unknown,Samsung,350.98,2.0,86
P00056,Apple Laptop,Electronics,Apple,176.62,3.3,95
P00057,Levis Jacket,Clothing,Levis,142.85,4.8,74
P00058,KitchenAid Coffee Maker,Home & Garden,KitchenAid,353.88,4.8,79
P00059,Dell Tablet,Unknown,Dell,188.88,1.6,17
P00060,Levis Hoodie,Clothing,Levis,274.81,1.4,56
P00061,Dell Smartphone,Electronics,Dell,281.56,4.0,13
P00062,Penguin Machine Learning Book,Books,Penguin,212.59,2.4,69
P00063,HP Laptop,Electronics,HP,440.65,2.9,38
P00064,Philips Air Purifier,Home & Garden,Philips,157.95,1.4,82
P00065,Whirlpool Air Purifier,Home & Garden,Whirlpool,118.95,2.3,21
P00066,Sony Monitor,Electronics,Sony,315.21,2.2,14
P00067,Penguin Machine Learning Book,Books,Penguin,404.98,2.4,54
P00068,Nike Sneakers,Clothing,Nike,201.72,3.8,33
P00069,Dell Tablet,Electronics,Dell,371.31,3.3,30
P00070,Whirlpool Desk,Home & Garden,Whirlpool,206.68,4.1,35
P00071,Samsung Laptop,Electronics,Samsung,143.18,3.1,57
P00072,OReilly Python Guide,Books,OReilly,0.0,2.7,76
P00073,Pearson Machine Learning Book,Books,Pearson,204.99,3.7,35
P00074,Apple Smartphone,Unknown,Apple,363.62,4.5,32
P00075,Philips Vacuum,Home & Garden,Philips,179.56,1.8,13
P00076,Levis Hoodie,Clothing,Levis,11.1,4.2,56
P00077,Samsung Headphones,Electronics,Samsung,132.88,1.2,79
P00078,KitchenAid Vacuum,Home & Garden,KitchenAid,135.77,4.4,53
P00079,Samsung Tablet,Electronics,Samsung,40.41,3.1,41
P00080,Dyson Desk,Home & Garden,Dyson,408.09,3.3,92
P00081,Dell Headphones,Unknown,Dell,297.27,1.5,21
P00082,Pearson Data Science Handbook,Books,Pearson,368.78,2.5,0
P00083,Samsung Smartphone,Electronics,Samsung,381.98,4.2,48
P00084,Whirlpool Coffee Maker,Home & Garden,Whirlpool,267.93,2.2,45
P00085,Samsung Headphones,Electronics,Samsung,276.73,2.0,29
P00086,Sony Monitor,Electronics,Sony,405.01,3.5,6
P00087,Pearson SQL Fundamentals,Books,Pearson,134.57,1.4,69
P00088,Samsung Monitor,Electronics,Samsung,74.49,4.4,23
P00089,Philips Vacuum,Home & Garden,Philips,32.99,3.8,75
P00090,Penguin Python Guide,Books,Penguin,376.53,2.0,38
P00091,Sony Smartphone,Electronics,Sony,135.34,4.2,25
P00092,Philips Desk,Home & Garden,Philips,412.16,1.7,51
P00093,Sony Laptop,Electronics,Sony,92.04,4.1,83
P00094,Nike T-Shirt,Clothing,Nike,254.05,1.7,73
P00095,Dyson Lamp,Home & Garden,Dyson,0.0,3.8,98
P00096,OReilly Data Science Handbook,Books,OReilly,300.96,2.9,20
P00097,Puma Jeans,Clothing,Puma,0.0,1.2,31
P00098,Puma Jacket,Clothing,Puma,26.35,4.2,10
P00099,Dyson Vacuum,Home & Garden,Dyson,483.23,4.4,60
P00100,KitchenAid Coffee Maker,Home & Garden,KitchenAid,145.96,2.6,79
P00101,Sony Laptop,Electronics,Sony,384.29,4.9,98
P00102,Pearson Data Science Handbook,Books,Pearson,289.1,4.8,59
P00103,HP Laptop,Electronics,HP,289.95,1.3,77
P00104,OReilly Data Science Handbook,Books,OReilly,30.77,4.4,82
P00105,Nike Hoodie,Unknown,Nike,344.07,1.9,35
P00106,HP Smartphone,Electronics,HP,52.88,4.5,44
P00107,HarperCollins SQL Fundamentals,Books,HarperCollins,416.29,3.6,96
P00108,Penguin Python Guide,Books,Penguin,124.1,3.4,92
P00109,Nike Jacket,Clothing,Nike,14.92,3.6,91
P00110,HarperCollins SQL Fundamentals,Books,HarperCollins,83.56,2.7,50
P00111,HP Smartphone,Electronics,HP,129.48,2.0,31
P00112,Puma Jeans,Clothing,Puma,20.07,1.7,95
P00113,Dell Headphones,Electronics,Dell,0.0,3.8,99
P00114,Uniqlo Hoodie,Clothing,Uniqlo,424.14,5.0,21
P00115,Levis Jacket,Unknown,Levis,326.24,2.0,95
P00116,Penguin Machine Learning Book,Books,Penguin,140.97,3.3,26
P00117,Penguin Python Guide,Books,Penguin,272.12,2.5,89
P00118,Penguin Data Science Handbook,Books,Penguin,376.13,2.4,57
P00119,Levis Sneakers,Unknown,Levis,310.33,3.7,96
P00120,HP Monitor,Electronics,HP,257.1,1.0,60
P00121,OReilly Data Science Handbook,Books,OReilly,87.47,4.2,83
P00122,Ikea Air Purifier,Home & Garden,Ikea,330.83,4.4,10
P00123,Penguin Data Science Handbook,Books,Penguin,395.69,2.0,92
P00124,Ikea Air Purifier,Home & Garden,Ikea,195.62,2.3,15
P00125,Ikea Air Purifier,Home & Garden,Ikea,149.2,3.9,9
P00126,OReilly Data Science Handbook,Books,OReilly,341.11,3.8,40
P00127,HarperCollins Data Science Handbook,Books,HarperCollins,222.07,2.0,5
P00128,HP Headphones,Electronics,HP,245.76,4.6,1
P00129,Philips Air Purifier,Home & Garden,Philips,398.37,1.1,100
P00130,OReilly Data Science Handbook,Books,OReilly,0.0,3.5,80
P00131,Nike Sneakers,Unknown,Nike,396.49,1.1,26
P00132,HarperCollins SQL Fundamentals,Books,HarperCollins,0.0,3.4,12
P00133,Philips Vacuum,Home & Garden,Philips,357.34,3.4,68
P00134,Apple Smartphone,Electronics,Apple,0.0,4.9,56
P00135,KitchenAid Lamp,Home & Garden,KitchenAid,465.2,4.0,66
P00136,Penguin Machine Learning Book,Books,Penguin,324.56,4.0,47
P00137,Ikea Lamp,Home & Garden,Ikea,65.15,4.3,12
P00138,Uniqlo T-Shirt,Unknown,Uniqlo,0.0,4.4,20
P00139,KitchenAid Vacuum,Home & Garden,KitchenAid,245.21,4.3,82
P00140,Philips Vacuum,Unknown,Philips,152.57,1.3,85
P00141,Sony Laptop,Electronics,Sony,13.36,3.0,46
P00142,Dyson Air Purifier,Home & Garden,Dyson,243.65,2.3,34
P00143,Sony Tablet,Electronics,Sony,348.97,3.6,78
P00144,Philips Coffee Maker,Home & Garden,Philips,256.39,2.7,36
P00145,Uniqlo Hoodie,Clothing,Uniqlo,489.22,1.7,66
P00146,Dyson Desk,Home & Garden,Dyson,461.5,4.8,7
P00147,Sony Headphones,Electronics,Sony,70.05,3.6,86
P00148,Philips Air Purifier,Home & Garden,Philips,276.36,1.3,55
P00149,HP Smartphone,Electronics,HP,127.74,3.7,49
P00150,Puma Jeans,Clothing,Puma,442.25,4.4,49
P00151,Whirlpool Vacuum,Home & Garden,Whirlpool,39.35,4.6,63
P00152,Ikea Vacuum,Unknown,Ikea,156.67,2.9,86
P00153,Apple Monitor,Unknown,Apple,325.13,3.2,66
P00154,Dell Tablet,Electronics,Dell,258.6,2.8,98
P00155,HarperCollins Data Science Handbook,Books,HarperCollins,360.36,3.6,89
P00156,HarperCollins SQL Fundamentals,Books,HarperCollins,197.0,1.3,63
P00157,Pearson SQL Fundamentals,Books,Pearson,176.18,3.4,89
P00158,Penguin Machine Learning Book,Books,Penguin,368.97,4.2,98
P00159,Dell Tablet,Unknown,Dell,0.0,4.0,5
P00160,Samsung Smartphone,Electronics,Samsung,78.55,4.9,74
P00161,Dyson Lamp,Home & Garden,Dyson,0.0,3.5,65
P00162,Puma T-Shirt,Unknown,Puma,153.69,4.4,39
P00163,Ikea Air Purifier,Home & Garden,Ikea,264.37,3.6,26
P00164,Philips Vacuum,Unknown,Philips,458.24,2.0,36
P00165,Uniqlo Jeans,Clothing,Uniqlo,402.78,4.6,87
P00166,Sony Smartphone,Electronics,Sony,111.04,1.8,76
P00167,HarperCollins Data Science Handbook,Unknown,HarperCollins,54.6,2.1,77
P00168,Adidas T-Shirt,Clothing,Adidas,19.78,3.7,4
P00169,HarperCollins SQL Fundamentals,Books,HarperCollins,316.1,3.7,94
P00170,Adidas T-Shirt,Clothing,Adidas,416.96,3.2,79
P00171,Puma Hoodie,Clothing,Puma,311.45,4.6,15
P00172,HP Laptop,Electronics,HP,84.13,3.9,55
P00173,Puma T-Shirt,Clothing,Puma,346.01,4.3,58
P00174,Puma Jeans,Clothing,Puma,294.66,2.5,41
P00175,Dell Smartphone,Electronics,Dell,430.71,4.0,3
P00176,Sony Headphones,Electronics,Sony,136.3,4.6,17
P00177,Whirlpool Lamp,Home & Garden,Whirlpool,142.06,3.4,18
P00178,Puma Jacket,Clothing,Puma,441.36,1.1,53
P00179,Puma Hoodie,Clothing,Puma,13.48,1.7,99
P00180,Pearson SQL Fundamentals,Books,Pearson,315.46,4.3,23
P00181,Samsung Tablet,Electronics,Samsung,488.53,1.5,9
P00182,Penguin Data Science Handbook,Books,Penguin,244.44,1.3,98
P00183,Whirlpool Air Purifier,Home & Garden,Whirlpool,193.58,5.0,80
P00184,Uniqlo Jeans,Clothing,Uniqlo,388.57,1.9,39
P00185,Puma Jacket,Clothing,Puma,0.0,3.4,27
P00186,Uniqlo Hoodie,Clothing,Uniqlo,437.23,1.9,55
P00187,Philips Air Purifier,Home & Garden,Philips,225.03,3.1,51
P00188,Penguin Data Science Handbook,Books,Penguin,13.4,1.5,15
P00189,Samsung Laptop,Electronics,Samsung,194.8,2.7,1
P00190,Philips Vacuum,Home & Garden,Philips,76.67,4.4,91
P00191,Puma Sneakers,Clothing,Puma,96.79,2.3,24
P00192,Dell Laptop,Electronics,Dell,341.91,4.7,79
P00193,OReilly SQL Fundamentals,Unknown,OReilly,0.0,4.5,1
P00194,Whirlpool Vacuum,Home & Garden,Whirlpool,185.79,3.1,66
P00195,OReilly Machine Learning Book,Books,OReilly,307.65,1.3,22
P00196,KitchenAid Coffee Maker,Home & Garden,KitchenAid,446.48,3.8,59
P00197,KitchenAid Lamp,Home & Garden,KitchenAid,117.53,1.9,77
P00198,Samsung Headphones,Electronics,Samsung,134.05,4.5,67
P00199,Dell Headphones,Electronics,Dell,346.27,3.0,56
P00200,Ikea Coffee Maker,Home & Garden,Ikea,84.76,4.8,17
P00201,Sony Tablet,Electronics,Sony,479.04,3.6,69
P00202,Pearson Python Guide,Books,Pearson,37.06,3.8,21
P00203,HarperCollins Python Guide,Books,HarperCollins,376.81,3.5,17
P00204,Philips Lamp,Home & Garden,Philips,197.36,4.1,40
P00205,Adidas Jacket,Clothing,Adidas,23.96,2.6,52
