review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000096,U01036,2,Good product,2025-11-28T12:10:10
R00000002,O00000002,P000060,U01031,3,Good product,2025-01-12T16:18:04
R00000003,O00000003,P000081,U01031,1,Good product,2026-03-24T20:12:19
R00000004,O00000004,P000080,U01023,2,Good product,2025-11-27T06:23:31
R00000005,O00000005,P000053,U01032,1,Good product,2025-05-05T13:37:04
R00000006,O00000006,P000044,U01036,5,Good product,2025-09-15T19:20:47
R00000007,O00000007,P000038,U01040,4,Good product,2026-02-21T01:19:45
R00000008,O00000008,P000052,U01002,1,Good product,2025-06-19T14:45:41
R00000009,O00000009,P000097,U01061,2,Good product,2025-12-09T00:41:20
R00000010,O00000010,P000073,U01084,1,Good product,2025-12-14T01:59:02
R00000011,O00000011,P000057,U01064,4,Good product,2026-03-28T16:32:14
R00000012,O00000012,P000008,U01093,2,Good product,2026-04-25T18:50:07
R00000013,O00000013,P000001,U01081,3,Good product,2025-04-28T11:14:32
R00000014,O00000014,P000014,U01093,5,Good product,2025-12-31T04:12:43
R00000015,O00000015,P000084,U01060,5,Good product,2025-10-30T07:17:00
R00000016,O00000016,P000037,U01031,5,Good product,2025-09-22T04:10:34
R00000017,O00000017,P000074,U01016,5,Good product,2026-02-17T14:17:25
R00000018,O00000018,P000070,U01082,3,Good product,2025-09-19T23:25:11
R00000019,O00000019,P000086,U01062,5,Good product,2025-09-14T05:09:35
R00000020,O00000020,P000061,U01004,4,Good product,2026-03-29T12:20:28
R00000021,O00000021,P000005,U01042,2,Good product,2025-03-26T19:42:27
R00000022,O00000022,P000079,U01001,3,Good product,2025-03-27T14:40:56
R00000023,O00000023,P000099,U01071,2,Good product,2025-11-09T01:56:08
R00000024,O00000024,P000069,U01060,2,Good product,2025-12-14T15:02:57
R00000025,O00000025,P000049,U01053,2,Good product,2025-06-30T23:18:59
R00000026,O00000026,P000073,U01039,4,Good product,2025-07-05T10:08:29
R00000027,O00000027,P000080,U01094,4,Good product,2026-02-27T12:40:11
R00000028,O00000028,P000080,U01047,5,Good product,2025-03-03T06:53:04
R00000029,O00000029,P000024,U01047,2,Good product,2025-12-23T11:08:31
R00000030,O00000030,P000006,U01006,4,Good product,2026-01-27T06:13:25
R00000031,O00000031,P000072,U01026,1,Good product,2025-11-02T19:24:35
R00000032,O00000032,P000023,U01007,2,Good product,2026-04-22T21:23:26
R00000033,O00000033,P000060,U01039,4,Good product,2026-02-07T21:07:29
R00000034,O00000034,P000001,U01025,1,Good product,2026-03-18T23:30:16
R00000035,O00000035,P000002,U01064,2,Good product,2025-04-04T19:11:33
R00000036,O00000036,P000052,U01028,3,Good product,2025-08-07T20:58:08
R00000037,O00000037,P000046,U01029,2,Good product,2026-02-21T22:37:14
R00000038,O00000038,P000083,U01034,3,Good product,2025-02-02T23:38:18
R00000039,O00000039,P000066,U01023,2,Good product,2025-06-08T04:36:55
R00000040,O00000040,P000060,U01058,1,Good product,2025-06-17T15:44:09
R00000041,O00000041,P000069,U01049,5,Good product,2025-12-23T11:31:34
R00000042,O00000042,P000034,U01063,5,Good product,2025-02-07T09:49:15
R00000043,O00000043,P000089,U01080,5,Good product,2025-09-13T06:40:22
R00000044,O00000044,P000007,U01037,5,Good product,2026-03-12T04:34:24
R00000045,O00000045,P000003,U01089,5,Good product,2025-09-22T20:55:01
R00000046,O00000046,P000036,U01075,1,Good product,2025-09-23T19:31:19
R00000047,O00000047,P000033,U01061,5,Good product,2025-01-28T20:59:02
R00000048,O00000048,P000075,U01075,4,Good product,2026-02-10T23:21:48
R00000049,O00000049,P000023,U01064,3,Good product,2025-03-06T09:59:55
R00000050,O00000050,P000056,U01062,4,Good product,2025-12-12T21:28:25
R00000051,O00000051,P000011,U01010,5,Good product,2025-01-31T02:06:14
R00000052,O00000052,P000064,U01092,4,Good product,2025-04-26T03:51:30
R00000053,O00000053,P000009,U01048,3,Good product,2025-10-15T17:30:08
R00000054,O00000054,P000014,U01041,3,Good product,2025-12-30T15:01:43
R00000055,O00000055,P000096,U01085,3,Good product,2025-09-19T17:17:28
R00000056,O00000056,P000004,U01080,1,Good product,2026-03-02T13:42:54
R00000057,O00000057,P000074,U01014,5,Good product,2026-03-12T23:45:25
R00000058,O00000058,P000048,U01039,3,Good product,2025-03-30T12:19:33
R00000059,O00000059,P000036,U01049,1,Good product,2026-02-17T12:09:09
