product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,HP Headphones,Electronics,HP,122.92,1.5,21,-0.9782576762015519,2
P00002,Whirlpool Desk,Home & Garden,Whirlpool,297.24,4.7,15,0.22259776131529244,3
P00003,Dell Headphones,Electronics,Dell,73.26,4.0,8,-1.320355433355559,2
P00004,Pearson SQL Fundamentals,Books,Pearson,375.01,3.5,28,0.758339657687969,0
P00005,Dyson Desk,Home & Garden,Dyson,305.79,4.4,94,0.28149699256109917,3
P00006,Samsung Tablet,Electronics,Samsung,256.87,4.7,54,-0.05550305335058074,2
P00007,OReilly SQL Fundamentals,Books,OReilly,430.81,3.1,42,1.142734640555339,0
P00008,Penguin Python Guide,Books,Penguin,331.26,2.2,83,0.45695470248281783,0
P00009,Dell Laptop,Electronics,Dell,108.67,2.1,86,-1.0764230616112296,2
P00010,KitchenAid Lamp,Home & Garden,KitchenAid,341.51,1.6,67,0.5275648919880246,3
P00011,Puma T-Shirt,Clothing,Puma,394.07,4.1,47,0.8896401661727731,1
P00012,Penguin Python Guide,Books,Penguin,427.03,3.2,72,1.1166949804256137,0
P00013,Nike Hoodie,Clothing,Nike,120.15,4.9,32,-0.9973396493653981,1
P00014,Levis Sneakers,Clothing,Levis,139.68,1.1,19,-0.8628014053618186,1
P00015,Puma Sneakers,Clothing,Puma,42.95,4.8,61,-1.5291549303216876,1
P00016,Whirlpool Lamp,Home & Garden,Whirlpool,420.24,3.2,19,1.0699200353777745,3
P00017,Whirlpool Air Purifier,Home & Garden,Whirlpool,154.43,2.8,42,-0.761191620464082,3
P00018,Philips Desk,Home & Garden,Philips,429.42,4.4,60,1.1331592099785353,3
P00019,Nike Sneakers,Clothing,Nike,240.96,3.2,85,-0.16510384506061396,1
P00020,Puma T-Shirt,Clothing,Puma,314.32,3.5,32,0.3402584478273833,1
P00021,Penguin SQL Fundamentals,Books,Penguin,169.67,2.4,41,-0.6562063240680477,0
P00022,Samsung Tablet,Electronics,Samsung,201.61,2.9,79,-0.43617808477084696,2
P00023,Pearson Python Guide,Books,Pearson,194.47,1.7,43,-0.4853641094603277,0
P00024,Adidas Sneakers,Clothing,Adidas,483.61,4.5,61,1.5064632264943556,1
P00025,Philips Lamp,Home & Garden,Philips,201.62,3.1,42,-0.43610919678108584,3
P00026,HarperCollins Machine Learning Book,Books,HarperCollins,494.96,3.0,82,1.5846510948732917,0
P00027,Levis Sneakers,Clothing,Levis,342.59,1.5,11,0.5350047948822317,1
P00028,KitchenAid Lamp,Home & Garden,KitchenAid,14.03,1.5,90,-1.7283789967110126,3
P00029,Dyson Air Purifier,Home & Garden,Dyson,146.66,4.9,97,-0.8147175885085168,3
P00030,Whirlpool Air Purifier,Home & Garden,Whirlpool,348.75,2.5,4,0.5774397965751171,3
P00031,Philips Vacuum,Home & Garden,Philips,403.18,4.1,21,0.9523971248452058,3
P00032,Philips Air Purifier,Home & Garden,Philips,249.21,1.5,42,-0.1082712535076426,3
P00033,Adidas Sneakers,Clothing,Adidas,224.76,2.6,88,-0.2767023884737215,1
P00034,Puma Jeans,Clothing,Puma,363.66,1.8,64,0.6801517893090328,1
P00035,Puma T-Shirt,Clothing,Puma,17.92,4.2,60,-1.7015815686939144,1
P00036,Nike Jacket,Clothing,Nike,216.25,1.6,53,-0.33532606776048335,1
P00037,Whirlpool Vacuum,Home & Garden,Whirlpool,408.29,2.3,48,0.9875988876131675,3
P00038,Apple Laptop,Electronics,Apple,203.44,2.7,5,-0.4235715826445516,2
P00039,Philips Vacuum,Home & Garden,Philips,168.65,3.6,80,-0.6632328990236878,3
P00040,Penguin Python Guide,Books,Penguin,472.64,1.4,71,1.4308931017263438,0
P00041,KitchenAid Lamp,Home & Garden,KitchenAid,334.73,2.1,43,0.4808588349299465,3
P00042,Dyson Air Purifier,Home & Garden,Dyson,134.39,4.5,11,-0.8992431519454815,3
P00043,KitchenAid Air Purifier,Home & Garden,KitchenAid,233.1,1.1,36,-0.21924980501289948,3
P00044,Puma Hoodie,Clothing,Puma,242.7,4.6,67,-0.15311733484216922,1
P00045,HP Tablet,Electronics,HP,358.33,2.3,30,0.643434490766325,2
P00046,Adidas Sneakers,Clothing,Adidas,252.46,1.9,55,-0.08588265683525995,1
P00047,Whirlpool Coffee Maker,Home & Garden,Whirlpool,56.34,4.9,55,-1.4369139120314711,3
P00048,Ikea Coffee Maker,Home & Garden,Ikea,293.65,1.6,13,0.19786697299102954,3
P00049,HP Tablet,Electronics,HP,106.1,3.0,21,-1.0941272749798523,2
P00050,Sony Laptop,Electronics,Sony,19.11,3.7,52,-1.6933838979123343,2
P00051,Samsung Laptop,Electronics,Samsung,166.87,3.8,43,-0.6754949612011772,2
P00052,Penguin SQL Fundamentals,Books,Penguin,381.2,2.7,7,0.8009813233501377,0
P00053,Dell Tablet,Electronics,Dell,234.3,4.7,92,-0.21098324624155806,2
P00054,Ikea Air Purifier,Home & Garden,Ikea,276.18,4.4,97,0.07751965487825282,3
P00055,Penguin Data Science Handbook,Books,Penguin,20.69,2.2,54,-1.6824995955300686,0
P00056,KitchenAid Coffee Maker,Home & Garden,KitchenAid,320.03,3.9,63,0.37959348998101544,3
P00057,Whirlpool Vacuum,Home & Garden,Whirlpool,113.64,1.7,13,-1.0421857306999247,3
P00058,Ikea Vacuum,Home & Garden,Ikea,325.31,2.4,53,0.4159663485749173,3
P00059,Whirlpool Desk,Home & Garden,Whirlpool,417.54,3.4,95,1.0513202781422566,3
P00060,Dyson Air Purifier,Home & Garden,Dyson,486.2,1.1,47,1.5243052158425003,3
P00061,Levis Jacket,Clothing,Levis,475.94,1.4,13,1.4536261383475324,1
P00062,Penguin SQL Fundamentals,Books,Penguin,224.32,4.3,89,-0.27973346002321325,0
P00063,Penguin Machine Learning Book,Books,Penguin,168.48,4.3,60,-0.6644039948496279,0
P00064,Nike Hoodie,Clothing,Nike,412.28,3.8,98,1.015085195527877,1
P00065,Penguin Python Guide,Books,Penguin,494.3,1.4,60,1.5801044875490542,0
P00066,HarperCollins Python Guide,Books,HarperCollins,483.45,4.2,44,1.5053610186581765,0
P00067,Sony Tablet,Electronics,Sony,121.35,2.2,75,-0.9890730905940569,2
P00068,Nike Jacket,Clothing,Nike,290.39,3.4,83,0.17540948832888575,1
P00069,Whirlpool Vacuum,Home & Garden,Whirlpool,443.29,1.9,91,1.2287068517772883,3
P00070,Pearson Data Science Handbook,Books,Pearson,264.02,2.9,15,-0.006248140671339059,0
P00071,Apple Smartphone,Electronics,Apple,158.52,1.1,5,-0.7330164326517604,2
P00072,Sony Tablet,Electronics,Sony,483.85,4.2,47,1.508116538248624,2
P00073,Dell Headphones,Electronics,Dell,123.65,1.9,12,-0.973228852948986,2
P00074,Apple Laptop,Electronics,Apple,148.94,2.8,20,-0.7990111268429684,2
P00075,Samsung Headphones,Electronics,Samsung,56.05,1.2,28,-1.4389116637345452,2
P00076,Philips Lamp,Home & Garden,Philips,329.57,1.9,18,0.44531263221317885,3
P00077,Samsung Monitor,Electronics,Samsung,53.92,4.0,79,-1.453584805553676,2
P00078,Puma Hoodie,Clothing,Puma,258.24,4.0,96,-0.0460653987532994,1
P00079,Penguin Python Guide,Books,Penguin,454.03,3.2,28,1.3026925527807927,0
P00080,OReilly Machine Learning Book,Books,OReilly,374.06,1.1,11,0.7517952986606571,0
P00081,Nike Jacket,Clothing,Nike,50.34,3.4,29,-1.4782467058881774,1
P00082,Nike Hoodie,Clothing,Nike,386.52,2.3,11,0.837629733903084,1
P00083,Whirlpool Lamp,Home & Garden,Whirlpool,99.34,1.1,14,-1.1406955560584082,3
P00084,HarperCollins SQL Fundamentals,Books,HarperCollins,478.08,1.7,39,1.4683681681564242,0
P00085,Philips Lamp,Home & Garden,Philips,46.57,4.4,98,-1.5042174780281414,3
P00086,KitchenAid Lamp,Home & Garden,KitchenAid,83.72,2.2,44,-1.2482985960653674,3
P00087,Apple Laptop,Electronics,Apple,453.22,1.6,48,1.2971126256101375,2
P00088,Apple Laptop,Electronics,Apple,106.28,2.0,5,-1.0928872911641512,2
P00089,Penguin SQL Fundamentals,Books,Penguin,489.13,2.1,60,1.5444893968425253,0
P00090,HarperCollins Machine Learning Book,Books,HarperCollins,19.55,4.9,35,-1.6903528263628427,0
P00091,Penguin SQL Fundamentals,Books,Penguin,357.77,2.6,85,0.639576763339699,0
P00092,Dell Smartphone,Electronics,Dell,458.55,3.5,37,1.333829924152845,2
P00093,Penguin Data Science Handbook,Books,Penguin,18.95,2.8,22,-1.6944861057485134,0
P00094,HP Headphones,Electronics,HP,291.83,4.3,55,0.18532935885449528,2
P00095,Sony Monitor,Electronics,Sony,337.13,4.5,61,0.49739195247262896,2
