order_id,user_id,order_date,order_status,total_amount
O00000001,U01055,2025-07-18T13:45:52,pending,2960.7
O00000002,U01090,2025-12-08T00:39:14,completed,468.85
O00000003,U01017,2025-01-03T10:29:49,completed,2646.77
O00000004,U01041,2025-02-19T04:54:23,completed,786.33
O00000005,U01077,2026-01-30T14:58:36,completed,2146.28
O00000006,U01096,2025-08-10T07:16:02,pending,1986.1
O00000007,U01074,2026-01-08T16:30:18,pending,2406.71
O00000008,U01053,2025-07-09T07:34:47,pending,2432.25
O00000009,U01049,2025-05-20T18:35:02,completed,550.14
O00000010,U01043,2025-07-22T01:22:47,pending,2323.74
O00000011,U01063,2026-01-29T04:25:28,pending,2782.7
O00000012,U01044,2026-04-18T02:34:37,completed,1805.36
O00000013,U01028,2025-03-23T20:36:24,pending,1845.33
O00000014,U01000,2025-08-20T01:27:31,pending,2453.48
O00000015,U01075,2025-04-23T17:16:17,pending,1031.49
O00000016,U01078,2025-11-25T15:42:36,pending,1446.37
O00000017,U01061,2025-10-20T20:49:16,completed,1856.27
O00000018,U01082,2025-05-30T12:50:51,pending,1577.12
O00000019,U01038,2025-08-08T23:56:43,completed,1609.31
O00000020,U01061,2025-05-24T17:49:37,pending,2090.95
