review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P000059,U01007,1,"Terrible quality, returned immediately.",2025-12-22T00:43:46
R00000005,O00000005,P000069,U01029,4,"Value for money, satisfied with purchase.",2026-01-22T17:42:57
R00000006,O00000006,P000086,U01037,2,"Not as expected, quality is poor.",2025-06-18T14:23:11
R00000007,O00000007,P000016,U01012,5,Exceeded my expectations!,2026-01-10T10:20:32
R00000009,O00000009,P000097,U01074,5,Exceeded my expectations!,2025-04-02T01:43:18
R00000013,O00000013,P000067,U01040,4,Good product will buy again,2025-07-02T11:40:53
R00000014,O00000014,P000090,U01079,2,"Not as expected, quality is poor.",2025-08-31T20:27:10
R00000015,O00000015,P000083,U01009,1,"Terrible quality, returned immediately.",2025-12-18T03:04:52
R00000017,O00000017,P000063,U01097,5,Highly recommend this brand,2026-01-20T12:23:20
R00000019,O00000019,P000013,U01044,5,Exceeded my expectations!,2026-03-05T04:24:44
R00000022,O00000022,P000098,U01019,5,Fast shipping and good packaging,2026-04-14T21:03:51
R00000023,O00000023,P000083,U01001,5,Fast shipping and good packaging,2025-03-09T23:32:29
R00000024,O00000024,P000088,U01029,2,"Not as expected, quality is poor.",2025-07-16T22:26:03
R00000025,O00000025,P000004,U01027,1,"Terrible quality, returned immediately.",2025-01-30T16:47:00
R00000026,O00000026,P000066,U01010,2,Color was different from images.,2025-09-08T09:48:48
R00000030,O00000030,P000049,U01076,3,Decent product but overpriced.,2025-01-25T21:19:44
R00000034,O00000034,P000022,U01044,5,Exceeded my expectations!,2025-10-06T13:23:32
R00000036,O00000036,P000018,U01053,1,"Terrible quality, returned immediately.",2025-04-05T01:48:32
R00000037,O00000037,P000047,U01099,5,Fast shipping and good packaging,2025-07-03T01:49:21
R00000039,O00000039,P000071,U01044,4,"Value for money, satisfied with purchase.",2025-05-16T07:30:40
R00000040,O00000040,P000038,U01006,1,Not good wont buy at all,2026-01-23T01:57:30
R00000042,O00000042,P000071,U01082,3,Decent product but overpriced.,2025-05-08T12:43:42
R00000043,O00000043,P000034,U01069,5,Exceeded my expectations!,2025-01-13T11:01:36
R00000044,O00000044,P000075,U01038,5,Exceeded my expectations!,2025-06-02T14:56:23
R00000045,O00000045,P000011,U01070,5,Highly recommend this brand,2025-01-02T15:35:32
R00000047,O00000047,P000038,U01066,4,"Value for money, satisfied with purchase.",2025-06-19T04:19:56
R00000050,O00000050,P000054,U01036,5,Highly recommend this brand,2025-11-16T21:33:10
R00000052,O00000052,P000005,U01051,4,"Value for money, satisfied with purchase.",2025-09-15T07:09:36
R00000054,O00000054,P000071,U01044,5,Exceeded my expectations!,2026-02-25T23:49:03
R00000061,O00000061,P000014,U01032,4,Good product will buy again,2025-11-30T05:52:32
R00000062,O00000062,P000064,U01058,1,Not good wont buy at all,2026-04-05T21:50:14
R00000067,O00000067,P000017,U01030,5,Exceeded my expectations!,2025-01-15T23:27:37
R00000072,O00000072,P000039,U01031,5,Highly recommend this brand,2025-02-11T09:24:51
R00000073,O00000073,P000036,U01009,1,"Terrible quality, returned immediately.",2025-05-08T01:06:32
R00000074,O00000074,P000044,U01080,4,Good product will buy again,2025-05-31T15:00:19
R00000078,O00000078,P000086,U01012,4,Good product will buy again,2025-03-17T06:13:52
R00000079,O00000079,P000041,U01062,2,"Not as expected, quality is poor.",2025-11-29T01:36:30
R00000081,O00000081,P000082,U01054,2,"Not as expected, quality is poor.",2026-04-07T10:36:40
R00000084,O00000084,P000058,U01060,3,Decent product but overpriced.,2025-07-30T02:14:01
R00000085,O00000085,P000055,U01076,2,Color was different from images.,2026-04-18T09:47:23
R00000086,O00000086,P000023,U01076,3,Decent product but overpriced.,2025-08-14T23:52:18
R00000088,O00000088,P000004,U01060,3,Decent product but overpriced.,2026-01-20T17:45:23
R00000089,O00000089,P000056,U01033,2,"Not as expected, quality is poor.",2026-04-30T00:52:47
R00000090,O00000090,P000041,U01041,5,Fast shipping and good packaging,2025-11-10T22:19:14
R00000091,O00000091,P000066,U01019,1,Not good wont buy at all,2025-07-18T10:08:50
R00000092,O00000092,P000080,U01052,5,Exceeded my expectations!,2025-10-03T19:39:43
R00000098,O00000098,P000005,U01057,1,Not good wont buy at all,2025-04-17T03:41:50
