product_id,product_name,category,brand,price,rating,stock_quantity
P00001,OReilly SQL Fundamentals,Books,OReilly,185.88,4.1,4
P00002,Sony Laptop,Electronics,Sony,178.39,2.4,73
P00003,Levis T-Shirt,Clothing,Levis,388.89,4.0,64
P00004,HarperCollins Machine Learning Book,Books,HarperCollins,314.4,2.4,21
P00005,Apple Tablet,Electronics,Apple,392.77,2.7,93
P00006,Uniqlo T-Shirt,Clothing,Uniqlo,300.39,4.8,85
P00007,Nike T-Shirt,Clothing,Nike,87.7,3.4,94
P00008,Uniqlo Jeans,Clothing,Uniqlo,37.31,1.0,96
P00009,Puma Sneakers,Clothing,Puma,339.39,3.9,59
P00010,Pearson SQL Fundamentals,Books,Pearson,249.61,3.1,33
P00011,Puma Jacket,Clothing,Puma,182.41,4.0,3
P00012,Levis Jacket,Clothing,Levis,80.51,2.3,71
P00013,Apple Tablet,Electronics,Apple,434.43,2.0,45
P00014,Uniqlo Jeans,Clothing,Uniqlo,251.99,4.9,48
P00015,Dyson Lamp,Home & Garden,Dyson,493.47,1.0,83
P00016,HarperCollins Python Guide,Books,HarperCollins,320.64,3.3,96
P00017,OReilly Machine Learning Book,Books,OReilly,72.67,1.3,79
P00018,Penguin Machine Learning Book,Books,Penguin,65.34,3.4,91
P00019,Samsung Laptop,Electronics,Samsung,202.3,3.7,68
P00020,Philips Coffee Maker,Home & Garden,Philips,189.07,3.5,62
P00021,Levis Jeans,Clothing,Levis,444.95,1.5,91
P00022,Levis Jeans,Clothing,Levis,392.88,4.7,17
P00023,Dell Smartphone,Electronics,Dell,349.65,4.8,89
P00024,Penguin SQL Fundamentals,Books,Penguin,35.94,3.6,19
P00025,HP Smartphone,Electronics,HP,496.47,3.8,57
P00026,HP Monitor,Electronics,HP,22.26,1.7,43
P00027,Sony Tablet,Electronics,Sony,63.12,3.4,73
P00028,Ikea Vacuum,Home & Garden,Ikea,429.72,5.0,88
P00029,KitchenAid Air Purifier,Home & Garden,KitchenAid,493.06,1.5,29
P00030,HarperCollins Python Guide,Books,HarperCollins,125.83,4.5,91
P00031,Puma Jacket,Clothing,Puma,15.34,1.8,67
P00032,Pearson Python Guide,Books,Pearson,238.11,2.2,87
P00033,Sony Headphones,Electronics,Sony,22.96,2.5,49
P00034,Penguin Data Science Handbook,Books,Penguin,108.33,2.6,20
P00035,Penguin Data Science Handbook,Books,Penguin,225.31,2.8,96
P00036,Dyson Desk,Home & Garden,Dyson,432.84,2.9,65
P00037,Levis Jeans,Clothing,Levis,389.9,4.5,3
P00038,HarperCollins SQL Fundamentals,Books,HarperCollins,140.3,3.9,22
P00039,Sony Smartphone,Electronics,Sony,306.9,3.1,63
P00040,Samsung Monitor,Electronics,Samsung,485.9,2.2,22
P00041,Uniqlo T-Shirt,Clothing,Uniqlo,444.13,2.5,50
P00042,Uniqlo Hoodie,Clothing,Uniqlo,105.73,2.4,40
P00043,Nike T-Shirt,Clothing,Nike,252.28,4.1,48
P00044,Philips Air Purifier,Home & Garden,Philips,232.12,2.4,32
P00045,Nike Jeans,Clothing,Nike,474.93,4.7,52
P00046,Pearson Data Science Handbook,Books,Pearson,90.48,4.1,24
P00047,Pearson Data Science Handbook,Books,Pearson,184.92,1.5,53
P00048,Samsung Monitor,Electronics,Samsung,47.07,1.2,81
P00049,Penguin Machine Learning Book,Books,Penguin,134.82,2.1,44
P00050,Philips Vacuum,Home & Garden,Philips,184.72,3.5,17
P00051,Ikea Vacuum,Home & Garden,Ikea,117.11,1.4,82
P00052,Dell Laptop,Electronics,Dell,210.67,1.5,53
P00053,Whirlpool Desk,Home & Garden,Whirlpool,54.12,1.1,29
P00054,Puma Sneakers,Clothing,Puma,212.95,4.6,34
P00055,Nike T-Shirt,Clothing,Nike,96.33,3.4,78
P00056,Ikea Vacuum,Home & Garden,Ikea,42.53,4.0,73
P00057,Samsung Tablet,Electronics,Samsung,279.68,1.4,41
P00058,Levis Jacket,Clothing,Levis,229.53,1.1,83
P00059,Dyson Lamp,Home & Garden,Dyson,311.27,3.4,6
P00060,Puma Sneakers,Clothing,Puma,90.65,2.1,83
P00061,Nike Sneakers,Clothing,Nike,213.7,1.1,67
P00062,OReilly SQL Fundamentals,Books,OReilly,331.34,4.2,15
P00063,Sony Headphones,Electronics,Sony,238.86,4.7,41
P00064,Pearson Machine Learning Book,Books,Pearson,50.13,3.6,53
P00065,OReilly Data Science Handbook,Books,OReilly,485.23,3.2,71
P00066,Adidas Sneakers,Clothing,Adidas,20.17,1.3,69
P00067,Adidas Jeans,Clothing,Adidas,162.99,4.7,13
P00068,Nike Jacket,Clothing,Nike,53.46,2.9,91
P00069,Pearson SQL Fundamentals,Books,Pearson,195.35,3.8,84
P00070,Apple Headphones,Electronics,Apple,478.18,3.3,94
P00071,Nike Jacket,Clothing,Nike,428.99,2.6,63
P00072,Adidas Hoodie,Clothing,Adidas,301.86,4.4,15
P00073,Philips Desk,Home & Garden,Philips,136.62,1.2,15
P00074,Pearson Python Guide,Books,Pearson,308.74,3.3,84
P00075,HarperCollins SQL Fundamentals,Books,HarperCollins,275.13,1.7,12
P00076,Sony Tablet,Electronics,Sony,366.11,3.3,20
P00077,Samsung Smartphone,Electronics,Samsung,424.74,4.6,30
P00078,Dell Tablet,Electronics,Dell,37.39,3.6,11
P00079,Pearson Machine Learning Book,Books,Pearson,227.96,1.1,54
