product_id,product_name,category,brand,price,rating,stock_quantity
P00001,Penguin Data Science Handbook,Books,Penguin,445.62,1.6,25
P00002,Apple Monitor,Electronics,Apple,278.37,2.4,93
P00003,Whirlpool Desk,Home & Garden,Whirlpool,75.42,4.2,47
P00004,Puma T-Shirt,Clothing,Puma,161.14,1.2,30
P00005,Pearson Data Science Handbook,Books,Pearson,381.65,4.2,52
P00006,Ikea Air Purifier,Home & Garden,Ikea,21.72,1.6,26
P00007,Puma Hoodie,Clothing,Puma,170.03,2.8,87
P00008,Philips Coffee Maker,Home & Garden,Philips,117.33,2.2,66
P00009,Sony Smartphone,Electronics,Sony,430.41,2.5,38
P00010,Dyson Coffee Maker,Home & Garden,Dyson,448.61,4.7,70
P00011,Samsung Smartphone,Electronics,Samsung,74.34,4.2,69
P00012,Uniqlo Jeans,Clothing,Uniqlo,45.8,2.1,33
P00013,Dell Monitor,Electronics,Dell,253.34,4.8,10
P00014,OReilly SQL Fundamentals,Books,OReilly,41.73,1.3,34
P00015,Sony Laptop,Electronics,Sony,87.16,3.2,91
P00016,HarperCollins Data Science Handbook,Books,HarperCollins,38.5,1.7,0
P00017,Pearson Machine Learning Book,Books,Pearson,449.34,2.9,36
P00018,Apple Headphones,Electronics,Apple,273.83,2.4,66
P00019,Apple Laptop,Electronics,Apple,392.72,1.5,67
P00020,Dell Smartphone,Electronics,Dell,296.84,4.2,54
P00021,HarperCollins SQL Fundamentals,Books,HarperCollins,192.55,4.2,81
P00022,OReilly Python Guide,Books,OReilly,438.06,1.7,41
P00023,Samsung Laptop,Electronics,Samsung,91.03,4.6,2
P00024,Whirlpool Lamp,Home & Garden,Whirlpool,189.43,1.7,38
P00025,Puma Jeans,Clothing,Puma,149.09,3.7,82
P00026,HP Headphones,Electronics,HP,75.11,3.3,4
P00027,OReilly Python Guide,Books,OReilly,488.21,4.2,48
P00028,OReilly SQL Fundamentals,Books,OReilly,492.44,1.1,86
P00029,Adidas Sneakers,Clothing,Adidas,444.32,3.8,85
P00030,Penguin Data Science Handbook,Books,Penguin,437.46,3.6,23
P00031,Ikea Air Purifier,Home & Garden,Ikea,468.96,3.3,39
P00032,OReilly Python Guide,Books,OReilly,156.95,3.4,46
P00033,Apple Smartphone,Electronics,Apple,91.0,4.6,81
P00034,Pearson SQL Fundamentals,Books,Pearson,353.78,2.8,28
P00035,HarperCollins Data Science Handbook,Books,HarperCollins,82.35,3.3,68
P00036,Uniqlo Jeans,Clothing,Uniqlo,220.81,2.2,98
P00037,Whirlpool Coffee Maker,Home & Garden,Whirlpool,317.77,2.5,17
P00038,Philips Vacuum,Home & Garden,Philips,80.51,2.0,94
P00039,OReilly Machine Learning Book,Books,OReilly,71.49,1.4,94
P00040,Penguin SQL Fundamentals,Books,Penguin,445.74,3.0,39
P00041,Ikea Lamp,Home & Garden,Ikea,140.73,1.5,47
P00042,Penguin SQL Fundamentals,Books,Penguin,464.16,1.9,34
P00043,OReilly SQL Fundamentals,Books,OReilly,299.0,3.9,16
P00044,HP Tablet,Electronics,HP,223.34,4.0,61
P00045,Dell Monitor,Electronics,Dell,412.38,3.9,90
P00046,HarperCollins SQL Fundamentals,Books,HarperCollins,95.94,1.4,100
P00047,Ikea Coffee Maker,Home & Garden,Ikea,190.83,1.1,100
P00048,KitchenAid Desk,Home & Garden,KitchenAid,375.09,2.9,49
P00049,Penguin Machine Learning Book,Books,Penguin,323.89,4.3,81
