order_id,user_id,order_date,order_status,total_amount
O00000001,U01033,2025-09-16T00:59:25,completed,2036.69
O00000002,U01016,2026-04-23T20:37:09,pending,1641.58
O00000003,U01025,2025-11-14T14:58:42,completed,1557.94
O00000004,U01070,2026-04-20T19:01:32,pending,1788.45
O00000005,U01073,2025-10-04T16:30:51,completed,2647.44
O00000006,U01004,2025-08-04T12:45:10,completed,879.69
O00000007,U01001,2025-08-01T01:10:05,completed,612.47
O00000008,U01011,2025-06-15T05:36:36,completed,1870.27
O00000009,U01040,2026-02-19T16:25:05,completed,1122.78
O00000010,U01054,2025-06-27T14:09:10,pending,1892.06
O00000011,U01073,2025-07-16T00:48:45,pending,93.26
O00000012,U01058,2025-01-17T08:12:40,completed,1527.56
O00000013,U01077,2026-03-02T08:53:31,completed,187.32
O00000014,U01069,2025-03-20T00:58:52,completed,129.42
O00000015,U01099,2025-07-31T05:03:57,pending,2511.91
O00000016,U01026,2026-04-26T03:11:00,pending,108.69
O00000017,U01006,2025-04-15T19:04:31,completed,608.26
O00000018,U01037,2025-06-08T12:12:38,completed,2674.35
O00000019,U01042,2026-02-24T18:07:58,completed,2054.61
O00000020,U01089,2025-03-04T12:32:46,pending,56.6
O00000021,U01058,2025-11-26T03:30:02,completed,2775.12
O00000022,U01003,2026-03-09T00:11:28,completed,2971.2
O00000023,U01028,2025-01-26T18:14:35,completed,2448.56
O00000024,U01051,2025-02-03T19:11:40,completed,1128.48
O00000025,U01081,2025-12-15T18:11:19,pending,1044.58
O00000026,U01073,2025-08-14T23:20:05,pending,2454.47
O00000027,U01032,2025-08-12T21:40:01,pending,491.25
O00000028,U01052,2025-08-14T02:29:11,completed,2244.46
O00000029,U01082,2025-02-01T06:30:05,completed,1263.85
O00000030,U01054,2026-04-11T17:27:16,completed,1696.79
O00000031,U01000,2025-08-11T10:54:52,pending,2954.08
O00000032,U01003,2025-11-14T03:13:14,completed,1450.01
O00000033,U01058,2025-12-21T08:34:23,pending,414.31
O00000034,U01010,2025-03-16T07:32:34,pending,1724.39
O00000035,U01098,2025-07-12T01:59:22,pending,2859.03
O00000036,U01017,2025-12-04T03:00:44,completed,1838.44
O00000037,U01083,2025-08-22T22:43:37,pending,1974.36
O00000038,U01098,2025-06-09T02:24:27,completed,395.52
O00000039,U01058,2025-07-28T10:08:07,pending,1302.52
O00000040,U01038,2025-06-21T08:25:11,pending,2278.62
O00000041,U01098,2025-12-28T01:13:39,completed,1290.75
O00000042,U01036,2025-07-21T18:34:03,pending,258.6
O00000043,U01064,2025-07-01T21:52:22,pending,2473.69
O00000044,U01039,2025-03-26T05:46:12,pending,2859.06
O00000045,U01038,2025-03-06T07:47:39,pending,1663.03
O00000046,U01026,2025-11-03T03:38:32,pending,2156.71
O00000047,U01020,2026-01-25T03:32:50,completed,1691.8
O00000048,U01095,2025-02-15T18:20:00,pending,2031.61
O00000049,U01072,2025-04-16T21:31:43,pending,1673.9
O00000050,U01084,2025-07-20T18:12:41,completed,1488.09
O00000051,U01031,2025-06-19T01:17:57,completed,1880.49
O00000052,U01031,2025-10-17T19:20:37,completed,638.63
O00000053,U01070,2026-04-14T23:01:52,completed,177.78
O00000054,U01014,2026-04-25T04:21:16,pending,473.85
O00000055,U01006,2025-04-29T12:44:44,pending,760.53
O00000056,U01085,2025-06-02T14:08:43,pending,869.7
O00000057,U01025,2025-02-12T15:53:57,completed,2965.89
O00000058,U01074,2025-03-27T10:09:24,completed,1289.77
O00000059,U01083,2025-11-14T14:40:27,completed,1759.2
O00000060,U01095,2026-02-19T13:39:03,pending,2323.55
O00000061,U01095,2026-01-06T01:57:45,completed,40.99
O00000062,U01013,2026-02-22T05:14:52,pending,830.57
O00000063,U01001,2025-10-28T21:55:45,pending,2928.38
O00000064,U01001,2026-01-26T05:26:09,completed,904.35
O00000065,U01053,2026-03-01T12:46:09,pending,172.89
O00000066,U01063,2025-01-26T02:24:09,completed,2302.51
O00000067,U01015,2025-05-07T23:41:50,pending,304.3
O00000068,U01035,2025-01-20T05:48:02,pending,1561.82
O00000069,U01046,2025-09-29T10:15:00,completed,919.32
O00000070,U01038,2026-01-18T15:33:42,completed,1529.54
O00000071,U01064,2026-01-04T06:22:28,pending,2041.6
O00000072,U01070,2025-09-23T17:54:08,pending,1004.84
O00000073,U01036,2025-03-01T21:17:18,pending,2919.85
O00000074,U01041,2026-03-18T22:10:38,pending,1883.72
O00000075,U01029,2025-06-26T06:09:17,pending,1635.75
O00000076,U01094,2025-03-15T13:57:49,completed,538.61
O00000077,U01011,2025-08-10T19:02:58,pending,1927.83
O00000078,U01093,2025-10-20T20:28:26,pending,1188.18
O00000079,U01001,2026-02-02T22:40:19,completed,1204.54
O00000080,U01092,2025-09-05T13:09:47,pending,1420.44
O00000081,U01077,2025-07-24T15:27:19,completed,683.79
O00000082,U01016,2025-11-17T05:15:39,completed,1598.1
O00000083,U01066,2025-11-21T13:14:40,pending,392.5
O00000084,U01081,2026-04-10T01:02:34,pending,1923.01
O00000085,U01074,2025-11-13T02:12:12,pending,2112.34
O00000086,U01021,2025-05-08T01:38:37,pending,255.07
O00000087,U01094,2025-06-04T21:07:23,pending,1335.27
O00000088,U01005,2026-03-06T23:42:33,completed,367.34
O00000089,U01031,2025-06-15T23:31:08,completed,2410.99
O00000090,U01087,2025-01-23T14:05:37,pending,2758.21
O00000091,U01022,2025-03-22T20:47:42,pending,513.8
O00000092,U01032,2025-01-05T23:58:44,pending,1095.06
O00000093,U01007,2025-08-16T00:10:20,completed,1404.89
O00000094,U01068,2025-07-12T05:38:52,completed,1405.19
O00000095,U01012,2025-02-02T22:06:55,pending,1210.48
O00000096,U01010,2025-08-07T11:15:17,pending,816.38
O00000097,U01062,2025-04-15T16:56:45,pending,2818.49
O00000098,U01068,2026-04-01T02:25:19,completed,1961.81
O00000099,U01067,2025-08-08T10:23:03,completed,2997.99
O00000100,U01016,2026-03-27T21:51:48,completed,113.37
