product_id,product_name,category,brand,price,rating,stock_quantity
P00001,HarperCollins Data Science Handbook,Books,HarperCollins,413.02,4.0,33
P00002,Apple Laptop,Electronics,Apple,331.87,3.3,51
P00003,Pearson SQL Fundamentals,Books,Pearson,69.22,1.8,64
P00004,Adidas Hoodie,Clothing,Adidas,322.83,4.2,15
P00005,Sony Headphones,Electronics,Sony,369.84,1.9,99
P00006,Whirlpool Vacuum,Home & Garden,Whirlpool,177.32,1.0,68
P00007,Philips Desk,Home & Garden,Philips,133.05,1.5,43
P00008,Dyson Desk,Home & Garden,Dyson,57.54,1.5,80
P00009,Dell Tablet,Electronics,Dell,23.65,4.9,90
P00010,Apple Headphones,Electronics,Apple,318.27,3.9,50
P00011,Ikea Air Purifier,Home & Garden,Ikea,278.86,4.2,97
P00012,Penguin Python Guide,Books,Penguin,441.58,1.2,28
P00013,Penguin SQL Fundamentals,Books,Penguin,373.93,2.2,90
P00014,Dell Laptop,Electronics,Dell,165.89,2.7,4
P00015,HarperCollins Data Science Handbook,Books,HarperCollins,72.48,4.2,16
P00016,Adidas Jacket,Clothing,Adidas,388.91,3.7,69
P00017,Ikea Air Purifier,Home & Garden,Ikea,122.22,1.9,98
P00018,Penguin Python Guide,Books,Penguin,319.16,1.2,23
P00019,Dell Laptop,Electronics,Dell,204.63,4.4,26
P00020,Sony Monitor,Electronics,Sony,362.9,4.3,78
P00021,Adidas Hoodie,Clothing,Adidas,125.91,2.9,10
P00022,Dyson Air Purifier,Home & Garden,Dyson,160.2,1.4,93
P00023,HarperCollins Python Guide,Books,HarperCollins,410.4,3.1,1
P00024,Philips Coffee Maker,Home & Garden,Philips,199.47,2.6,65
P00025,Uniqlo Jeans,Clothing,Uniqlo,440.33,3.3,33
P00026,Apple Laptop,Electronics,Apple,223.81,2.3,5
P00027,Penguin Machine Learning Book,Books,Penguin,494.2,3.9,53
P00028,KitchenAid Lamp,Home & Garden,KitchenAid,275.02,3.1,89
P00029,Apple Monitor,Electronics,Apple,391.97,1.9,14
P00030,Dyson Coffee Maker,Home & Garden,Dyson,168.24,1.8,92
P00031,Adidas Sneakers,Clothing,Adidas,402.92,4.4,36
P00032,Sony Laptop,Electronics,Sony,313.23,2.5,4
