order_id,user_id,order_date,order_status,total_amount
O00000001,U01082,2026-02-12T17:02:26,completed,1092.08
O00000002,U01072,2025-03-22T07:28:33,completed,435.99
O00000003,U01028,2025-03-29T21:26:52,pending,2236.8
O00000004,U01006,2025-02-08T19:31:27,completed,834.95
O00000005,U01003,2025-10-29T02:42:00,pending,1582.21
O00000006,U01037,2026-04-16T06:36:15,pending,765.22
O00000007,U01034,2025-05-04T05:30:01,pending,1323.22
O00000008,U01069,2025-11-17T06:30:33,pending,862.61
O00000009,U01080,2025-07-09T13:32:24,completed,848.72
O00000010,U01022,2025-04-19T01:35:20,completed,1775.05
O00000011,U01055,2025-08-18T19:34:32,pending,666.52
O00000012,U01083,2025-06-02T16:40:35,pending,738.31
O00000013,U01099,2025-11-20T21:17:58,pending,1444.9
O00000014,U01074,2025-07-15T19:56:39,pending,2241.56
O00000015,U01088,2025-09-03T22:06:14,pending,1320.75
O00000016,U01044,2025-12-14T07:57:29,pending,2799.83
O00000017,U01061,2025-05-07T19:12:36,completed,724.05
O00000018,U01073,2025-11-09T04:01:54,pending,124.58
O00000019,U01099,2026-02-02T00:31:58,completed,2207.62
O00000020,U01007,2026-01-02T06:45:22,completed,707.67
O00000021,U01079,2025-06-11T07:12:16,completed,89.49
O00000022,U01095,2025-05-11T11:54:24,completed,197.55
O00000023,U01096,2025-04-26T09:48:27,pending,1571.72
O00000024,U01078,2026-01-01T20:27:50,completed,2526.68
O00000025,U01005,2025-06-29T11:42:58,pending,1983.15
O00000026,U01090,2026-04-26T21:58:38,pending,2591.99
O00000027,U01069,2025-05-21T00:35:47,pending,1803.39
O00000028,U01006,2025-09-30T14:50:59,pending,1114.54
O00000029,U01018,2025-01-25T17:37:45,pending,1479.09
O00000030,U01022,2025-05-31T16:24:37,completed,1079.4
O00000031,U01082,2025-02-22T09:49:16,completed,813.24
O00000032,U01039,2025-04-23T20:22:09,completed,2486.54
O00000033,U01065,2025-02-15T16:00:04,completed,2258.21
O00000034,U01042,2025-06-19T09:24:00,pending,1193.23
O00000035,U01045,2025-01-16T15:19:35,pending,673.19
O00000036,U01083,2025-08-14T08:15:01,pending,2644.63
O00000037,U01002,2025-11-30T23:34:53,completed,2189.88
O00000038,U01068,2026-03-02T02:33:37,completed,1063.03
O00000039,U01066,2025-11-03T05:30:22,completed,2620.36
O00000040,U01051,2025-02-02T00:40:42,pending,664.87
O00000041,U01040,2025-02-14T18:03:28,pending,1552.86
O00000042,U01088,2026-04-09T04:08:32,pending,1015.24
O00000043,U01017,2025-01-14T18:47:16,completed,2088.08
O00000044,U01028,2026-02-14T09:05:34,pending,436.76
O00000045,U01054,2025-11-03T23:05:48,pending,1467.97
O00000046,U01010,2026-03-16T22:24:40,completed,821.83
