product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,Pearson SQL Fundamentals,Books,Pearson,284.15,3.7,76,0.11386604730191373,0
P00002,HarperCollins Machine Learning Book,Books,HarperCollins,285.49,2.5,8,0.12319043211849247,0
P00003,HarperCollins Python Guide,Books,HarperCollins,123.64,2.8,85,-1.0030421668092935,0
P00004,Pearson Machine Learning Book,Books,Pearson,336.58,4.1,43,0.47869999949087766,0
P00005,Penguin Data Science Handbook,Books,Penguin,49.14,3.4,92,-1.5214501286265318,0
P00006,Pearson Python Guide,Books,Pearson,454.71,4.2,41,1.3007071475374599,0
P00007,Philips Vacuum,Home & Garden,Philips,432.23,4.3,21,1.1442801544951577,3
P00008,Apple Headphones,Electronics,Apple,188.07,3.2,25,-0.5547062610390293,2
P00009,HarperCollins SQL Fundamentals,Books,HarperCollins,45.16,3.9,53,-1.5491449432309963,0
P00010,OReilly SQL Fundamentals,Books,OReilly,420.46,2.1,2,1.0623786550241656,0
P00011,Nike Hoodie,Clothing,Nike,186.57,3.4,68,-0.5651440052366918,1
P00012,Adidas Hoodie,Clothing,Adidas,453.8,1.8,11,1.2943749160575448,1
P00013,Levis Jeans,Clothing,Levis,268.92,2.3,39,0.007888151214980559,1
P00014,Sony Laptop,Electronics,Sony,405.74,3.8,9,0.9599495919644377,2
P00015,Samsung Smartphone,Electronics,Samsung,301.2,3.5,73,0.23250840634867775,2
P00016,Apple Monitor,Electronics,Apple,94.06,2.2,26,-1.2088744823871982,2
P00017,Penguin SQL Fundamentals,Books,Penguin,378.93,2.6,89,0.7733923106715496,0
P00018,Uniqlo T-Shirt,Clothing,Uniqlo,178.47,4.8,84,-0.6215078239040694,1
P00019,HarperCollins SQL Fundamentals,Books,HarperCollins,108.07,3.8,79,-1.1113859515810303,0
P00020,OReilly SQL Fundamentals,Books,OReilly,368.55,1.8,23,0.701163120823725,0
P00021,Dell Headphones,Electronics,Dell,364.96,3.2,2,0.6761821197106525,2
P00022,Sony Headphones,Electronics,Sony,285.21,2.2,63,0.12124205320159526,2
P00023,Dell Monitor,Electronics,Dell,424.23,2.7,33,1.0886121854409578,2
P00024,Apple Tablet,Electronics,Apple,346.85,3.9,98,0.5501637547642073,2
P00025,KitchenAid Desk,Home & Garden,KitchenAid,450.56,1.2,93,1.2718293885905938,3
P00026,Nike Jeans,Clothing,Nike,337.9,3.9,73,0.48788521438482063,1
P00027,Puma Hoodie,Clothing,Puma,411.01,1.1,72,0.9966208665788919,1
P00028,Puma Jacket,Clothing,Puma,337.6,2.5,66,0.48579766554528847,1
P00029,Penguin SQL Fundamentals,Books,Penguin,364.35,5.0,89,0.67193743707027,0
P00030,HP Laptop,Electronics,HP,379.19,4.6,35,0.7752015196658111,2
P00031,Dyson Air Purifier,Home & Garden,Dyson,280.27,2.8,85,0.08686708231062672,3
P00032,Whirlpool Coffee Maker,Home & Garden,Whirlpool,53.56,1.8,11,-1.4906935757240862,3
P00033,Whirlpool Air Purifier,Home & Garden,Whirlpool,219.2,3.8,82,-0.3380882764568732,3
P00034,Ikea Coffee Maker,Home & Garden,Ikea,69.61,2.4,56,-1.3790097128090972,3
P00035,Pearson SQL Fundamentals,Books,Pearson,253.71,1.2,83,-0.09795057494931743,0
P00036,Levis Jeans,Clothing,Levis,207.89,5.0,21,-0.41678886770724866,1
P00037,Sony Laptop,Electronics,Sony,487.46,1.9,30,1.5285978958530915,2
P00038,HarperCollins Machine Learning Book,Books,HarperCollins,337.51,5.0,63,0.4851714008934285,0
P00039,Penguin Data Science Handbook,Books,Penguin,56.96,1.9,12,-1.467034688876051,0
P00040,Philips Air Purifier,Home & Garden,Philips,143.65,2.8,85,-0.8638026592124753,3
P00041,Puma Jacket,Clothing,Puma,489.86,2.7,94,1.5452982865693519,1
P00042,Dell Smartphone,Electronics,Dell,302.69,1.6,26,0.2428765655850226,2
P00043,KitchenAid Lamp,Home & Garden,KitchenAid,102.04,2.1,22,-1.1533456832556335,3
P00044,Nike T-Shirt,Clothing,Nike,77.87,4.2,22,-1.3215325347606357,1
P00045,Levis Jeans,Clothing,Levis,82.32,1.1,62,-1.290567226974237,1
