review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000003,O00000003,P000038,U01092,5,Highly recommend this brand,2025-05-12T17:52:14
R00000004,O00000004,P000008,U01037,5,Exceeded my expectations!,2025-01-18T14:02:20
R00000005,O00000005,P000035,U01013,5,Highly recommend this brand,2025-01-10T06:18:46
R00000006,O00000006,P000059,U01001,1,"Terrible quality, returned immediately.",2025-01-16T15:40:44
R00000008,O00000008,P000052,U01052,3,Decent product but overpriced.,2025-11-13T03:51:08
R00000009,O00000009,P000069,U01018,2,Color was different from images.,2026-02-25T21:19:30
R00000011,O00000011,P000007,U01043,4,"Value for money, satisfied with purchase.",2026-01-27T18:57:51
R00000012,O00000012,P000044,U01086,1,"Terrible quality, returned immediately.",2026-02-17T05:57:52
R00000015,O00000015,P000060,U01015,4,Good product will buy again,2025-07-01T05:15:40
R00000016,O00000016,P000011,U01005,4,"Value for money, satisfied with purchase.",2026-03-19T13:08:53
R00000017,O00000017,P000046,U01009,2,Color was different from images.,2025-05-08T23:57:20
R00000021,O00000021,P000056,U01072,5,Exceeded my expectations!,2025-12-25T07:16:14
R00000022,O00000022,P000083,U01014,1,Not good wont buy at all,2025-07-06T12:12:08
R00000023,O00000023,P000099,U01098,1,"Terrible quality, returned immediately.",2025-07-01T12:16:43
R00000025,O00000025,P000072,U01038,5,Exceeded my expectations!,2026-03-16T11:14:05
R00000026,O00000026,P000056,U01034,4,"Value for money, satisfied with purchase.",2025-09-06T18:39:48
R00000033,O00000033,P000012,U01053,1,Not good wont buy at all,2025-02-10T13:03:02
R00000035,O00000035,P000001,U01046,3,Decent product but overpriced.,2026-03-21T02:35:42
R00000041,O00000041,P000100,U01098,3,Decent product but overpriced.,2025-11-11T03:03:36
R00000042,O00000042,P000007,U01048,5,Exceeded my expectations!,2025-12-22T15:54:10
R00000043,O00000043,P000092,U01032,2,Color was different from images.,2025-11-30T01:02:15
R00000044,O00000044,P000080,U01044,4,Good product will buy again,2026-03-07T03:42:43
R00000047,O00000047,P000059,U01038,1,Not good wont buy at all,2025-08-09T06:18:13
R00000050,O00000050,P000029,U01006,5,Exceeded my expectations!,2026-02-05T17:24:16
R00000052,O00000052,P000086,U01089,5,Exceeded my expectations!,2025-04-26T10:08:14
R00000053,O00000053,P000039,U01017,5,Highly recommend this brand,2025-07-31T15:13:29
R00000054,O00000054,P000071,U01030,4,Good product will buy again,2025-04-21T01:24:03
R00000057,O00000057,P000057,U01051,5,Exceeded my expectations!,2026-02-28T02:33:23
R00000058,O00000058,P000088,U01022,1,"Terrible quality, returned immediately.",2025-09-17T17:44:26
R00000060,O00000060,P000064,U01060,2,Color was different from images.,2025-01-01T12:14:22
R00000062,O00000062,P000100,U01099,5,Highly recommend this brand,2026-03-26T19:05:39
R00000063,O00000063,P000036,U01053,2,"Not as expected, quality is poor.",2025-03-18T06:01:44
R00000065,O00000065,P000086,U01055,2,"Not as expected, quality is poor.",2025-03-23T02:02:36
R00000068,O00000068,P000086,U01096,4,"Value for money, satisfied with purchase.",2026-01-30T00:06:04
R00000070,O00000070,P000069,U01040,5,Fast shipping and good packaging,2025-03-02T09:33:43
R00000074,O00000074,P000021,U01044,4,Good product will buy again,2025-07-23T18:46:44
R00000075,O00000075,P000072,U01094,2,"Not as expected, quality is poor.",2025-08-02T16:31:41
R00000084,O00000084,P000091,U01076,1,Not good wont buy at all,2025-03-11T01:20:37
R00000092,O00000092,P000052,U01058,1,Not good wont buy at all,2025-01-11T08:34:00
R00000093,O00000093,P000009,U01093,5,Highly recommend this brand,2026-01-06T15:46:41
R00000094,O00000094,P000029,U01067,5,Highly recommend this brand,2025-05-11T19:07:55
R00000096,O00000096,P000019,U01025,5,Fast shipping and good packaging,2025-02-26T11:47:46
R00000098,O00000098,P000095,U01087,5,Exceeded my expectations!,2025-03-24T23:49:52
