order_id,user_id,order_date,order_status,total_amount
O00000001,U01062,2025-11-14T16:29:42,completed,2368.78
O00000002,U01023,2026-02-06T07:24:48,completed,2549.37
O00000003,U01052,2025-07-08T16:36:45,pending,1762.48
O00000004,U01068,2025-04-24T06:36:10,completed,2194.3
O00000005,U01037,2026-04-18T16:38:01,pending,2152.26
O00000006,U01055,2025-08-30T19:55:17,pending,2984.76
O00000007,U01061,2025-12-24T01:59:20,completed,592.83
O00000008,U01027,2026-01-22T15:09:06,pending,2276.49
O00000009,U01044,2026-01-08T11:44:14,pending,634.44
O00000010,U01045,2025-09-10T15:08:16,completed,1369.33
O00000011,U01060,2025-07-21T00:31:46,completed,267.9
O00000012,U01010,2025-10-11T19:34:03,completed,1979.18
O00000013,U01051,2025-09-17T08:08:44,pending,847.08
O00000014,U01013,2026-03-31T00:42:10,completed,1937.45
O00000015,U01030,2025-12-04T16:21:16,pending,110.75
O00000016,U01018,2026-01-31T08:26:37,completed,1299.85
O00000017,U01071,2025-07-26T15:30:13,pending,2894.21
O00000018,U01072,2026-04-07T18:25:17,pending,1463.42
O00000019,U01012,2025-10-07T07:19:58,completed,2176.23
O00000020,U01017,2025-12-24T23:54:27,pending,1763.57
O00000021,U01001,2025-08-26T01:28:39,completed,1850.17
O00000022,U01038,2025-08-20T15:38:55,pending,2580.73
O00000023,U01046,2025-05-30T19:14:18,pending,2089.45
O00000024,U01029,2025-04-30T11:57:16,pending,1549.81
O00000025,U01029,2025-10-11T06:55:51,completed,2368.15
O00000026,U01094,2025-09-12T09:59:15,pending,84.87
O00000027,U01033,2025-07-02T13:25:11,pending,870.75
O00000028,U01083,2026-01-17T09:05:08,completed,1545.26
O00000029,U01053,2025-10-28T15:51:11,completed,2600.64
O00000030,U01091,2025-02-09T14:22:07,completed,771.47
O00000031,U01074,2025-07-02T19:07:27,completed,530.08
O00000032,U01065,2025-11-11T07:39:46,completed,1825.13
O00000033,U01054,2025-04-18T20:34:31,completed,1317.88
O00000034,U01054,2025-08-02T17:05:14,completed,1735.27
O00000035,U01002,2025-10-30T01:00:22,pending,2305.74
O00000036,U01060,2025-06-03T06:57:47,completed,968.51
O00000037,U01011,2025-04-07T00:51:17,pending,1395.62
O00000038,U01036,2026-04-20T12:23:20,pending,1300.61
O00000039,U01098,2025-01-23T21:07:13,pending,667.99
O00000040,U01074,2026-03-24T09:12:52,pending,2128.63
O00000041,U01031,2026-03-06T21:18:26,pending,948.51
O00000042,U01002,2025-02-02T14:37:25,pending,568.31
