order_id,user_id,order_date,order_status,total_amount
O00000001,U01061,2025-09-02T08:01:24,pending,2660.66
O00000002,U01062,2025-06-22T14:19:35,completed,459.78
O00000003,U01097,2025-11-05T04:01:01,pending,910.28
O00000004,U01069,2025-09-09T20:13:15,pending,70.52
O00000005,U01044,2026-01-02T23:36:48,completed,2086.22
O00000006,U01026,2026-02-19T01:22:34,pending,79.07
O00000007,U01000,2025-12-13T06:58:18,pending,1167.82
O00000008,U01056,2026-03-01T01:32:44,completed,50.61
O00000009,U01038,2025-03-28T13:50:43,completed,817.24
O00000010,U01088,2025-11-28T22:22:48,pending,1779.32
O00000011,U01088,2026-02-24T09:46:39,completed,1003.61
O00000012,U01007,2025-11-15T20:03:24,pending,51.53
O00000013,U01088,2025-12-16T14:26:53,completed,1855.45
O00000014,U01031,2025-04-06T00:42:09,pending,1350.46
O00000015,U01047,2025-01-29T08:56:53,completed,2538.34
O00000016,U01097,2026-04-05T20:05:39,completed,2375.46
O00000017,U01031,2025-02-05T22:46:48,pending,493.85
O00000018,U01045,2025-10-23T05:21:24,completed,437.79
O00000019,U01006,2025-12-20T05:30:02,pending,2844.34
O00000020,U01042,2025-08-21T14:23:18,completed,483.43
O00000021,U01004,2026-04-23T08:48:50,completed,2595.24
O00000022,U01038,2025-06-12T14:51:07,completed,1401.97
O00000023,U01020,2026-01-04T20:36:57,pending,1260.1
O00000024,U01060,2026-04-22T12:46:31,completed,2192.41
O00000025,U01041,2025-01-15T08:09:32,pending,707.82
O00000026,U01072,2026-04-04T08:19:18,completed,1341.47
O00000027,U01061,2025-06-15T06:18:31,pending,777.67
O00000028,U01066,2025-02-22T13:31:25,pending,2742.78
O00000029,U01027,2025-12-02T19:16:37,pending,1010.73
O00000030,U01028,2025-12-27T20:11:01,completed,1407.68
O00000031,U01030,2025-07-28T13:35:23,pending,768.54
O00000032,U01074,2026-02-10T20:07:21,pending,1376.89
O00000033,U01039,2025-08-04T22:58:09,completed,1200.1
O00000034,U01046,2026-04-13T04:47:46,completed,1232.02
