order_id,user_id,order_date,order_status,total_amount
O00000001,U01049,2025-08-03T16:38:58,pending,22.16
O00000002,U01032,2025-01-06T21:33:57,pending,1462.56
O00000003,U01050,2025-12-03T03:11:56,completed,197.1
O00000004,U01012,2025-02-04T15:31:31,pending,146.2
O00000005,U01080,2025-09-22T09:58:09,completed,1349.43
O00000006,U01053,2025-11-15T02:53:03,pending,938.83
O00000007,U01003,2025-05-20T21:13:23,pending,560.9
O00000008,U01074,2025-03-06T10:18:31,completed,2233.63
O00000009,U01048,2026-04-21T01:44:19,pending,754.78
O00000010,U01051,2025-10-05T10:29:17,completed,1233.83
O00000011,U01015,2026-03-21T01:25:36,pending,2841.73
O00000012,U01041,2025-04-25T22:41:12,completed,109.72
O00000013,U01042,2025-03-22T06:00:33,pending,2228.71
O00000014,U01019,2026-01-10T16:07:18,completed,903.3
O00000015,U01041,2025-07-04T21:15:12,pending,836.51
O00000016,U01016,2025-08-30T06:03:02,completed,1351.07
O00000017,U01036,2025-05-30T13:14:13,completed,1194.76
O00000018,U01007,2025-10-14T03:01:03,pending,1461.77
O00000019,U01085,2026-03-01T23:47:43,pending,1942.15
O00000020,U01012,2025-10-22T03:12:58,pending,2498.61
O00000021,U01013,2025-04-08T17:56:49,pending,1867.16
O00000022,U01020,2025-02-22T17:43:23,pending,794.52
O00000023,U01071,2026-01-14T20:39:04,pending,1289.65
O00000024,U01049,2025-09-20T20:57:14,completed,1522.7
O00000025,U01099,2025-09-01T17:29:36,completed,1091.22
O00000026,U01087,2025-06-05T18:54:23,completed,2063.32
O00000027,U01008,2025-10-24T06:46:07,completed,1673.72
O00000028,U01030,2025-03-11T20:33:47,completed,688.46
O00000029,U01026,2025-06-06T18:42:39,pending,182.85
O00000030,U01030,2025-09-01T12:56:51,pending,1956.74
O00000031,U01011,2025-12-02T23:54:25,pending,1697.8
O00000032,U01069,2025-05-25T01:23:21,pending,2480.41
O00000033,U01059,2025-02-08T06:44:51,completed,1288.12
O00000034,U01055,2025-05-03T23:57:58,completed,788.67
O00000035,U01044,2025-02-11T20:52:13,pending,125.23
O00000036,U01083,2025-03-13T03:58:16,completed,1068.51
O00000037,U01076,2025-10-19T19:48:11,completed,1405.22
O00000038,U01073,2025-12-25T12:06:56,pending,1198.04
O00000039,U01011,2025-06-04T06:24:34,pending,719.84
O00000040,U01056,2026-03-15T23:56:54,completed,2676.75
O00000041,U01099,2025-02-06T11:23:28,pending,1700.06
O00000042,U01063,2025-02-23T10:57:38,completed,2660.59
O00000043,U01024,2025-10-28T09:21:13,completed,511.37
O00000044,U01050,2025-09-14T03:55:39,completed,2374.7
O00000045,U01038,2025-03-16T19:02:19,pending,2970.79
O00000046,U01052,2025-05-09T03:05:38,completed,1418.42
O00000047,U01033,2025-09-28T00:06:18,completed,2962.63
O00000048,U01014,2026-04-22T16:06:10,completed,852.93
O00000049,U01076,2025-04-23T13:32:37,completed,2414.31
