product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,Dell Smartphone,Electronics,Dell,417.14,5.0,93,1.113314203120374,2
P00002,Philips Lamp,Home & Garden,Philips,156.27,4.2,67,-0.7167061944895806,3
P00003,Puma Sneakers,Clothing,Puma,137.38,4.0,3,-0.8492208006568367,1
P00004,KitchenAid Vacuum,Home & Garden,KitchenAid,89.47,4.3,12,-1.185312636626833,3
P00005,Pearson Data Science Handbook,Books,Pearson,457.8,1.2,52,1.3985468069721807,0
P00006,Adidas T-Shirt,Clothing,Adidas,451.56,4.3,45,1.3547727920180421,1
P00007,KitchenAid Coffee Maker,Home & Garden,KitchenAid,401.67,4.2,35,1.0047911243799057,3
P00008,Uniqlo Jeans,Clothing,Uniqlo,494.19,1.7,82,1.653825076872998,1
P00009,Puma Sneakers,Clothing,Puma,174.37,4.1,51,-0.5897334908565827,1
P00010,KitchenAid Lamp,Home & Garden,KitchenAid,165.57,1.8,88,-0.6514660760483166,3
P00011,Nike Hoodie,Clothing,Nike,200.95,2.2,77,-0.4032730233115504,1
P00012,Apple Smartphone,Electronics,Apple,44.05,2.9,80,-1.503936957014168,2
P00013,Penguin Machine Learning Book,Books,Penguin,415.92,1.8,36,1.1047558219915201,0
P00014,Uniqlo Sneakers,Clothing,Uniqlo,23.12,2.2,45,-1.6507622988395079,1
P00015,HarperCollins Machine Learning Book,Books,HarperCollins,77.41,2.6,6,-1.2699143386055045,0
P00016,Philips Desk,Home & Garden,Philips,84.99,2.3,10,-1.2167401345426245,3
P00017,HarperCollins Machine Learning Book,Books,HarperCollins,447.08,1.8,7,1.32334529410225,0
P00018,KitchenAid Vacuum,Home & Garden,KitchenAid,355.6,4.9,100,0.6816070107681811,3
P00019,HarperCollins Python Guide,Books,HarperCollins,247.79,4.3,11,-0.07468730849554901,0
P00020,Apple Monitor,Electronics,Apple,125.17,1.4,34,-0.9348747626103672,2
P00021,Apple Tablet,Electronics,Apple,176.79,4.0,25,-0.572757029928856,2
P00022,Puma Jeans,Clothing,Puma,400.68,2.9,33,0.9978462085458356,1
P00023,Dell Headphones,Electronics,Dell,390.28,2.2,98,0.9248895169556045,2
P00024,Sony Smartphone,Electronics,Sony,23.01,1.6,76,-1.6515339561544045,2
P00025,Adidas Sneakers,Clothing,Adidas,381.98,4.0,30,0.8666644650134013,1
P00026,Puma T-Shirt,Clothing,Puma,89.36,4.2,59,-1.1860842939417295,1
P00027,Sony Tablet,Electronics,Sony,218.01,3.4,89,-0.28359598883757553,2
P00028,Puma Jeans,Clothing,Puma,396.94,1.6,31,0.9716098598393487,1
P00029,Pearson Python Guide,Books,Pearson,328.23,1.8,13,0.4896046406888908,0
P00030,Apple Tablet,Electronics,Apple,387.96,4.4,11,0.9086145626777838,2
P00031,Puma Jeans,Clothing,Puma,372.97,3.1,30,0.8034587158568649,1
P00032,Sony Tablet,Electronics,Sony,12.24,3.0,44,-1.7270862223492878,2
P00033,Levis Jacket,Clothing,Levis,347.03,2.4,91,0.6214878908712309,1
P00034,Penguin Data Science Handbook,Books,Penguin,157.46,1.5,54,-0.7083582653556985,0
P00035,Sony Headphones,Electronics,Sony,81.3,1.2,73,-1.2426257299241585,2
P00036,HP Smartphone,Electronics,HP,57.08,4.5,31,-1.4125306405314078,2
P00037,Penguin Data Science Handbook,Books,Penguin,114.92,1.6,81,-1.006779194225739,0
P00038,HP Monitor,Electronics,HP,443.21,2.5,50,1.2961969867508853,2
P00039,HarperCollins Machine Learning Book,Books,HarperCollins,28.7,1.6,17,-1.6116182277747495,0
P00040,Nike T-Shirt,Clothing,Nike,257.08,1.3,75,-0.009517340719275525,1
P00041,Puma Hoodie,Clothing,Puma,312.35,1.2,32,0.37820538468380754,1
P00042,Philips Vacuum,Home & Garden,Philips,353.5,4.7,15,0.6668753711201536,3
P00043,HarperCollins Python Guide,Books,HarperCollins,85.46,4.8,96,-1.2134430532880662,0
P00044,HarperCollins Python Guide,Books,HarperCollins,196.93,1.3,41,-0.4314735906377742,0
P00045,Penguin SQL Fundamentals,Books,Penguin,369.2,2.7,8,0.7770119151554059,0
P00046,Philips Coffee Maker,Home & Garden,Philips,305.17,1.2,20,0.32783720722055193,3
P00047,Pearson Machine Learning Book,Books,Pearson,487.33,2.8,62,1.6057017206894417,0
P00048,KitchenAid Lamp,Home & Garden,KitchenAid,471.92,4.0,74,1.4975995459389173,3
P00049,Samsung Smartphone,Electronics,Samsung,453.59,1.2,76,1.369013377011135,2
P00050,HP Headphones,Electronics,HP,313.17,2.2,59,0.3839577392130372,2
P00051,KitchenAid Lamp,Home & Garden,KitchenAid,206.26,4.6,75,-0.3660230202015383,3
P00052,OReilly Machine Learning Book,Books,OReilly,211.73,3.1,75,-0.3276506064516765,0
P00053,Philips Lamp,Home & Garden,Philips,476.74,2.5,12,1.5314121664643896,3
P00054,Dyson Lamp,Home & Garden,Dyson,471.92,4.1,93,1.4975995459389173,3
