review_id,order_id,product_id,user_id,rating,review_text,review_date
R00000001,O00000001,P00365,U001067,4.0,"Value for money, satisfied with purchase.",2025-03-17T14:35:08
R00000002,O00000002,P01802,U000913,2.0,"Not as expected, quality is poor.",2025-04-24T07:02:25
R00000003,O00000003,P00337,U000639,1.0,"Value for money, satisfied with purchase.",2025-12-01T02:06:46
R00000004,O00000004,P01262,U000782,2.0,Color was different from images.,2025-01-09T00:32:18
R00000005,O00000005,P01023,U000625,1.0,Not good wont buy at all,2026-01-12T12:38:03
R00000007,O00000007,P00645,U001833,2.0,Color was different from images.,2025-11-11T20:39:13
R00000008,O00000008,P00592,U001732,4.0,"Value for money, satisfied with purchase.",2025-09-20T00:37:14
R00000009,O00000009,P01284,U000959,5.0,Exceeded my expectations!,2025-10-11T06:51:27
R00000010,O00000010,P00438,U000527,2.0,"Not as expected, quality is poor.",2025-12-27T18:49:58
R00000011,O00000011,P00609,U001927,2.0,Color was different from images.,2025-03-16T05:58:18
R00000012,O00000012,P00178,U000937,2.0,Color was different from images.,2025-08-24T20:12:57
R00000015,O00000015,P01262,U001132,5.0,Exceeded my expectations!,2025-05-19T00:54:29
R00000016,O00000016,P01202,U001191,2.0,Color was different from images.,2025-04-04T17:31:45
R00000020,O00000020,P01733,U001913,2.0,Color was different from images.,2025-08-07T12:12:17
R00000021,O00000021,P00155,U001371,1.0,Not good wont buy at all,2025-06-12T05:37:44
R00000022,O00000022,P01882,U000145,4.0,"Value for money, satisfied with purchase.",2026-02-08T11:18:58
R00000023,O00000023,P01213,U000679,1.0,,2025-06-02T12:16:33
R00000024,O00000024,P00989,U000872,2.0,"Not as expected, quality is poor.",2025-09-30T04:49:27
R00000026,O00000026,P00622,U001123,4.0,"Value for money, satisfied with purchase.",2025-03-05T15:48:49
R00000028,O00000028,P01217,U001386,2.0,Color was different from images.,2026-02-24T14:22:28
R00000029,O00000029,P00854,U000869,2.0,Color was different from images.,2025-04-16T00:27:09
R00000030,O00000030,P01693,U000688,4.0,Good product will buy again,2025-11-23T07:52:10
R00000031,O00000031,P00802,U000129,5.0,,2025-09-06T16:18:46
R00000036,O00000036,P01689,U001185,5.0,Fast shipping and good packaging,2025-03-21T12:58:09
R00000037,O00000037,P01847,U001905,1.0,Not good wont buy at all,2025-01-08T03:54:35
R00000038,O00000038,P00270,U001762,4.0,"Value for money, satisfied with purchase.",2025-05-24T10:57:44
R00000040,O00000040,P01536,U000703,3.0,Decent product but overpriced.,2026-03-11T21:42:59
R00000042,O00000042,P00274,U001056,1.0,"Terrible quality, returned immediately.",2025-11-09T02:12:28
R00000046,O00000046,P00511,U001099,5.0,Exceeded my expectations!,2025-12-22T09:11:47
R00000049,O00000049,P00175,U001053,5.0,Fast shipping and good packaging,2026-05-01T23:12:08
R00000050,O00000050,P01089,U000320,2.0,"Not as expected, quality is poor.",2025-01-13T04:18:42
R00000055,O00000055,P00281,U001530,5.0,Exceeded my expectations!,2025-11-08T09:20:19
R00000056,O00000056,P00326,U000823,2.0,"Not as expected, quality is poor.",2025-09-06T11:20:34
R00000057,O00000057,P00993,U001598,5.0,Fast shipping and good packaging,2025-12-09T19:50:41
R00000061,O00000061,P01914,U000490,3.0,Decent product but overpriced.,2026-02-18T16:40:40
R00000062,O00000062,P01367,U001701,5.0,Fast shipping and good packaging,2025-08-26T06:48:46
R00000064,O00000064,P01644,U000472,1.0,"Terrible quality, returned immediately.",2026-03-19T08:15:54
R00000065,O00000065,P01882,U000500,4.0,Good product will buy again,2025-03-04T23:36:23
R00000067,O00000067,P00582,U001837,3.0,Decent product but overpriced.,2025-06-23T06:22:59
R00000068,O00000068,P01244,U001905,5.0,Fast shipping and good packaging,2025-03-27T14:20:29
R00000070,O00000070,P01928,U000761,4.0,"Value for money, satisfied with purchase.",2025-07-29T02:45:05
R00000071,O00000071,P01892,U001259,4.0,Good product will buy again,2025-03-08T15:36:30
R00000072,O00000072,P00878,U000953,2.0,Color was different from images.,2025-10-11T23:37:00
R00000075,O00000075,P01653,U001837,2.0,"Not as expected, quality is poor.",2025-07-11T18:34:30
R00000077,O00000077,P01658,U001097,1.0,"Terrible quality, returned immediately.",2026-03-06T13:04:58
R00000079,O00000079,P00601,U001501,4.0,Good product will buy again,2025-02-18T22:10:31
R00000082,O00000082,P00628,U000873,1.0,"Terrible quality, returned immediately.",2025-02-19T11:19:48
R00000083,O00000083,P01260,U000473,4.0,"Value for money, satisfied with purchase.",2025-12-17T05:39:49
R00000085,O00000085,P00374,U001859,3.0,Decent product but overpriced.,2025-08-29T09:05:55
R00000086,O00000086,P00278,U001140,1.0,"Terrible quality, returned immediately.",2025-05-20T07:28:10
