order_id,user_id,order_date,order_status,total_amount
O00000001,U01086,2025-08-28T09:06:07,pending,658.68
O00000002,U01053,2025-12-24T20:19:34,pending,2587.31
O00000003,U01063,2025-03-24T20:39:26,pending,938.77
O00000004,U01085,2026-01-12T13:34:00,pending,2837.08
O00000005,U01024,2025-03-23T02:00:57,completed,823.96
O00000006,U01031,2025-04-12T06:36:53,pending,553.46
O00000007,U01065,2026-03-19T00:32:01,pending,1757.36
O00000008,U01032,2026-01-12T15:48:51,pending,1046.55
O00000009,U01037,2026-02-17T23:41:50,completed,2423.37
O00000010,U01098,2025-02-27T05:02:05,pending,2290.29
O00000011,U01073,2025-12-26T06:07:30,pending,547.04
O00000012,U01067,2025-08-15T01:23:49,completed,2997.91
O00000013,U01070,2025-05-08T13:28:52,completed,470.44
O00000014,U01078,2025-10-28T03:07:53,completed,1460.09
O00000015,U01044,2026-03-22T03:02:18,completed,841.01
O00000016,U01088,2026-03-27T03:24:29,pending,1317.72
O00000017,U01003,2025-01-23T22:54:09,pending,886.99
O00000018,U01039,2025-12-07T20:09:45,completed,781.15
O00000019,U01023,2026-03-28T13:46:42,pending,2542.18
O00000020,U01013,2025-03-12T02:09:55,completed,1478.8
O00000021,U01013,2026-01-30T04:32:16,completed,448.29
O00000022,U01063,2025-03-05T13:24:43,completed,1570.07
O00000023,U01041,2025-11-20T20:50:15,completed,927.43
O00000024,U01049,2026-01-15T18:38:22,pending,1716.18
O00000025,U01094,2025-01-10T04:05:32,completed,1758.02
O00000026,U01039,2026-01-16T04:03:41,completed,1493.14
O00000027,U01065,2025-03-07T08:24:41,pending,2105.92
O00000028,U01017,2026-01-01T10:18:40,completed,738.65
O00000029,U01039,2025-11-05T07:42:01,pending,1869.76
O00000030,U01013,2025-02-10T01:43:27,completed,2511.27
O00000031,U01005,2025-01-18T10:24:52,completed,2008.63
O00000032,U01039,2025-02-27T04:36:11,pending,1455.45
O00000033,U01080,2025-07-31T12:12:42,completed,46.32
O00000034,U01056,2025-06-30T03:40:16,pending,2857.34
O00000035,U01016,2026-02-23T19:24:19,pending,2454.99
O00000036,U01079,2026-02-24T11:03:52,pending,2783.96
O00000037,U01032,2026-03-13T10:27:29,completed,2788.45
O00000038,U01094,2026-01-25T17:02:13,pending,2724.67
O00000039,U01028,2026-03-26T16:38:46,completed,2313.99
O00000040,U01022,2025-08-25T15:22:42,completed,1312.85
O00000041,U01043,2025-12-24T09:58:56,pending,1986.17
O00000042,U01083,2025-10-08T17:52:03,pending,2320.06
O00000043,U01086,2025-01-10T13:53:26,pending,2902.78
O00000044,U01056,2025-11-05T23:52:02,completed,1634.59
O00000045,U01065,2026-01-25T07:03:52,pending,1698.13
O00000046,U01014,2025-08-21T07:27:11,completed,490.18
O00000047,U01052,2025-11-17T04:22:40,pending,1909.65
O00000048,U01004,2026-04-07T21:08:36,completed,1907.13
O00000049,U01032,2026-02-28T19:46:19,pending,97.2
O00000050,U01086,2025-09-17T09:02:28,completed,1764.39
O00000051,U01038,2025-04-13T22:38:50,pending,77.75
O00000052,U01073,2026-03-02T12:17:54,pending,2349.74
O00000053,U01004,2025-01-03T20:32:58,completed,1610.27
O00000054,U01042,2025-07-31T17:02:03,completed,2926.04
O00000055,U01068,2026-01-29T05:40:06,completed,2745.48
O00000056,U01092,2025-07-21T09:12:41,completed,2815.96
O00000057,U01004,2025-10-04T08:04:35,pending,839.88
O00000058,U01078,2025-06-17T10:00:06,completed,833.85
O00000059,U01057,2025-07-24T13:39:43,completed,1372.15
O00000060,U01009,2026-02-18T16:06:16,pending,508.35
O00000061,U01091,2026-04-27T14:02:01,completed,2499.6
O00000062,U01087,2025-09-26T04:41:29,pending,2299.24
O00000063,U01028,2025-06-04T09:54:28,pending,14.78
O00000064,U01090,2025-03-09T12:49:32,pending,2361.89
O00000065,U01022,2025-08-09T09:54:25,pending,1285.77
O00000066,U01051,2025-03-28T18:25:51,completed,2142.28
O00000067,U01070,2025-10-21T08:49:48,pending,924.22
O00000068,U01075,2026-04-05T20:18:38,pending,1310.32
O00000069,U01092,2025-05-20T19:54:04,completed,290.85
O00000070,U01049,2026-01-08T06:39:07,pending,528.22
O00000071,U01095,2026-04-15T02:53:41,completed,1958.73
O00000072,U01023,2025-02-12T17:19:31,pending,2097.21
O00000073,U01086,2025-11-21T19:08:28,pending,2351.34
O00000074,U01081,2025-01-06T06:18:11,pending,497.63
O00000075,U01068,2026-02-06T07:05:33,pending,1020.25
O00000076,U01001,2025-08-10T12:38:02,completed,498.52
O00000077,U01073,2025-03-03T05:32:08,completed,125.97
O00000078,U01020,2025-09-01T14:45:01,pending,1958.42
O00000079,U01043,2025-09-08T05:08:50,pending,1809.35
O00000080,U01048,2025-07-08T18:05:31,completed,1001.66
O00000081,U01033,2025-12-24T18:09:06,completed,1693.25
O00000082,U01091,2025-04-12T11:35:43,pending,2068.9
O00000083,U01015,2025-11-02T23:59:24,pending,2615.74
O00000084,U01094,2026-03-06T06:18:54,pending,407.89
O00000085,U01006,2025-08-20T18:30:20,completed,138.14
O00000086,U01022,2025-09-05T19:04:20,completed,1567.3
O00000087,U01064,2025-07-08T16:33:50,pending,968.43
O00000088,U01034,2025-01-22T03:30:08,completed,1476.01
O00000089,U01002,2026-04-24T17:50:44,pending,2539.53
O00000090,U01040,2025-09-02T02:25:33,pending,1724.54
O00000091,U01025,2025-05-19T04:21:06,completed,244.02
O00000092,U01059,2025-05-29T14:16:16,pending,2384.94
O00000093,U01021,2026-01-05T12:36:56,pending,66.1
O00000094,U01080,2025-01-21T21:14:39,pending,2274.24
O00000095,U01010,2025-10-20T13:09:37,completed,343.22
O00000096,U01075,2025-06-01T00:55:37,pending,199.34
O00000097,U01007,2025-01-18T03:51:27,completed,587.91
O00000098,U01011,2025-11-10T05:43:13,completed,574.7
O00000099,U01095,2025-12-11T21:16:49,pending,2645.81
O00000100,U01030,2025-02-07T01:26:52,completed,2067.97
