order_id,user_id,order_date,order_status,total_amount
O00000001,U01073,2025-07-19T05:31:20,pending,848.24
O00000002,U01078,2025-12-10T00:43:12,pending,340.63
O00000003,U01069,2025-08-28T09:16:39,completed,2572.93
O00000004,U01012,2025-07-10T22:06:28,pending,2204.38
O00000005,U01078,2025-12-05T02:24:42,completed,991.22
O00000006,U01016,2025-02-07T07:52:48,completed,1207.77
O00000007,U01002,2025-03-06T04:13:58,completed,2606.81
O00000008,U01034,2025-05-01T04:13:33,pending,141.88
O00000009,U01059,2025-01-14T14:00:29,pending,62.57
O00000010,U01006,2026-01-05T05:14:59,pending,1250.43
O00000011,U01083,2025-05-10T21:27:51,pending,1860.2
O00000012,U01055,2026-04-09T11:02:29,completed,1592.42
O00000013,U01015,2025-09-13T20:40:14,completed,814.98
O00000014,U01017,2026-04-03T10:01:54,completed,516.39
O00000015,U01046,2026-03-23T07:02:18,completed,696.38
O00000016,U01062,2026-02-19T21:04:38,pending,1838.19
O00000017,U01009,2025-01-27T21:57:07,pending,1197.84
O00000018,U01007,2025-11-10T19:34:59,pending,458.9
O00000019,U01042,2025-03-07T08:56:51,completed,48.4
O00000020,U01040,2025-03-06T21:27:36,pending,2436.48
O00000021,U01047,2025-07-23T10:04:43,completed,2518.32
O00000022,U01016,2025-12-14T22:00:49,pending,2586.75
O00000023,U01046,2025-08-22T09:15:02,completed,2153.23
O00000024,U01021,2026-04-18T04:22:28,completed,1429.8
O00000025,U01010,2026-03-17T18:39:30,pending,746.0
O00000026,U01093,2025-04-06T06:11:26,pending,1693.55
O00000027,U01051,2025-07-12T21:07:01,completed,2361.75
O00000028,U01063,2025-04-07T03:59:39,pending,2673.27
O00000029,U01088,2025-08-01T19:58:11,pending,1071.19
O00000030,U01060,2026-02-28T04:26:06,completed,2958.14
O00000031,U01054,2026-01-05T02:29:25,completed,1335.55
O00000032,U01002,2026-04-09T09:29:05,completed,2560.17
O00000033,U01099,2026-03-07T08:48:42,pending,1468.37
O00000034,U01006,2025-05-16T13:56:51,completed,1325.88
O00000035,U01028,2025-05-23T06:41:32,pending,2498.0
O00000036,U01044,2025-05-14T03:03:12,pending,1701.5
O00000037,U01057,2026-04-27T12:35:20,completed,1475.45
O00000038,U01009,2025-09-18T05:52:55,pending,1307.51
O00000039,U01060,2025-09-06T02:49:06,completed,1648.0
O00000040,U01001,2026-04-01T14:30:22,pending,2774.18
O00000041,U01049,2026-01-19T09:05:50,completed,1243.41
O00000042,U01048,2025-12-31T12:22:09,pending,2768.66
O00000043,U01083,2025-08-14T13:46:21,completed,2624.62
O00000044,U01091,2026-04-14T09:04:32,pending,2704.99
O00000045,U01004,2025-10-01T02:24:46,completed,664.68
O00000046,U01075,2025-03-27T13:14:03,completed,2587.67
O00000047,U01054,2025-07-27T18:20:44,completed,1136.45
O00000048,U01095,2025-09-29T06:11:55,pending,979.79
O00000049,U01009,2025-02-08T15:52:54,pending,1565.08
O00000050,U01088,2025-02-27T22:27:07,completed,1995.86
O00000051,U01008,2025-12-26T23:46:39,completed,831.1
O00000052,U01094,2025-06-24T14:40:52,completed,2599.18
O00000053,U01009,2025-06-08T13:24:00,pending,1840.94
O00000054,U01064,2025-09-16T17:57:12,completed,1519.02
O00000055,U01069,2026-03-12T23:40:02,pending,593.15
O00000056,U01088,2025-10-16T09:10:40,pending,1056.97
O00000057,U01099,2025-04-03T09:44:19,completed,2096.68
O00000058,U01049,2025-02-07T19:49:52,completed,1047.82
O00000059,U01054,2025-06-02T10:18:24,completed,2790.47
O00000060,U01093,2025-04-17T06:21:20,pending,408.13
O00000061,U01053,2025-06-04T19:01:19,completed,1473.53
O00000062,U01078,2025-11-02T02:35:20,completed,1905.06
O00000063,U01017,2025-07-18T01:57:42,pending,2489.55
O00000064,U01024,2026-01-31T02:51:03,pending,1401.74
O00000065,U01002,2025-07-18T21:28:01,completed,233.04
O00000066,U01015,2025-04-13T22:14:01,pending,2456.69
O00000067,U01045,2025-09-11T10:36:13,completed,2402.52
O00000068,U01057,2025-02-18T13:12:42,completed,1316.24
O00000069,U01096,2025-06-04T08:35:16,completed,1778.87
O00000070,U01012,2025-04-20T10:44:52,pending,636.28
O00000071,U01040,2026-03-08T19:59:45,completed,2313.65
O00000072,U01056,2025-05-10T10:38:37,pending,2611.35
O00000073,U01089,2025-08-21T00:06:47,pending,491.73
O00000074,U01096,2025-03-20T20:49:12,pending,1065.43
O00000075,U01028,2025-03-12T02:31:58,pending,346.72
O00000076,U01059,2025-03-27T13:20:28,pending,1899.6
O00000077,U01004,2025-01-29T06:01:07,completed,1984.09
O00000078,U01044,2025-01-17T15:23:55,completed,1538.95
O00000079,U01042,2026-03-05T18:55:15,pending,2592.6
O00000080,U01018,2025-05-20T07:06:18,completed,2795.97
O00000081,U01057,2025-01-24T11:39:26,completed,2911.42
O00000082,U01020,2025-04-13T03:01:46,completed,1023.68
O00000083,U01042,2025-08-07T08:52:57,pending,2377.36
O00000084,U01040,2025-02-03T11:11:52,completed,1066.91
O00000085,U01032,2025-04-03T22:15:47,completed,1884.33
O00000086,U01066,2025-10-18T08:51:03,completed,1528.61
O00000087,U01053,2025-02-11T04:21:30,pending,1475.59
O00000088,U01038,2025-09-29T00:08:44,completed,2836.07
O00000089,U01096,2025-02-19T17:11:14,pending,602.0
O00000090,U01083,2026-04-06T10:08:43,completed,84.54
O00000091,U01054,2026-03-24T16:42:59,completed,665.59
O00000092,U01019,2025-12-03T14:34:54,completed,995.6
O00000093,U01022,2025-02-02T23:13:25,pending,589.86
O00000094,U01085,2026-04-25T13:59:46,completed,2737.35
O00000095,U01060,2025-02-05T18:14:54,pending,2330.7
O00000096,U01074,2026-01-22T19:32:17,pending,1230.89
O00000097,U01088,2026-01-24T04:35:21,completed,227.02
O00000098,U01078,2025-07-21T21:24:53,completed,2221.15
O00000099,U01005,2025-01-26T02:15:49,completed,1869.43
