order_id,user_id,order_date,order_status,total_amount
O00000001,U01096,2026-01-30T11:04:51,completed,784.23
O00000002,U01060,2025-06-21T11:45:33,completed,1866.52
O00000003,U01088,2026-03-21T22:26:37,completed,2219.72
O00000004,U01072,2026-04-28T01:04:22,pending,2023.47
O00000005,U01071,2025-02-12T14:36:19,pending,2195.17
O00000006,U01084,2026-04-07T09:43:48,completed,459.01
O00000007,U01069,2025-02-17T07:07:40,pending,2708.91
O00000008,U01030,2025-12-20T23:59:22,pending,2997.33
O00000009,U01012,2026-04-22T15:03:23,completed,236.79
O00000010,U01083,2026-03-09T05:30:17,pending,1923.62
O00000011,U01059,2025-05-24T10:11:52,completed,806.69
O00000012,U01093,2025-12-11T17:44:18,completed,2492.06
O00000013,U01047,2025-07-18T09:41:28,completed,2689.49
O00000014,U01043,2025-04-15T00:16:31,completed,2399.25
O00000015,U01089,2026-04-23T05:39:18,pending,1098.16
O00000016,U01031,2025-07-20T17:35:46,pending,674.13
O00000017,U01018,2026-02-11T18:41:04,pending,573.09
O00000018,U01042,2026-03-11T17:37:22,completed,2575.84
O00000019,U01063,2025-10-06T20:23:54,pending,2461.82
O00000020,U01033,2025-10-15T16:26:38,pending,1702.96
O00000021,U01014,2025-01-05T17:49:43,completed,2316.46
O00000022,U01007,2026-01-07T04:04:34,pending,2031.23
O00000023,U01065,2025-10-21T23:05:06,pending,2631.4
O00000024,U01075,2025-06-21T20:01:20,pending,2866.01
O00000025,U01083,2025-01-11T10:41:12,completed,2811.77
O00000026,U01084,2025-08-03T13:58:42,completed,1166.01
O00000027,U01031,2026-03-09T18:27:29,completed,2110.25
O00000028,U01037,2025-08-01T02:51:32,completed,361.02
O00000029,U01043,2025-03-23T13:35:46,completed,1304.6
O00000030,U01067,2026-03-11T02:16:08,pending,37.57
O00000031,U01021,2025-08-17T13:14:35,pending,2911.77
O00000032,U01063,2025-10-08T15:44:21,pending,1724.3
O00000033,U01078,2025-07-16T13:36:45,completed,141.83
O00000034,U01099,2025-07-13T08:44:08,pending,315.04
O00000035,U01060,2025-07-21T17:31:25,pending,2966.21
O00000036,U01089,2025-11-17T11:13:28,pending,380.47
O00000037,U01097,2025-03-26T22:32:47,pending,2087.48
O00000038,U01040,2026-01-28T12:50:45,pending,1220.58
O00000039,U01000,2025-01-08T03:47:51,pending,2718.08
O00000040,U01065,2026-02-09T16:50:21,pending,664.73
O00000041,U01028,2025-10-20T17:51:33,completed,830.8
O00000042,U01047,2025-07-29T09:52:59,pending,2110.45
O00000043,U01087,2025-12-19T12:29:23,completed,2780.07
O00000044,U01060,2025-10-04T15:52:24,pending,2866.69
O00000045,U01005,2025-05-23T03:05:01,completed,1444.28
O00000046,U01010,2025-04-16T18:15:00,completed,1097.09
O00000047,U01048,2025-07-25T02:11:54,completed,502.17
O00000048,U01057,2025-01-09T09:51:14,completed,1330.66
O00000049,U01090,2025-10-20T19:04:41,completed,1424.67
O00000050,U01008,2025-05-12T23:34:41,pending,630.69
O00000051,U01024,2025-08-21T00:11:07,pending,2063.72
O00000052,U01017,2025-07-24T04:56:36,pending,1797.45
O00000053,U01064,2026-03-29T09:32:35,completed,151.86
O00000054,U01026,2025-01-05T01:00:42,pending,204.22
O00000055,U01069,2025-03-17T05:57:23,pending,2811.77
O00000056,U01083,2025-07-23T13:54:02,pending,1333.75
O00000057,U01040,2025-07-10T20:01:28,pending,1345.5
O00000058,U01071,2026-03-09T00:21:18,completed,457.16
O00000059,U01097,2026-02-04T18:40:19,completed,856.07
O00000060,U01013,2025-08-01T05:59:26,completed,2744.99
O00000061,U01052,2025-03-10T06:20:29,pending,815.57
O00000062,U01061,2026-02-12T10:51:46,pending,1050.97
O00000063,U01017,2025-03-08T14:42:44,pending,1466.47
O00000064,U01065,2025-09-27T14:06:59,completed,1576.92
O00000065,U01021,2025-09-30T08:58:50,pending,2145.35
O00000066,U01024,2025-11-17T09:08:27,pending,731.46
O00000067,U01027,2025-04-18T16:30:13,pending,865.7
O00000068,U01029,2025-05-21T23:39:55,pending,1021.84
O00000069,U01056,2025-02-24T22:24:37,pending,831.29
O00000070,U01026,2025-12-29T13:58:33,completed,1278.66
O00000071,U01002,2025-06-28T04:06:13,pending,293.42
O00000072,U01009,2026-04-13T18:10:03,pending,2018.19
O00000073,U01081,2025-10-06T12:58:08,pending,1736.22
O00000074,U01017,2025-12-09T02:10:09,pending,2457.85
O00000075,U01022,2025-11-26T19:36:44,pending,87.61
O00000076,U01025,2025-04-26T20:36:37,pending,2422.02
O00000077,U01057,2025-03-02T04:13:12,pending,734.0
O00000078,U01046,2025-05-27T18:43:21,completed,2016.25
