product_id,product_name,category,brand,price,rating,stock_quantity,price_scaled,category_encoded
P00001,Penguin Data Science Handbook,Books,Penguin,57.46,1.4,67,-1.3075495344526211,0
P00002,Uniqlo Jeans,Clothing,Uniqlo,314.0,2.8,45,0.4416400208930039,1
P00003,Dell Smartphone,Electronics,Dell,297.88,2.7,71,0.3317275876187719,2
P00004,Levis Hoodie,Clothing,Levis,299.5,3.0,60,0.3427733780594826,1
P00005,Adidas Jeans,Clothing,Adidas,74.58,2.7,37,-1.190818712017457,1
P00006,KitchenAid Vacuum,Home & Garden,KitchenAid,194.84,4.1,28,-0.3708392315237135,3
P00007,Levis Hoodie,Clothing,Levis,209.82,3.1,76,-0.26869976189294464,1
P00008,Whirlpool Coffee Maker,Home & Garden,Whirlpool,198.43,1.0,35,-0.3463612144359658,3
P00009,Dyson Desk,Home & Garden,Dyson,264.09,3.5,39,0.10133421787086237,3
P00010,Apple Monitor,Electronics,Apple,316.87,1.9,41,0.4612087977848803,2
P00011,OReilly Data Science Handbook,Books,OReilly,368.36,3.3,89,0.812287655681295,0
P00012,Nike Hoodie,Clothing,Nike,264.56,3.3,57,0.10453886077650083,1
P00013,Dyson Air Purifier,Home & Garden,Dyson,25.89,2.7,51,-1.5228060802632606,3
P00014,HarperCollins Python Guide,Books,HarperCollins,174.65,3.6,99,-0.5085025086829408,0
P00015,OReilly Data Science Handbook,Books,OReilly,271.79,1.2,27,0.153835814410043,0
P00016,Pearson Data Science Handbook,Books,Pearson,464.33,1.4,35,1.4666484634559875,0
P00017,HarperCollins Python Guide,Books,HarperCollins,44.9,2.6,22,-1.3931885023139334,0
P00018,Pearson Python Guide,Books,Pearson,64.84,2.2,36,-1.2572298224449394,0
P00019,Adidas Jeans,Clothing,Adidas,435.23,4.1,37,1.2682333388728517,1
P00020,Whirlpool Coffee Maker,Home & Garden,Whirlpool,415.34,1.4,96,1.1326155784619039,3
P00021,Adidas Hoodie,Clothing,Adidas,476.18,4.8,84,1.5474463750130378,1
P00022,Adidas Hoodie,Clothing,Adidas,228.42,4.4,56,-0.14187772349960004,1
P00023,Uniqlo Jacket,Clothing,Uniqlo,354.53,1.5,43,0.7179893335855982,1
P00024,Nike Hoodie,Clothing,Nike,365.04,2.9,50,0.7896506036669992,1
P00025,Levis Jacket,Clothing,Levis,14.63,3.0,95,-1.5995811422153605,1
P00026,Philips Vacuum,Home & Garden,Philips,270.35,3.8,81,0.1440173340183002,3
P00027,OReilly Data Science Handbook,Books,OReilly,410.07,3.3,100,1.0966826675837897,0
P00028,KitchenAid Air Purifier,Home & Garden,KitchenAid,53.3,3.0,19,-1.3359140333621005,3
P00029,Penguin Data Science Handbook,Books,Penguin,272.68,3.9,43,0.1599041807632728,0
P00030,Dell Monitor,Electronics,Dell,153.36,4.7,19,-0.6536660139191938,2
P00031,Pearson Data Science Handbook,Books,Pearson,201.15,2.3,34,-0.3278151959182294,0
P00032,Penguin Machine Learning Book,Books,Penguin,129.5,2.0,61,-0.8163527792990435,0
P00033,HP Smartphone,Electronics,HP,392.72,4.7,24,0.978383615641611,2
P00034,Ikea Air Purifier,Home & Garden,Ikea,456.04,1.9,13,1.4101240173118572,3
P00035,Uniqlo Hoodie,Clothing,Uniqlo,51.61,4.7,74,-1.3474371110440764,1
P00036,Penguin Machine Learning Book,Books,Penguin,238.15,4.1,19,-0.07553479696372664,0
P00037,Dell Monitor,Electronics,Dell,424.92,5.0,53,1.1979357466236376,2
P00038,KitchenAid Desk,Home & Garden,KitchenAid,67.44,3.0,51,-1.2395020106265149,3
P00039,KitchenAid Coffee Maker,Home & Garden,KitchenAid,456.82,1.7,12,1.4154423608573845,3
P00040,Levis Hoodie,Clothing,Levis,96.2,1.6,11,-1.043405138358096,1
P00041,OReilly Machine Learning Book,Books,OReilly,16.07,2.0,31,-1.5897626618236178,0
P00042,Uniqlo Sneakers,Clothing,Uniqlo,386.36,3.2,30,0.9350186605780801,1
P00043,Whirlpool Vacuum,Home & Garden,Whirlpool,178.96,2.9,61,-0.47911525139932165,3
P00044,KitchenAid Desk,Home & Garden,KitchenAid,197.27,1.2,46,-0.35427054586264745,3
P00045,Samsung Monitor,Electronics,Samsung,346.94,1.8,95,0.6662377598541207,2
P00046,Uniqlo Hoodie,Clothing,Uniqlo,276.66,3.3,37,0.18704136962378431,1
P00047,HP Headphones,Electronics,HP,312.26,1.5,9,0.4297760237529813,2
P00048,Pearson Machine Learning Book,Books,Pearson,467.9,4.8,96,1.4909901127605165,0
P00049,Whirlpool Coffee Maker,Home & Garden,Whirlpool,438.48,1.3,49,1.2903931036458824,3
P00050,Penguin Data Science Handbook,Books,Penguin,451.13,3.5,2,1.3766457265316785,0
P00051,HarperCollins Python Guide,Books,HarperCollins,398.47,4.3,42,1.0175893533169729,0
P00052,Whirlpool Coffee Maker,Home & Garden,Whirlpool,264.61,3.6,26,0.10487978023454754,3
P00053,Ikea Air Purifier,Home & Garden,Ikea,26.4,1.1,45,-1.519328701791185,3
P00054,Samsung Monitor,Electronics,Samsung,14.24,2.9,92,-1.602240313988124,2
P00055,Dyson Lamp,Home & Garden,Dyson,393.18,3.5,25,0.9815200746556398,3
P00056,HarperCollins Machine Learning Book,Books,HarperCollins,328.87,2.6,57,0.5430294677160703,0
P00057,Penguin Data Science Handbook,Books,Penguin,159.83,2.5,82,-0.6095510360479605,0
P00058,Samsung Monitor,Electronics,Samsung,94.17,4.0,36,-1.0572464683547889,2
P00059,HP Laptop,Electronics,HP,22.07,4.6,52,-1.5488523268580228,2
P00060,HarperCollins Machine Learning Book,Books,HarperCollins,77.62,1.6,83,-1.1700908089682218,0
P00061,Philips Lamp,Home & Garden,Philips,389.33,3.5,82,0.9552692763860495,3
P00062,Penguin Data Science Handbook,Books,Penguin,133.89,1.5,39,-0.7864200508825498,0
P00063,Puma Jacket,Clothing,Puma,369.35,4.0,63,0.8190378609506184,1
P00064,Puma Jeans,Clothing,Puma,57.44,3.3,59,-1.3076859022358398,1
P00065,Apple Smartphone,Electronics,Apple,474.21,3.2,32,1.5340141483660006,2
P00066,KitchenAid Vacuum,Home & Garden,KitchenAid,84.98,1.4,4,-1.1199074647437586,3
P00067,OReilly SQL Fundamentals,Books,OReilly,309.66,1.1,41,0.41204821193455704,0
P00068,Adidas T-Shirt,Clothing,Adidas,324.47,3.4,84,0.5130285554079674,1
P00069,Dell Headphones,Electronics,Dell,487.36,1.2,30,1.6236759658322633,2
P00070,Whirlpool Air Purifier,Home & Garden,Whirlpool,485.29,4.5,90,1.609561900269133,3
P00071,Dyson Desk,Home & Garden,Dyson,212.96,2.8,68,-0.24729001992761646,3
P00072,Adidas Sneakers,Clothing,Adidas,289.43,2.6,55,0.2741121992088923,1
P00073,Dell Laptop,Electronics,Dell,205.7,1.1,4,-0.29679152523598656,2
P00074,HarperCollins Data Science Handbook,Books,HarperCollins,272.46,4.7,4,0.15840413514786747,0
P00075,Apple Tablet,Electronics,Apple,101.32,3.6,47,-1.0084949858541217,2
P00076,Whirlpool Desk,Home & Garden,Whirlpool,467.44,3.0,46,1.4878536537464877,3
P00077,HP Headphones,Electronics,HP,351.83,1.5,87,0.6995796828510805,2
P00078,Samsung Headphones,Electronics,Samsung,225.67,1.4,76,-0.16062829369216444,2
P00079,Pearson SQL Fundamentals,Books,Pearson,336.22,1.0,50,0.5931446280489244,0
